stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.53,171.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,147.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,60.46,2.63,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,12.59,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.88,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,17,101,92,0,91,0,0,0,4,5,0,7,0,0,0,0,0,0,75,0,0,27,270,1,1,6,2,0,1,4,2,21,139,61,0,0,23,0,0
 24-34,0.82,0,6.57,5.75,106.71,4.1,0,259.39,0.82,20.52,9.03,4.1,9.85,0,11.49,0,0.82,1.64,1.64,0.82,0,184.69,0,0,77.16,768.32,2.46,2.46,18.06,0,1.64,6.57,0,4.1,9.85,71.41,125.59,0,0,115.74,0,0
 36-46,0,0,2.42,0,64.45,0,0,246.53,4.83,12.89,12.09,40.28,4.03,0.81,11.28,0,0,0.81,2.42,0,0,245.73,0,4.03,66.06,1094.1,17.72,2.42,23.36,0,0,12.09,0,0.81,4.03,3.22,215.92,0,0.81,62.04,0,0.81
 48-58,0,0.57,1.72,0,65.41,1.15,0,362.64,4.02,18.36,18.36,106.73,0.57,2.3,13.2,1.15,0.57,3.44,4.02,2.87,2.87,325.35,0,6.89,65.99,1686.41,5.16,5.74,14.35,0,3.44,0.57,0,0,4.59,0,351.17,0,1.15,55.66,0,4.02
 60-70,0,0,0.98,0,77.54,3.93,0,797,9.82,23.56,19.63,157.04,1.96,0.98,9.82,0,2.94,4.91,7.85,5.89,0.98,435.8,1.96,12.76,53,2650.11,9.82,1.96,19.63,0,5.89,11.78,0,0,2.94,0,406.35,0.98,6.87,46.13,2.94,4.91
 72-82,0,0,2.94,0,131.54,6.87,0,1337.02,11.78,27.49,45.16,253.27,9.82,1.96,21.6,12.76,3.93,3.93,10.8,7.85,3.93,592.92,1.96,14.72,57.92,2515.02,4.91,15.71,25.52,0,1.96,9.82,0,0,0,0,243.45,4.91,18.65,99.15,11.78,3.93
 84-94,1.06,0,3.19,0,207.1,4.25,1.06,880.43,11.68,48.85,26.55,173.11,16.99,3.19,11.68,14.87,3.19,15.93,10.62,21.24,7.43,415.26,0,19.12,55.23,1225.59,20.18,11.68,28.68,0,2.12,27.61,0,2.12,2.12,0,170.99,7.43,12.74,93.46,12.74,4.25
 96-106,0,0,3.28,0,245.89,14.21,4.37,806.52,14.21,50.27,19.67,183.6,29.51,1.09,26.23,13.11,5.46,6.56,6.56,15.3,2.19,393.42,8.74,12.02,49.18,1075.36,21.86,19.67,45.9,1.09,10.93,22.95,0,2.19,6.56,0,75.41,14.21,7.65,111.47,18.58,5.46
108-118,0,0,6.89,2.3,226.73,9.96,12.26,585.96,16.85,68.17,19.92,180,32.17,0,6.13,13.02,9.96,19.15,9.96,32.94,3.83,317.87,3.83,9.19,69.7,1142.82,21.45,10.72,36,0,6.13,10.72,0,1.53,3.06,0,50.55,15.32,6.89,71.23,14.55,1.53
120,1.96,0,3.92,3.92,197.94,7.84,3.92,484.07,15.68,62.71,13.72,164.62,23.52,0,7.84,21.56,11.76,7.84,7.84,23.52,0,286.13,5.88,9.8,54.87,1224.87,31.36,15.68,31.36,0,7.84,13.72,0,1.96,5.88,0,45.08,3.92,13.72,76.43,15.68,3.92
