stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,0,3,11,6,0,6,0,0,0,7,4,0,1,0,13,0,0,0,0,13,1,0,9,81,4,1,0,1,0,1,0,11,2,0,15,53,0,0,4,0,0
 24-34,0,1.64,0.82,13.13,0.82,0,31.19,0,4.1,0,9.85,2.46,0,1.64,0,65.67,1.64,3.28,0,0.82,42.68,2.46,0.82,22.98,205.21,4.1,10.67,7.39,0,0,11.49,0,0.82,0,0,2.46,82.91,0,0,43.51,0,0
 36-46,0,0,0,8.86,0.81,0,58.81,0,2.42,0.81,12.89,0,0.81,0.81,0.81,20.14,6.45,2.42,0,0,56.4,1.61,4.03,14.5,196.58,4.03,6.45,2.42,0,0,7.25,0,0,1.61,0,0,82.98,0,0,42.7,0,0.81
 48-58,0.57,0,0,6.89,1.15,0,78.61,0,0.57,2.3,39.02,0,2.3,4.02,2.87,8.03,9.18,3.44,0,3.44,88.37,1.72,2.3,13.2,141.73,4.02,5.74,3.44,0,0.57,8.61,0,0,1.72,0.57,0,68.28,0,1.72,40.17,0,0.57
 60-70,0,0,0,13.74,0.98,0,80.48,0,6.87,3.93,70.67,0.98,1.96,2.94,4.91,6.87,30.43,2.94,0,4.91,109.93,1.96,3.93,22.58,104.04,5.89,8.83,5.89,0,2.94,20.61,0,0,0,0.98,0,47.11,0,4.91,48.09,0.98,0
 72-82,0,4.91,0.98,23.56,7.85,0,114.85,0,3.93,13.74,152.16,9.82,0.98,6.87,11.78,17.67,27.49,5.89,0.98,4.91,266.03,0,19.63,22.58,121.73,1.96,7.85,15.71,0,0,23.56,0,0,4.91,0,0,36.32,0.98,4.91,72.64,0.98,3.93
 84-94,0,8.5,1.06,52.04,9.56,0,120.01,1.06,10.62,6.37,100.89,24.43,2.12,5.31,20.18,49.92,70.09,7.43,1.06,13.81,173.11,6.37,13.81,15.93,80.71,1.06,10.62,18.05,0,3.19,70.09,0,0,8.5,1.06,0,28.68,2.12,3.19,86.03,5.31,7.43
 96-106,0,6.56,1.09,60.11,6.56,1.09,130.05,1.09,8.74,7.65,124.58,45.9,0,8.74,17.49,44.81,84.15,5.46,1.09,12.02,201.08,6.56,8.74,9.84,84.15,6.56,17.49,25.14,0,3.28,57.92,0,0,4.37,0,0,24.04,3.28,4.37,81.96,9.84,10.93
108-118,0,5.36,0.77,46.72,3.83,0.77,95.75,0.77,12.26,5.36,106.47,54.38,0,3.83,13.02,37.53,103.41,3.83,0.77,16.09,167.75,4.6,13.79,15.32,86.55,9.96,10.72,13.02,0,1.53,39.06,0,0,1.53,0,0,13.79,1.53,3.83,72.77,3.06,6.13
120,0,3.92,0,31.36,5.88,0,56.83,0,11.76,5.88,82.31,48.99,1.96,0,13.72,15.68,47.03,5.88,0,3.92,105.83,3.92,13.72,13.72,62.71,7.84,3.92,7.84,0,1.96,37.24,1.96,0,3.92,1.96,0,11.76,0,0,27.44,1.96,0
