stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,3,16,74,48,0,58,0,1,0,8,15,0,3,0,8,0,0,13,2,46,1,0,35,526,49,3,11,17,0,15,2,75,10,7,84,151,0,0,3,0,0
 24-34,0.82,8.21,9.85,12.31,9.03,0,68.95,0,0,1.64,12.31,2.46,0,4.1,2.46,12.31,1.64,0.82,12.31,0.82,45.97,0.82,0,31.19,546.69,4.93,14.78,2.46,0,0.82,28.73,0,0.82,9.03,2.46,14.78,120.67,0,0,9.03,0,3.28
 36-46,0,1.61,0,6.45,2.42,0,58.01,0,0,5.64,6.45,0.81,0,0.81,1.61,1.61,4.83,0.81,3.22,0.81,42.7,0.81,0.81,12.89,373.02,4.03,4.03,4.03,0,0,15.31,0,0,0.81,0,0.81,80.57,0,0,7.25,0,3.22
 48-58,0,2.3,0.57,4.02,3.44,0,107.3,1.72,0,3.44,16.64,2.3,0.57,1.72,1.72,1.15,2.87,1.15,1.72,0.57,71.15,0,1.15,14.35,382.15,1.72,6.31,1.15,0,0,10.33,0,0,2.3,1.15,0,56.23,0,0.57,2.87,0,5.16
 60-70,0,3.93,0,4.91,0.98,0,139.38,2.94,1.96,3.93,36.32,3.93,0,1.96,2.94,0.98,5.89,0,1.96,2.94,78.52,0,1.96,11.78,519.23,0.98,0,0,0,0,15.7,0,0,6.87,0.98,0,66.74,0,1.96,2.94,0,2.94
 72-82,0,21.6,0,15.71,7.85,0,198.3,1.96,0.98,9.82,50.06,3.93,0,0.98,2.94,3.93,0,0.98,8.83,0,123.69,1.96,2.94,10.8,668.51,0,10.8,4.91,0,0.98,14.72,0,0,1.96,0,0,63.81,1.96,2.94,3.93,4.91,3.93
 84-94,0,3.19,1.06,20.18,12.74,1.06,114.7,0,4.25,5.31,25.49,15.93,1.06,0,8.5,8.5,4.25,3.19,2.12,3.19,73.28,0,2.12,16.99,321.8,2.12,5.31,2.12,0,1.06,44.61,0,0,3.19,1.06,0,31.86,1.06,1.06,9.56,3.19,3.19
 96-106,0,8.74,0,28.41,7.65,1.09,108.19,1.09,2.19,4.37,48.09,26.23,0,2.19,5.46,7.65,3.28,1.09,10.93,0,98.36,0,4.37,13.11,324.58,4.37,7.65,8.74,0,0,40.44,0,0,3.28,1.09,0,17.49,5.46,1.09,12.02,7.65,2.19
108-118,0,6.13,0.77,34.47,5.36,0.77,99.58,2.3,4.6,6.89,41.36,12.26,0,0.77,8.43,3.83,5.36,4.6,13.02,0.77,66.64,3.83,3.06,13.02,393.7,1.53,3.06,8.43,0,2.3,34.47,0,0,5.36,2.3,0,10.72,3.06,0.77,9.19,3.06,3.06
120,0,5.88,1.96,25.48,13.72,3.92,50.95,0,3.92,1.96,41.16,31.36,0,1.96,11.76,1.96,1.96,0,3.92,0,70.55,0,0,11.76,350.8,3.92,3.92,7.84,0,5.88,47.03,0,0,11.76,0,0,21.56,1.96,1.96,9.8,0,0
