stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77,5.26,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,0,0,0,0,6.29,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,18.88,3.15,0,0,18.88,0,3.15,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,1,2,7,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,1,45,0,0,0,2,0,1,0,1,0,1,5,19,0,0,1,0,0
 24-34,0,0.82,1.64,3.28,0,0,8.21,0,0.82,0.82,2.46,1.64,0,0,0,0.82,0,0,0,0.82,11.49,0.82,0,4.1,96.04,0,1.64,2.46,0,0,4.1,0,0,4.1,3.28,7.39,30.37,0,0,1.64,0,0
 36-46,0,0,0,2.42,0.81,0,9.67,0,0,0.81,4.83,0.81,0,0,0,0.81,0.81,0,0,0.81,14.5,0,0,4.03,119.24,0.81,2.42,0.81,0,0,2.42,0,0,4.03,4.03,0.81,35.45,0,0,0,0,0.81
 48-58,0,0,0,1.72,0,0,13.77,1.72,0.57,0.57,8.61,0,0,0,0,0,0,0.57,0,1.15,16.07,0.57,0,1.72,65.41,0,1.15,1.72,0,0,0.57,0,0,0.57,1.15,0,17.79,0,0.57,1.72,0,0.57
 60-70,0,0.98,0,2.94,0,0,28.46,2.94,0.98,0,11.78,0,0,0.98,0,0,0,0,0.98,1.96,36.32,0,0.98,3.93,99.13,0,2.94,0.98,0,0,1.96,0,0,0,0.98,0,13.74,0,0.98,1.96,0,0
 72-82,0,3.93,0,4.91,0.98,0,44.17,1.96,0,0.98,13.74,0,0,0.98,0,0,0,0,0.98,0,41.23,0,0.98,3.93,86.39,0.98,1.96,0.98,0,0,2.94,0.98,0,0,0,0,9.82,0,2.94,5.89,0,0
 84-94,0,2.12,0,5.31,0,0,25.49,3.19,0,1.06,10.62,2.12,1.06,0,0,0,1.06,0,2.12,0,15.93,0,0,1.06,37.17,0,1.06,5.31,0,0,8.5,0,0,1.06,0,0,11.68,0,0,2.12,1.06,0
 96-106,0,5.46,0,2.19,1.09,0,36.06,3.28,0,3.28,9.84,2.19,0,3.28,0,0,0,1.09,1.09,0,37.16,1.09,0,1.09,29.51,0,0,2.19,0,0,4.37,0,0,0,0,0,3.28,1.09,1.09,4.37,0,0
108-118,0,0.77,0,4.6,0,0.77,19.92,5.36,2.3,0.77,16.85,3.83,0,0,0.77,0,0.77,0,0.77,0.77,13.02,0,1.53,3.83,32.94,0,0.77,2.3,0,0.77,2.3,0,0,0,0.77,0,0.77,0,3.06,1.53,1.53,0
120,0,3.92,0,3.92,0,0,13.72,1.96,0,0,11.76,0,0,0,1.96,0,1.96,1.96,0,0,13.72,0,0,3.92,31.36,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0
