stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,672.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,85.81,925.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,5.26,18.4,0,0,0,18.4,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,178.75,10.51,0,0,105.15,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,0,3.15,0,12.59,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,113.29,3.15,0,0,97.56,0,0,0,3.15,6.29,0,12.59,0,0,0,0,0,0
 14-21,0,0,1,11,2,0,1,0,17,0,4,1,0,2,0,0,0,0,0,0,27,0,0,69,43,4,0,0,5,0,0,0,33,1,180,312,13,0,0,0,0,0
 24-34,0,0,0.82,6.57,0,0,7.39,4.1,75.52,3.28,1.64,0.82,0,0.82,0,0,0,0,0,0.82,98.5,0,0,96.86,73.88,0,0,0.82,0,0,0.82,0,0,0,22.98,22.98,19.7,0,0,1.64,0,0
 36-46,0,0,0,1.61,0,0,4.83,10.47,42.7,27.39,1.61,0,0,1.61,1.61,0,0,0,0,0,166.77,0.81,0.81,114.41,41.89,0,0,0,0,0,0,0,1.61,0.81,5.64,0,8.86,0,0,0,0,0
 48-58,0,0,0,2.3,0,0,13.77,6.89,29.84,45.9,5.16,1.15,0,1.15,0.57,0,0,0.57,0.57,0,304.69,0.57,0.57,141.16,29.84,0,0,0,0,0,0.57,0,0,0,0.57,0,8.03,0,0.57,0.57,0,0.57
 60-70,0,0,0,0.98,0,0,13.74,10.8,12.76,58.89,3.93,0.98,0,0.98,5.89,2.94,0.98,0,0.98,0,363.16,0,2.94,87.36,20.61,0,0,0,0,3.93,0,0,0,0,0,0,3.93,0,2.94,0,0,0
 72-82,0,0,0,6.87,0.98,0,39.27,5.89,4.91,107,8.83,0,0,0,7.85,5.89,1.96,0,1.96,0,633.17,0,0.98,120.74,27.49,0,0.98,2.94,0,2.94,0,0,0,0,0,0,0.98,0,4.91,3.93,6.87,0
 84-94,0,0,0,9.56,1.06,0,44.61,4.25,12.74,65.85,7.43,1.06,0,1.06,8.5,11.68,0,1.06,3.19,0,377.02,0,0,86.03,19.12,0,1.06,3.19,0,2.12,1.06,0,0,0,0,0,0,0,2.12,2.12,6.37,2.12
 96-106,0,0,0,12.02,2.19,0,31.69,4.37,14.21,62.29,13.11,2.19,0,0,9.84,8.74,0,0,0,0,499.43,0,2.19,69.94,26.23,1.09,0,3.28,0,6.56,2.19,0,0,0,0,0,0,1.09,2.19,3.28,3.28,0
108-118,0,0,0.77,7.66,0,0.77,19.92,7.66,22.21,72,11.49,0,0,0,13.79,9.96,0.77,0,1.53,0,474.13,0.77,2.3,85.02,36.77,0,0,0.77,0,8.43,0,0,0,0,0,0,0.77,0.77,0,3.83,2.3,1.53
120,0,0,1.96,11.76,0,0,11.76,1.96,11.76,64.67,3.92,1.96,0,0,3.92,5.88,0,1.96,0,0,341,1.96,1.96,56.83,17.64,0,0,3.92,0,0,0,0,0,0,0,0,0,0,1.96,0,3.92,0
