stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,289.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,355.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,6.13,0,18.39,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,7.89,0,10.51,0,0,0,39.43,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,302.3,13.14,0,0,99.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,12.59,0,0,0,25.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.29,6.29,0,0,88.12,0,0,0,12.59,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,2,15,4,0,12,0,0,0,2,1,1,0,0,0,0,1,0,0,8,0,0,6,128,1,0,2,1,0,1,8,1,0,12,41,0,0,0,0,0
 24-34,0,0,1.64,0.82,5.75,0.82,0,35.3,0,0,0.82,8.21,2.46,0,0,0,2.46,0,0,0.82,0,28.73,0,0,12.31,375.95,1.64,5.75,0.82,0,0,7.39,0.82,1.64,0,4.93,75.52,0,0,6.57,0,0.82
 36-46,0,0,0,0,4.83,0,0,86.21,0,0,0,16.11,0.81,0,0.81,2.42,0,0,0.81,0,0,35.45,0,0,6.45,485.01,1.61,5.64,2.42,0,0,9.67,0,0,0.81,0,99.9,0,0,4.03,0,1.61
 48-58,0,0,0,0,4.59,0.57,0,127.38,0.57,0.57,1.15,21.23,0.57,0.57,1.15,0.57,0,0.57,0,0,0.57,48.2,0.57,2.3,10.9,510.69,0,1.72,2.87,0,0.57,4.59,0,0.57,0.57,0,102.14,0,0,4.59,0,0.57
 60-70,0,0,0,0,6.87,2.94,0,204.16,0,0.98,0.98,25.52,0.98,0.98,2.94,1.96,0.98,0,0.98,0,0,54.97,0.98,3.93,7.85,533.95,0.98,0,3.93,0,0.98,3.93,0,0,1.96,0,53.98,0,1.96,0.98,1.96,5.89
 72-82,0,0,0.98,0,4.91,1.96,0,209.09,0.98,2.94,4.91,53.01,0,0,2.94,6.87,2.94,0.98,2.94,0.98,1.96,92.28,1.96,0.98,15.71,479.05,0.98,4.91,6.87,0,0,5.89,0,0.98,0,0,48.1,0,3.93,8.83,1.96,2.94
 84-94,0,0,0,0,14.87,15.93,0,154,0,2.12,3.19,44.61,2.12,2.12,1.06,5.31,6.37,2.12,2.12,1.06,1.06,69.03,1.06,1.06,6.37,219.84,3.19,3.19,7.43,0,0,16.99,0,2.12,0,0,23.36,1.06,1.06,5.31,5.31,4.25
 96-106,0,0,2.19,0,13.11,8.74,0,130.05,1.09,3.28,5.46,39.34,5.46,0,3.28,5.46,2.19,5.46,1.09,3.28,2.19,67.76,1.09,4.37,6.56,196.71,0,3.28,10.93,0,1.09,12.02,0,0,0,0,7.65,2.19,3.28,8.74,6.56,6.56
108-118,0,0,0,0.77,17.62,6.89,0,81.96,0.77,4.6,3.83,36,5.36,0,1.53,9.19,0.77,5.36,0.77,1.53,1.53,83.49,1.53,0.77,7.66,265.02,1.53,3.83,8.43,0,2.3,6.13,0,0.77,0.77,0,9.19,1.53,2.3,6.13,3.06,5.36
120,0,0,0,0,27.44,11.76,1.96,96.03,0,1.96,7.84,17.64,13.72,0,0,3.92,0,1.96,0,0,0,54.87,0,7.84,15.68,264.57,1.96,1.96,1.96,0,1.96,17.64,0,1.96,0,0,11.76,1.96,0,15.68,5.88,3.92
