stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,355.8,7722.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.8,0,0,0,0,0,0,0,0,0,0,0
  5-6,318.74,3291.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.43,18.39,0,0,6.13,0,122.59,0,0,0,0,0,0,0,0,0,0,0
  7-9,39.43,10.51,0,44.69,0,2.63,68.35,0,0,0,0,0,34.17,0,0,0,0,0,0,0,0,0,0,0,659.81,34.17,0,0,218.18,0,7.89,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,28.32,0,3.15,66.09,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,629.39,31.47,0,0,173.08,0,3.15,25.18,3.15,28.32,0,0,6.29,0,0,0,0,0
 14-21,0,0,0,3,40,22,13,0,1,0,6,3,1,0,0,2,0,0,0,1,12,0,0,12,146,5,2,2,1,0,2,2,26,4,1,27,70,0,0,5,0,2
 24-34,0.82,0,0.82,0.82,28.73,3.28,33.66,0,0.82,1.64,15.6,1.64,0,1.64,0.82,6.57,0,4.93,0,5.75,47.61,2.46,0.82,21.34,393.19,1.64,3.28,6.57,0,0,35.3,0,0,1.64,1.64,8.21,90.29,0,0,17.24,0,2.46
 36-46,0,0,0,0,3.22,0,99.1,0.81,0,5.64,25.78,0.81,0,0.81,0.81,0,0,2.42,0,2.42,44.31,1.61,2.42,16.11,332.74,0.81,6.45,1.61,0,0,20.95,0.81,0.81,0.81,0.81,0,76.54,0,0,1.61,0,2.42
 48-58,0,0,0,0,8.61,0.57,149.19,2.3,1.15,2.3,46.48,1.72,0.57,0,0,0.57,1.72,2.3,1.15,6.31,70.58,1.15,1.72,10.33,315.02,0,5.16,4.02,0,0,12.62,0.57,0,1.15,0,0,71.73,0,0,7.46,1.15,4.59
 60-70,0,0,0.98,0,7.85,0.98,154.1,0.98,3.93,6.87,37.3,1.96,0,2.94,1.96,0.98,3.93,0.98,0.98,1.96,67.73,0.98,2.94,7.85,215.93,0,2.94,1.96,0,0.98,10.8,0,0,0,0.98,0,28.46,0,0,4.91,0,8.83
 72-82,0,0,1.96,0,15.71,3.93,142.34,2.94,1.96,6.87,72.64,3.93,0,1.96,5.89,1.96,1.96,4.91,0.98,0,113.87,5.89,6.87,17.67,251.31,0,11.78,10.8,0,0.98,15.71,0,0,0.98,0,0,17.67,1.96,1.96,8.83,1.96,4.91
 84-94,0,0,1.06,0,20.18,3.19,155.06,1.06,5.31,1.06,40.36,9.56,1.06,0,5.31,10.62,8.5,3.19,0,4.25,84.96,0,5.31,7.43,142.31,4.25,6.37,4.25,0,1.06,31.86,0,0,2.12,1.06,0,19.12,5.31,2.12,11.68,3.19,8.5
 96-106,0,0,4.37,0,22.95,3.28,106.01,3.28,1.09,6.56,29.51,7.65,0,0,10.93,4.37,3.28,4.37,4.37,1.09,52.46,2.19,2.19,10.93,121.31,0,14.21,7.65,0,4.37,34.97,0,0,0,0,0,2.19,7.65,3.28,7.65,2.19,7.65
108-118,0,0,2.3,0.77,16.09,3.06,55.15,0.77,3.06,1.53,37.53,5.36,0,1.53,3.83,9.96,3.06,2.3,1.53,3.06,41.36,0,3.06,13.02,134.81,1.53,2.3,4.6,0,3.83,22.21,0,0,0,0.77,0,3.83,4.6,0.77,4.6,0.77,6.13
120,0,0,1.96,0,25.48,7.84,50.95,1.96,1.96,1.96,25.48,5.88,0,0,5.88,15.68,1.96,5.88,3.92,1.96,43.12,0,0,19.6,141.1,3.92,7.84,3.92,0,0,33.32,0,0,0,0,0,1.96,1.96,1.96,5.88,3.92,5.88
