stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,1,4,21,1068,119,0,122,0,11,0,29,24,46,9,12,22,1,0,0,9,224,5,0,231,1141,291,5,30,40,0,103,14,199,30,12,279,576,0,0,27,0,9
 24-34,0.82,3.28,9.03,338.19,10.67,0,238.05,0,37.76,18.06,46.79,2.46,0.82,13.95,24.63,32.83,2.46,11.49,4.1,27.91,399.76,21.34,0.82,265.96,1705.74,114.92,23.8,33.66,0,0.82,287.3,1.64,0,16.42,1.64,73.06,475.28,0,0,99.32,0,34.48
 36-46,0,0.81,0.81,103.93,4.03,0,224.78,0.81,30.62,39.48,99.9,3.22,0,11.28,15.31,7.25,12.09,11.28,3.22,26.59,423.78,12.89,4.83,138.58,1513.85,56.4,14.5,14.5,0,0.81,228.81,4.03,0,5.64,3.22,0,363.36,0,0,63.65,0,20.14
 48-58,0,0.57,2.87,88.94,4.02,0,452.16,5.74,38.44,52.79,214.6,5.74,4.59,14.92,25.82,10.33,15.49,16.64,2.87,14.92,819.97,16.07,20.08,120.5,1513.7,36.15,16.64,35,0,2.3,199.11,0.57,0,5.74,1.72,0,337.4,0,1.72,67.14,0.57,24.1
 60-70,0,0,0,76.56,6.87,0,637.99,3.93,32.39,52.02,207.1,12.76,0,4.91,30.43,10.8,31.41,13.74,1.96,4.91,904.96,10.8,30.43,76.56,1286.78,15.7,7.85,15.7,0,3.93,145.27,0,0,4.91,0,0,158.03,2.94,13.74,47.11,7.85,17.67
 72-82,0,16.69,0.98,107.98,17.67,8.83,798.09,13.74,19.63,74.61,292.54,60.86,1.96,16.69,64.79,32.39,18.65,31.41,7.85,8.83,1189.77,25.52,45.16,98.17,1382.18,15.71,26.5,52.03,0,9.82,116.82,0,0,3.93,0,0,96.2,10.8,31.41,107,27.49,18.65
 84-94,0,6.37,0,218.78,24.43,22.3,569.25,8.5,40.36,57.35,203.91,97.71,3.19,15.93,76.47,45.67,39.3,53.1,29.74,18.05,839.01,20.18,37.17,78.59,723.25,23.36,24.43,66.91,0,6.37,380.21,0,0,13.81,2.12,0,66.91,32.92,31.86,101.96,28.68,14.87
 96-106,0,12.02,1.09,203.27,36.06,14.21,394.52,4.37,43.71,31.69,207.64,98.36,0,22.95,156.28,55.74,28.41,63.39,33.88,7.65,666.64,22.95,30.6,62.29,599.97,25.14,38.25,51.36,0,16.39,297.25,0,0,14.21,1.09,0,24.04,27.32,26.23,123.49,38.25,14.21
108-118,0,5.36,1.53,176.17,21.45,33.7,337.02,3.06,49.02,29.11,151.66,78.89,0,7.66,108.77,22.21,42.89,37.53,19.92,10.72,455.75,12.26,22.98,51.32,655.66,20.68,26.04,41.36,0,13.02,215.24,0,0,8.43,2.3,0,19.92,16.09,9.96,76.6,18.38,28.34
120,1.96,0,0,162.66,25.48,15.68,182.26,1.96,25.48,15.68,103.87,64.67,0,9.8,97.99,25.48,21.56,15.68,13.72,1.96,317.49,9.8,9.8,60.75,523.26,23.52,17.64,35.28,0,3.92,135.23,1.96,0,3.92,0,0,17.64,5.88,9.8,62.71,17.64,9.8
