stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,52.71,1699.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,79.69,1385.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,0,0,0,12.26,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.4,23.66,0,34.17,0,2.63,0,44.69,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,470.54,13.14,0,0,186.64,0,2.63,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,18.88,0,0,0,47.2,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,405.96,15.73,0,0,154.2,0,0,3.15,0,18.88,0,0,3.15,0,0,0,0,0
 14-21,0,0,1,2,13,3,0,7,1,0,1,2,0,0,0,0,0,0,0,0,13,0,0,4,84,4,0,1,3,0,0,0,5,0,0,14,36,0,0,0,0,0
 24-34,0,0,0,0,2.46,0.82,0,10.67,0,0,2.46,0,0,2.46,0,0,0,0,0,0,12.31,0.82,0,7.39,170.74,1.64,5.75,3.28,0,0,0.82,0,0,0,0,1.64,42.68,0,0,6.57,0,0
 36-46,0,0,0,0,0,0,0,17.72,0,1.61,6.45,0.81,0,0,0,0,0,0,0,1.61,19.34,0,0,2.42,214.31,2.42,2.42,0,0,0,4.83,0,0,0,0,0,50.76,0,0.81,6.45,0,0
 48-58,0,0,0,0,3.44,0.57,0,57.95,0.57,0.57,12.62,0.57,0,0.57,0.57,0,0,0,0.57,2.3,33.28,0.57,0,4.02,229.52,0.57,1.15,1.72,0,0,0,0,0,0,0,0,52.79,0,0.57,4.02,0,0.57
 60-70,0,0,0,0,3.93,0,0,85.39,0.98,0,15.7,0.98,0,0,2.94,0,1.96,0,0.98,0.98,34.35,0.98,1.96,3.93,213.97,0,0,0,0,0,3.93,0,0,0,0,0,33.37,0.98,0,0.98,0,0
 72-82,0,0,0,0,3.93,3.93,0,70.68,0,2.94,22.58,0.98,0,0,3.93,0,0.98,0,0.98,0,46.14,1.96,2.94,4.91,243.45,1.96,2.94,7.85,0,0.98,1.96,0,0,0,0,0,13.74,0.98,0.98,5.89,1.96,1.96
 84-94,0,0,0,0,7.43,3.19,0,52.04,4.25,2.12,18.05,6.37,0,0,8.5,1.06,2.12,0,1.06,3.19,24.43,1.06,2.12,4.25,121.07,0,1.06,2.12,0,0,5.31,0,0,2.12,0,0,13.81,0,3.19,2.12,1.06,0
 96-106,0,0,0,0,8.74,1.09,1.09,30.6,0,0,21.86,3.28,0,1.09,5.46,2.19,1.09,0,0,2.19,28.41,0,0,0,87.43,2.19,2.19,6.56,0,1.09,9.84,0,0,1.09,0,0,5.46,0,2.19,8.74,4.37,1.09
108-118,0,0,0.77,0,9.96,0,0,39.06,1.53,1.53,11.49,1.53,0,0,6.89,0.77,3.06,0.77,0.77,2.3,16.09,0,0,3.06,98.81,0.77,2.3,3.06,0,0,4.6,0,0,0,0.77,0,1.53,0.77,0,3.06,0.77,0.77
120,0,0,1.96,0,7.84,1.96,0,25.48,1.96,0,13.72,1.96,0,0,7.84,0,0,0,0,0,15.68,1.96,1.96,0,111.71,0,3.92,7.84,0,0,7.84,0,0,0,0,0,3.92,0,1.96,0,1.96,1.96
