stage,epidermis,erythrocytes,eye,glial,liver,neural,paraxial_mesoderm,vasculature,visceral_smooth_muscle
 10-12,0,0,0,0,0,3.15,3.15,0,0
 14-21,0,12,0,0,0,1,0,24,0
 24-34,0.82,0,0,0,0.82,0.82,0,32.83,0
 36-46,0,0.81,0,0,0,0.81,0,24.17,0
 48-58,0,0,0,0.57,0,1.72,0,6.31,0
 60-70,0,1.96,0,0,0,1.96,0,5.89,0
 72-82,0,0,0,0,0,0,0,4.91,0
 84-94,0,0,0,0,0,0,0,12.74,0
 96-106,0,0,1.09,0,0,0,0,10.93,1.09
108-118,0,0,0,0,0,0,0,10.72,0
120,0,0,0,0,0,0,0,7.84,0
