stage,epidermis,erythrocytes,eye,glial,immune,mesenchyme,neural,notochord,vascular_smooth_muscle,vasculature
 10-12,0,0,0,0,0,0,0,3.15,0,0
 14-21,0,3,0,0,12,0,0,0,0,0
 24-34,0,0,0,0,26.27,0,0,0,0,0
 36-46,0,0.81,0,0,40.28,0,0,0,0,0
 48-58,0,0,0,0,68.86,0,1.15,0,0,0
 60-70,0,0,0.98,0,79.5,0,0,0,0,0
 72-82,0,0,0.98,0,112.89,0.98,0,0,0.98,0
 84-94,1.06,0,3.19,0,117.89,0,1.06,0,0,0
 96-106,0,0,0,0,128.96,0,0,0,0,0
108-118,0,1.53,2.3,0.77,69.7,0,1.53,0,0,0
120,0,0,0,0,96.03,0,1.96,0,0,1.96
