stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,276.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,361.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,15.77,0,13.14,0,0,0,34.17,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,310.19,13.14,0,0,178.75,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,9.44,0,0,0,22.03,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,264.35,12.59,0,0,129.03,0,0,3.15,3.15,9.44,0,0,3.15,0,0,0,0,0
 14-21,0,0,1,2,25,9,0,4,0,0,0,2,1,1,0,0,0,0,0,0,9,0,0,6,70,1,0,1,4,0,1,0,12,0,1,9,27,0,0,3,0,0
 24-34,0,0,0,0,1.64,1.64,0,17.24,0.82,0.82,7.39,0,0,0.82,0,0,0,0.82,1.64,0.82,20.52,0.82,0,9.03,232.3,0.82,4.93,1.64,0,0,8.21,0,0,0,0,4.1,68.95,0,0,9.85,0,1.64
 36-46,0,0,0,0,3.22,0,0,70.09,0,2.42,19.34,0,0,1.61,0,0,0.81,0.81,0,0,31.42,0,0.81,6.45,358.52,0.81,2.42,0.81,0,0,5.64,0,0,0.81,0,0,91.85,0,0,3.22,0,1.61
 48-58,0,0,0,0,4.59,1.15,0,95.83,1.15,1.72,14.92,0.57,0,1.15,0.57,0,0,0.57,0.57,1.15,40.74,0.57,1.72,5.16,217.47,0,4.59,1.15,0,0.57,2.87,0,0,0,0,0,68.86,0,0,2.3,0,1.15
 60-70,0,0,0,0,3.93,0,0,176.67,0.98,3.93,25.52,0,0,0,2.94,0.98,0,0,0.98,0,71.65,0,1.96,4.91,260.1,0,1.96,0,0,0.98,4.91,0,0,0,0,0,28.46,0,1.96,4.91,0,0
 72-82,0,0,0,0,7.85,2.94,0,80.5,0,2.94,27.49,0,0,0.98,0.98,1.96,0.98,1.96,0,2.94,58.9,0,1.96,6.87,145.29,0.98,0.98,2.94,0,0.98,8.83,0,0,0,0,0,11.78,0,0.98,11.78,0.98,0
 84-94,0,0,0,0,8.5,3.19,1.06,69.03,0,0,18.05,2.12,0,3.19,3.19,1.06,0,1.06,0,0,27.61,1.06,2.12,8.5,75.4,0,1.06,1.06,0,1.06,23.36,0,0,0,0,0,9.56,0,2.12,4.25,1.06,0
 96-106,0,0,1.09,0,6.56,1.09,1.09,43.71,1.09,1.09,13.11,2.19,0,1.09,3.28,1.09,1.09,1.09,1.09,0,34.97,0,1.09,3.28,56.83,1.09,3.28,0,0,2.19,18.58,0,0,0,0,0,2.19,1.09,0,7.65,2.19,0
108-118,0,0,0.77,0,6.89,1.53,0,29.87,0,0.77,13.79,2.3,0,0,1.53,0.77,2.3,1.53,1.53,1.53,20.68,0,0.77,4.6,55.92,0,0,3.06,0,0.77,18.38,0.77,0,0.77,0,0,0.77,1.53,0.77,3.06,2.3,0.77
120,0,0,0,0,17.64,3.92,0,15.68,0,0,3.92,0,0,0,7.84,0,0,0,0,0,27.44,0,1.96,5.88,41.16,1.96,1.96,3.92,0,0,13.72,0,0,0,0,0,3.92,0,0,1.96,0,0
