stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,803.85,15563.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527.12,0,0,0,0,0,0,0,0,0,0,0
  5-6,1091.08,13190.97,0,12.26,0,0,0,0,0,0,0,0,0,36.78,0,0,0,0,0,0,0,0,0,0,0,367.78,30.65,0,0,91.94,0,214.54,0,0,0,0,0,0,0,0,0,0,0
  7-9,228.7,199.78,0,315.45,0,0,0,707.12,0,0,0,0,0,239.21,0,0,0,0,0,0,0,0,0,0,0,6040.78,236.58,0,0,2294.87,0,15.77,65.72,0,2.63,0,0,0,0,0,0,0,0
 10-12,0,138.47,0,226.58,0,31.47,0,531.84,0,0,0,0,0,100.7,0,0,0,0,0,3.15,0,0,0,0,0,4021.83,125.88,0,0,1724.54,0,3.15,44.06,18.88,135.32,0,15.73,6.29,0,0,0,0,0
 14-21,0,1,0,21,279,100,0,192,0,0,0,25,10,8,2,1,11,0,0,0,5,122,0,0,98,1503,36,5,25,62,0,28,11,251,18,7,340,483,0,0,7,0,4
 24-34,0,0,2.46,7.39,91.12,7.39,0,272.52,0,4.93,0.82,27.91,4.93,1.64,2.46,3.28,6.57,3.28,7.39,2.46,4.1,169.92,2.46,0.82,57.46,1767.3,8.21,14.78,20.52,0,0,55,0,1.64,4.1,0,64.03,349.68,0,0,30.37,0,9.85
 36-46,0,0,0.81,1.61,29.81,0,0,373.83,0.81,3.22,4.03,66.06,2.42,0,1.61,6.45,1.61,1.61,2.42,2.42,2.42,173.22,0.81,3.22,37.87,1527.55,1.61,13.7,9.67,0,0,33.84,0,1.61,1.61,0,0.81,334.35,0,0,22.56,0,0.81
 48-58,0,0,0.57,0,17.79,0.57,0,503.23,1.15,4.02,9.75,91.23,1.15,0,4.02,8.03,1.72,4.02,2.87,1.72,2.3,188.78,2.3,6.31,38.44,1037.44,1.15,5.74,8.03,0,0.57,28.12,0,0.57,1.72,0,0,195.67,0,0.57,13.2,0,1.72
 60-70,0.98,0,0.98,0,20.61,2.94,0,600.69,1.96,3.93,9.82,91.28,4.91,0,0.98,7.85,0.98,3.93,6.87,3.93,2.94,209.06,0.98,13.74,36.32,1008.02,8.83,5.89,2.94,0,0.98,24.54,0,0,0.98,0.98,0,112.88,0,6.87,19.63,0.98,2.94
 72-82,0,0,4.91,0,44.17,4.91,1.96,403.46,0.98,1.96,9.82,91.29,10.8,0.98,0.98,8.83,7.85,2.94,6.87,1.96,0.98,274.87,3.93,5.89,47.12,639.06,1.96,15.71,12.76,0,2.94,36.32,0,0,0,0,0,41.23,2.94,6.87,38.28,8.83,4.91
 84-94,0,0,3.19,1.06,46.73,6.37,2.12,302.68,1.06,2.12,6.37,65.85,22.3,0,0,20.18,11.68,7.43,6.37,2.12,3.19,164.62,3.19,16.99,25.49,345.16,5.31,5.31,9.56,0,1.06,126.38,0,0,3.19,0,0,21.24,4.25,5.31,46.73,3.19,4.25
 96-106,1.09,0,3.28,1.09,53.55,7.65,2.19,206.55,1.09,12.02,7.65,64.48,18.58,0,5.46,21.86,10.93,3.28,7.65,2.19,2.19,138.79,2.19,6.56,24.04,266.65,2.19,17.49,13.11,0,3.28,80.87,1.09,0,3.28,1.09,0,13.11,5.46,6.56,30.6,1.09,7.65
108-118,0,0,2.3,0.77,66.64,10.72,3.06,153.96,0,9.96,12.26,54.38,13.02,0,1.53,23.74,8.43,11.49,9.96,1.53,2.3,108.77,4.6,1.53,26.81,319.41,7.66,5.36,10.72,0,1.53,72.77,0,0,2.3,0.77,0,9.96,5.36,0.77,22.21,4.6,5.36
120,0,0,0,1.96,68.59,23.52,0,101.91,3.92,15.68,1.96,50.95,17.64,0,1.96,19.6,7.84,5.88,7.84,3.92,1.96,115.63,5.88,5.88,31.36,358.64,0,13.72,15.68,1.96,0,62.71,0,0,5.88,3.92,0,7.84,5.88,1.96,25.48,3.92,0
