stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,843.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0
  5-6,0,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44,6.29,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,8,7,0,0,0,5,0,0,1,0,0,6,0,0,0,1,0,0,0,0,1,3,0,0,2,0,0,0,1,0,1,7,2,0,0,2,0,0
 24-34,0,0,0.82,0.82,36.94,4.1,0,8.21,0,22.16,1.64,0,6.57,0,8.21,28.73,0,0,0,0,0,7.39,0,0,3.28,25.45,0,0.82,7.39,0,0,3.28,0,0,0,1.64,9.85,0,0,3.28,0,0
 36-46,0,0,0,0,32.23,0,0,11.28,0,14.5,8.06,1.61,0,0,13.7,33.03,0,0,0.81,1.61,0,11.28,0,2.42,0.81,21.75,0,4.03,6.45,0,0,4.83,0,0,0,0,13.7,0,0,4.03,0,0
 48-58,0,0,0,0,26.97,0.57,0,20.08,0.57,33.28,22.95,1.72,0,0,10.33,28.12,0,0,0.57,2.87,0,16.64,0.57,0.57,4.02,36.15,0,1.72,4.02,0,1.72,5.74,0,0.57,0.57,0,10.33,0,0,5.16,0,0
 60-70,0,0,0,0,41.22,0,0,19.63,0,32.39,28.46,7.85,8.83,0,0.98,23.56,0,0,0.98,8.83,0.98,36.32,0,1.96,6.87,62.82,0,0,8.83,0,0,8.83,0,0,0,0,3.93,0,1.96,10.8,0,0
 72-82,0,0,0.98,0,27.49,0.98,0,26.5,0.98,23.56,38.28,3.93,20.61,0,0.98,40.25,1.96,0.98,3.93,50.06,0,98.17,0.98,2.94,10.8,105.04,0,3.93,31.41,0,3.93,12.76,0,0.98,0,0,6.87,0,0.98,44.17,2.94,0
 84-94,0,0,0,0,45.67,2.12,0,25.49,0,52.04,31.86,4.25,20.18,0,2.12,56.29,0,2.12,3.19,121.07,0,62.66,1.06,3.19,4.25,65.85,0,8.5,45.67,0,0,30.8,0,2.12,0,0,7.43,1.06,0,26.55,5.31,0
 96-106,0,0,1.09,0,65.57,5.46,0,28.41,1.09,62.29,25.14,6.56,54.64,0,1.09,86.33,1.09,0,13.11,175.95,0,97.26,1.09,4.37,8.74,116.93,0,27.32,61.2,0,2.19,18.58,0,1.09,0,0,2.19,3.28,5.46,59.01,14.21,0
108-118,0,0,0,0,57.45,1.53,5.36,15.32,2.3,70.47,22.21,6.89,32.94,0,1.53,69.7,2.3,1.53,8.43,234.38,0,106.47,1.53,6.13,5.36,137.11,1.53,19.15,36,0,0,6.89,0,1.53,0,0,4.6,2.3,3.06,58.98,5.36,0.77
120,0,0,3.92,0,58.79,0,0,11.76,0,45.08,9.8,1.96,43.12,1.96,0,74.47,0,0,5.88,143.06,0,101.91,1.96,5.88,7.84,115.63,1.96,17.64,39.2,0,1.96,9.8,0,3.92,0,0,0,0,0,50.95,3.92,3.92
