stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,553.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,484.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,12.26,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,15.77,18.4,0,0,0,31.54,0,0,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,270.76,13.14,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,18.88,0,0,0,18.88,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,245.46,9.44,0,0,78.67,0,0,0,0,6.29,0,3.15,0,0,0,0,0,0
 14-21,0,0,2,11,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,5,0,0,3,67,2,0,2,2,0,2,1,14,1,5,27,31,0,0,0,0,0
 24-34,0,0,0.82,2.46,0.82,0,13.95,0,0,0,2.46,0,0,0,0.82,0.82,0,0,0,0,9.85,0,0,5.75,161.71,0,0.82,0.82,0,0.82,4.1,0,0,0,0,4.93,35.3,0,0,2.46,0,0.82
 36-46,0,0,0,0,0,0,20.14,0.81,0,0,4.03,0,0,0,0,0,0,0.81,0,0,13.7,0,0,2.42,171.61,0.81,0,0.81,0,0,2.42,0,0,0,0,0,40.28,0,0,2.42,0,0.81
 48-58,0,0,0.57,2.3,0,0,38.44,0,0.57,1.15,5.16,0,0,0,0,0,0,0.57,0,0,18.94,0,0.57,1.15,134.84,0.57,1.15,0,0,0,2.3,0,0,0,0,0,33.85,0,0,1.15,0,0.57
 60-70,0,0,0,1.96,0,0,58.89,0,0,0,8.83,0.98,0,0,0,0,0,0,0.98,0,23.56,0,1.96,0.98,135.45,0,0.98,0,0,0,1.96,0,0,0,0,0,18.65,0,0.98,0,0,0
 72-82,0,0,0,1.96,0,0,47.12,0,0,0,6.87,0,0,0.98,0.98,0,0,0,0,0,16.69,0,0.98,3.93,93.26,0,0.98,0.98,0,0,1.96,0,0,0,0,0,3.93,0,0,0,1.96,0.98
 84-94,0,0,0,6.37,1.06,0,33.99,0,1.06,1.06,9.56,0,0,0,1.06,0,0,0,0,0,12.74,0,2.12,2.12,44.61,0,0,1.06,0,0,5.31,0,0,0,0,0,4.25,0,1.06,0,0,0
 96-106,0,0,0,3.28,0,0,16.39,0,2.19,1.09,7.65,1.09,0,0,1.09,0,0,0,0,0,22.95,1.09,0,0,28.41,0,1.09,1.09,0,0,4.37,1.09,0,0,0,0,3.28,1.09,0,2.19,0,0
108-118,0,0,0,3.06,0,0.77,18.38,0,0,0,6.13,2.3,0,0,1.53,0.77,0.77,0.77,0,0.77,6.89,0,0.77,0.77,42.13,0,0,0.77,0,0,2.3,0,0,0,0,0,1.53,0.77,0,1.53,0,0.77
120,0,0,0,3.92,0,0,7.84,1.96,0,0,3.92,3.92,0,0,0,0,0,1.96,1.96,0,9.8,0,0,1.96,23.52,0,1.96,0,0,0,3.92,0,0,0,0,0,0,0,0,0,0,1.96
