stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,1,0,0,33,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,420,0,0,0,0,0,0,4,0,1,0,29,0,0,1,0,0
 24-34,0,0.82,0,13.95,0,0,250.36,0,1.64,0.82,8.21,1.64,0.82,0.82,0,1.64,0.82,0,0.82,0,13.13,0,0,6.57,606.61,2.46,4.93,0,0,0,18.88,0,0.82,0,4.93,72.24,0,0,21.34,0,0.82
 36-46,0,0,0,5.64,0.81,0,240.09,0.81,0,2.42,14.5,0,0,0,0.81,0,0,0.81,0.81,0.81,24.98,0.81,0,8.06,352.88,1.61,1.61,0.81,0,0,17.72,0,0,0,0,80.57,0,0,5.64,0,2.42
 48-58,0,0,0,3.44,0,0,210.01,0,0,0.57,26.97,0,0,0.57,1.15,0.57,0,0.57,0.57,2.87,26.97,0,1.15,4.59,210.59,0.57,0.57,0.57,0,0,7.46,0,0,0,0,45.9,0,0,2.3,0,2.87
 60-70,0,0,0,1.96,0.98,0,236.55,0,0,1.96,43.19,0.98,0,0,1.96,0,0.98,0,0.98,0,27.48,0.98,0.98,2.94,185.51,0.98,0.98,0.98,0,0,6.87,0,0,0,0,21.59,0,0,3.93,0,3.93
 72-82,0,0,0,4.91,4.91,0.98,195.35,0.98,0,0,89.33,0.98,0,0,1.96,0,1.96,1.96,2.94,0,30.43,0.98,0,2.94,149.21,0,2.94,3.93,0,0,4.91,0,0,0,0,15.71,2.94,0,9.82,0,4.91
 84-94,0,1.06,0,4.25,4.25,0,184.79,0,0,2.12,32.92,0,0,1.06,0,2.12,1.06,0,1.06,0,26.55,0,2.12,0,75.4,0,2.12,0,0,2.12,13.81,0,1.06,0,0,10.62,0,1.06,5.31,1.06,2.12
 96-106,0,2.19,0,4.37,7.65,2.19,148.63,0,0,1.09,45.9,1.09,0,3.28,1.09,2.19,0,0,1.09,0,21.86,1.09,1.09,2.19,59.01,0,1.09,2.19,0,0,8.74,0,0,0,0,5.46,0,1.09,5.46,0,1.09
108-118,0,0.77,0,6.89,13.79,1.53,172.34,0,3.06,2.3,55.15,2.3,0,0.77,2.3,0,2.3,0.77,3.06,0,44.43,0.77,0.77,4.6,96.51,0.77,3.06,1.53,0,2.3,13.79,0,0,0,0,3.83,1.53,2.3,9.19,3.06,2.3
120,0,0,0,5.88,9.8,0,158.74,1.96,0,0,54.87,0,0,0,0,0,0,1.96,3.92,1.96,50.95,0,0,1.96,127.39,0,0,0,0,0,5.88,0,0,0,0,5.88,3.92,1.96,7.84,0,1.96
