stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,1,0,0,2,47,124,0,3,0,0,3,12,3,1,0,45,0,0,0,0,22,12,0,13,53,2,1,5,1,0,1002,1,8,123,1,8,18,0,0,42,0,1
 24-34,0,0.82,0,0,44.33,8.21,0,11.49,4.93,0,4.1,6.57,8.21,8.21,1.64,137.08,0,0,0,0.82,47.61,53.36,0,58.28,158.43,1.64,31.19,2.46,0,0,1562.91,0,0.82,19.7,0.82,3.28,26.27,0,0,196.18,0,0.82
 36-46,0,0,0,0.81,16.92,0.81,0,16.92,8.86,3.22,4.03,5.64,0,8.86,1.61,51.56,0,0.81,0,1.61,37.87,42.7,0.81,61.23,108.77,0,18.53,0,0,0,1388.17,0.81,0.81,12.09,0.81,0,23.36,0,1.61,88.62,0,0
 48-58,0,0,0,0.57,24.67,0,0,20.66,12.62,3.44,5.74,3.44,3.44,21.23,0.57,26.4,0,0,0.57,1.15,40.17,27.54,2.3,32.13,65.99,1.72,14.92,0,0,0,752.83,0,0.57,5.16,0,0,12.05,0,0,71.15,0,0
 60-70,0,0,0,0,61.84,0.98,0,21.59,11.78,0,4.91,15.7,0.98,12.76,0.98,33.37,0,0,2.94,0,40.24,19.63,0,8.83,45.15,0,12.76,0,0,0.98,611.49,0,0,9.82,0,0,6.87,0.98,3.93,42.21,0,0
 72-82,0,0,0,0,132.52,2.94,0,25.52,13.74,1.96,3.93,45.16,2.94,13.74,1.96,87.37,0.98,0,0,0,81.48,39.27,4.91,3.93,43.19,0,24.54,0,0,0,526.17,0,0,7.85,0,0,5.89,9.82,4.91,86.39,1.96,1.96
 84-94,0,0,0,1.06,270.82,5.31,0,10.62,47.79,0,1.06,140.19,4.25,9.56,0,133.82,0,0,2.12,0,55.23,31.86,2.12,3.19,14.87,0,75.4,0,0,2.12,1162.93,0,0,29.74,0,0,0,56.29,1.06,69.03,1.06,0
 96-106,0,0,1.09,0,354.08,5.46,0,16.39,56.83,3.28,15.3,195.62,0,20.76,2.19,185.78,0,3.28,3.28,1.09,48.09,46.99,1.09,6.56,57.92,1.09,111.47,3.28,0,1.09,1253.5,0,0,21.86,0,0,0,116.93,0,85.24,2.19,1.09
108-118,0,0,0,3.06,320.94,3.83,0.77,13.02,111.06,3.06,8.43,207.58,0,6.89,0.77,157.02,0,0.77,1.53,0,36.77,42.13,1.53,3.83,38.3,0,66.64,0.77,0,0.77,1169.63,0,0,17.62,0,0,0.77,95.75,1.53,58.21,0.77,0
120,0,0,0,0,182.26,0,1.96,9.8,76.43,0,5.88,96.03,0,7.84,1.96,94.07,0,0,3.92,0,41.16,35.28,5.88,1.96,25.48,0,27.44,0,0,0,654.57,0,0,9.8,0,0,0,31.36,0,64.67,1.96,0
