stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,7,50,693,175,0,531,0,0,0,157,28,1,10,1,16,3,1,1,8,343,0,0,304,8050,101,31,131,113,0,163,13,636,88,16,647,2495,0,0,21,0,3
 24-34,0.82,4.93,11.49,126.41,10.67,0,671.46,0,6.57,9.03,217.53,4.93,1.64,6.57,2.46,4.93,8.21,12.31,9.03,16.42,530.27,2.46,2.46,212.6,9414.4,14.78,65.67,82.91,0,0,41.04,1.64,2.46,20.52,1.64,87.01,2097.29,0,0,75.52,0,18.06
 36-46,0.81,1.61,0,62.84,0.81,0,1077.99,0.81,1.61,10.47,473.73,1.61,0,12.09,1.61,0,8.06,12.89,1.61,11.28,701.74,0.81,5.64,129.71,11048.14,13.7,41.89,54.79,0,0,18.53,3.22,1.61,13.7,2.42,1.61,2261.51,0,0,39.48,0.81,13.7
 48-58,1.15,2.3,0,70.58,2.3,0,2185.62,2.87,7.46,20.66,857.26,1.72,0,11.48,6.89,1.72,19.51,16.07,5.16,5.74,1070.72,3.44,26.97,140.01,9538.93,4.59,29.84,49.92,0,4.02,10.9,0.57,0,7.46,2.87,0,1948.07,0,1.72,35,1.15,22.95
 60-70,0,1.96,0,56.93,1.96,0,3156.57,5.89,5.89,22.58,862.76,6.87,0.98,11.78,13.74,2.94,28.46,7.85,1.96,2.94,1007.04,0.98,38.28,87.36,8420.48,2.94,20.61,37.3,0,6.87,22.58,0,0,6.87,2.94,0,1110.1,1.96,17.67,30.43,10.8,23.56
 72-82,0,13.74,1.96,118.78,10.8,0.98,2590.61,3.93,3.93,30.43,893.31,13.74,0,19.63,17.67,8.83,33.38,7.85,2.94,6.87,1168.18,0.98,32.39,113.87,6211.96,3.93,24.54,49.08,0,3.93,20.61,0.98,0,8.83,1.96,0,474.14,9.82,37.3,47.12,28.47,22.58
 84-94,0,6.37,0,155.06,12.74,0,1771.48,2.12,12.74,22.3,585.18,21.24,2.12,16.99,23.36,14.87,40.36,9.56,6.37,6.37,778.47,2.12,44.61,137,3430.38,8.5,23.36,37.17,0,1.06,12.74,0,0,12.74,1.06,0,332.42,5.31,30.8,43.54,30.8,12.74
 96-106,1.09,5.46,0,172.67,17.49,1.09,1199.95,4.37,12.02,15.3,521.29,22.95,0,17.49,25.14,4.37,31.69,10.93,6.56,4.37,587.95,5.46,30.6,83.06,2659.99,4.37,37.16,55.74,0,15.3,24.04,2.19,0,12.02,3.28,0,139.88,12.02,17.49,48.09,37.16,10.93
108-118,0,5.36,1.53,63.57,10.72,3.06,795.84,1.53,6.13,16.09,435.83,27.57,0,6.13,28.34,7.66,31.4,9.19,6.89,6.89,402.9,3.06,13.02,61.28,3473.64,5.36,31.4,39.06,0,12.26,13.79,1.53,0,9.19,1.53,0,104.94,12.26,10.72,31.4,14.55,9.19
120,0,3.92,0,64.67,15.68,0,672.21,1.96,3.92,15.68,350.8,17.64,0,5.88,21.56,3.92,11.76,3.92,11.76,1.96,321.4,0,17.64,60.75,3070.98,1.96,25.48,23.52,0,1.96,13.72,0,0,11.76,1.96,0,78.39,7.84,9.8,17.64,13.72,3.92
