stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,79.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,110.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8,2.63,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.38,12.59,0,0,34.62,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,1,0,26,1,0,3,0,0,0,3,1,0,1,0,0,0,1,0,0,19,0,0,8,149,1,0,1,1,0,0,3,0,0,6,50,0,0,4,0,0
 24-34,0,0,2.46,0,22.98,0.82,0,13.13,0,0,0.82,5.75,0,0.82,6.57,0,0,0.82,0,0,12.31,53.36,0.82,0,17.24,609.9,3.28,7.39,6.57,0,0,2.46,0,1.64,0,1.64,164.17,0,0,22.98,0,1.64
 36-46,0,0,1.61,0,11.28,0.81,0,35.45,0.81,0.81,4.83,22.56,0,0,0,0.81,1.61,1.61,0,0.81,51.56,57.2,2.42,1.61,16.11,1267.32,2.42,13.7,4.03,0,0,1.61,0,0,0,0,310.18,0,0,12.89,0,9.67
 48-58,0,0,0.57,0,10.33,0.57,0,158.37,1.15,2.3,4.02,71.73,0.57,0,1.72,0,0.57,1.15,0,0,56.23,74.59,0.57,2.87,13.2,1600.92,1.15,5.74,3.44,0,0.57,4.02,0,0.57,0.57,0,309.85,0,0,5.16,0,17.79
 60-70,0,0,0,0,9.82,1.96,0,458.37,1.96,2.94,1.96,179.62,0,0.98,0.98,1.96,0,5.89,0,0.98,26.5,101.1,0.98,1.96,7.85,2785.56,0.98,7.85,2.94,0,2.94,1.96,0,2.94,0.98,0,371.02,0,2.94,6.87,0.98,9.82
 72-82,0,0,2.94,0.98,27.49,8.83,0,663.6,1.96,2.94,4.91,232.65,4.91,0,6.87,0,0.98,3.93,1.96,0.98,25.52,145.29,0,9.82,8.83,2275.49,0.98,9.82,7.85,0,3.93,5.89,0,0,0,0,177.68,0.98,2.94,16.69,5.89,8.83
 84-94,0,0,1.06,0,28.68,5.31,0,381.27,1.06,5.31,3.19,144.44,2.12,1.06,0,2.12,1.06,7.43,2.12,1.06,46.73,98.77,0,6.37,10.62,1238.34,0,5.31,7.43,0,1.06,11.68,0,1.06,0,0,105.14,0,5.31,9.56,13.81,12.74
 96-106,0,0,1.09,0,20.76,4.37,1.09,356.27,1.09,2.19,2.19,178.13,4.37,1.09,1.09,3.28,1.09,10.93,0,5.46,32.79,75.41,2.19,6.56,9.84,994.49,0,5.46,13.11,0,2.19,7.65,0,0,0,0,37.16,0,4.37,12.02,8.74,13.11
108-118,0,0,1.53,0.77,21.45,0,0,244.34,0.77,2.3,4.6,147.06,4.6,0,0.77,1.53,1.53,16.85,1.53,1.53,39.83,58.21,0.77,5.36,5.36,1108.35,0,3.06,6.13,0,3.06,4.6,0,1.53,0.77,0,31.4,2.3,1.53,8.43,6.89,6.89
120,0,0,3.92,0,31.36,3.92,0,264.57,1.96,3.92,0,125.43,0,0,1.96,9.8,0,7.84,0,1.96,13.72,48.99,0,0,1.96,1373.81,1.96,11.76,9.8,0,7.84,7.84,0,0,1.96,0,41.16,0,1.96,9.8,1.96,0
