stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,6,0,115,71,0,45,0,1,0,65,5,0,3,1,0,0,1,0,4,83,0,0,65,2641,17,26,10,52,0,1,4,29,2,42,159,1130,0,0,45,0,2
 24-34,0,12.31,0,47.61,12.31,0,145.29,0.82,2.46,3.28,153.5,1.64,0,10.67,2.46,2.46,4.93,2.46,2.46,13.13,283.2,0,1.64,116.56,5860.09,7.39,84.55,31.19,0,0.82,12.31,0,0.82,2.46,9.85,58.28,1639.25,0,0,183.05,0,18.88
 36-46,0,5.64,0.81,25.78,4.03,0,649.37,5.64,0.81,13.7,391.56,0,0,20.14,1.61,0,4.03,5.64,3.22,16.92,437.48,1.61,4.83,120.85,9333.68,4.83,96.68,41.09,0,2.42,7.25,0,0.81,2.42,6.45,3.22,2352.55,0,1.61,114.41,0.81,42.7
 48-58,1.72,4.59,0,42.46,3.44,0,1689.86,5.16,1.72,12.62,782.1,1.15,1.72,22.38,4.02,0.57,9.75,4.59,0.57,15.49,530.2,1.15,25.25,127.96,8986.36,7.46,64.27,51.64,0,4.59,15.49,0.57,0,1.15,2.3,0,2081.19,0,4.59,122.22,0.57,44.18
 60-70,0,8.83,0,31.41,0,0,2368.41,27.48,7.85,13.74,918.7,10.8,0.98,16.69,6.87,1.96,33.37,3.93,1.96,11.78,525.11,0.98,34.35,93.24,8568.69,3.93,44.17,39.26,0,7.85,12.76,0,0,1.96,1.96,0,1235.74,0,27.48,107.97,6.87,42.21
 72-82,0,25.52,0,91.29,18.65,0.98,1964.31,17.67,3.93,18.65,1054.3,25.52,0,14.72,5.89,0,43.19,5.89,3.93,13.74,711.7,1.96,43.19,95.22,6534.92,0.98,90.31,63.81,0,8.83,16.69,0.98,0,3.93,2.94,0,552.68,3.93,35.34,159.03,41.23,35.34
 84-94,0,26.55,0,118.95,11.68,0,1520.84,19.12,12.74,18.05,812.46,24.43,0,14.87,8.5,3.19,60.54,4.25,3.19,33.99,484.29,3.19,49.92,71.16,3590.75,4.25,78.59,84.96,0,8.5,21.24,0,0,6.37,2.12,0,418.44,2.12,35.05,148.69,35.05,21.24
 96-106,0,19.67,0,134.42,21.86,0,1085.2,12.02,9.84,13.11,760.62,24.04,0,26.23,15.3,4.37,41.53,3.28,9.84,27.32,426.21,4.37,36.06,45.9,2810.8,1.09,121.31,81.96,0,15.3,31.69,0,0,3.28,1.09,0,147.53,3.28,20.76,137.7,45.9,37.16
108-118,0,12.26,0,66.64,8.43,1.53,691.66,6.89,8.43,5.36,633.45,10.72,0,12.26,8.43,7.66,61.28,2.3,1.53,32.94,312.51,2.3,20.68,46.72,3325.81,3.06,72,70.47,0,21.45,9.96,0,0,1.53,1.53,0,101.87,5.36,9.19,102.64,26.81,31.4
120,1.96,15.68,0,66.63,5.88,1.96,629.09,11.76,5.88,3.92,585.98,9.8,0,15.68,7.84,3.92,29.4,3.92,1.96,3.92,227.34,3.92,21.56,41.16,3361.03,7.84,56.83,50.95,0,21.56,7.84,0,0,1.96,0,0,129.35,0,13.72,109.75,29.4,13.72
