stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,18.4,0,0,0,13.14,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,73.6,2.63,0,0,47.32,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,6.29,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.52,12.59,0,0,147.91,0,0,3.15,6.29,0,9.44,0,0,0,0,0,0
 14-21,0,0,4,4,20,1,0,14,0,0,0,14,5,0,0,0,0,0,0,1,0,15,0,0,18,489,0,0,3,10,0,0,107,0,38,540,220,0,0,0,0,0
 24-34,0,0,3.28,0.82,8.21,0,0,17.24,0,1.64,0,9.03,0,0,2.46,0,0,0,0,0.82,0.82,59.1,0.82,0.82,41.04,1287.1,4.1,27.09,6.57,0,0,0.82,0.82,0,4.1,123.13,355.43,0,0,9.03,0,0
 36-46,0,0,0.81,0,6.45,0.81,0,52.37,1.61,0.81,4.03,36.26,0.81,0,3.22,0,0,0,0,0,0.81,90.23,1.61,2.42,30.62,2210.76,1.61,28.2,1.61,0,0.81,2.42,0.81,1.61,0,2.42,448.76,0,0.81,7.25,0,0
 48-58,0,0,0.57,0,9.18,0.57,0,255.34,1.15,1.15,3.44,67.14,0,0,2.3,0.57,0,0.57,1.15,0,1.15,92.96,1.15,3.44,33.28,2895.99,0.57,17.79,1.15,0,0.57,5.16,0,0.57,0.57,0,510.11,0,0,9.75,0,2.87
 60-70,0,0,0.98,0,3.93,2.94,0,448.56,11.78,1.96,2.94,75.58,0,0,2.94,1.96,0.98,0.98,1.96,0,0,82.45,0,2.94,22.58,3804.38,0,12.76,0,0,0,4.91,0,0,0.98,0,501.56,0,3.93,0,0.98,1.96
 72-82,0,0,1.96,0,29.45,21.6,0,719.56,3.93,3.93,4.91,143.32,1.96,0,3.93,2.94,1.96,1.96,0,0,0.98,157.07,0,9.82,26.5,3784.31,1.96,40.25,4.91,0,0,4.91,0,0.98,0,0,312.17,0.98,8.83,7.85,3.93,15.71
 84-94,0,0,4.25,0,28.68,13.81,1.06,442.87,1.06,2.12,1.06,107.27,4.25,0,3.19,0,1.06,4.25,0,2.12,0,94.52,1.06,10.62,27.61,1839.45,0,16.99,2.12,0,2.12,6.37,0,0,0,0,178.42,3.19,3.19,5.31,4.25,1.06
 96-106,0,0,2.19,0,30.6,15.3,0,358.45,4.37,0,5.46,108.19,4.37,1.09,3.28,0,2.19,1.09,3.28,2.19,1.09,132.23,2.19,10.93,22.95,1591.18,0,28.41,0,0,0,14.21,0,2.19,0,0,88.52,1.09,8.74,6.56,1.09,2.19
108-118,0,0,0.77,0,27.57,8.43,0,255.83,0.77,0,3.06,78.13,0.77,0,2.3,1.53,0.77,2.3,1.53,3.06,0,104.17,0,3.83,29.87,2219.76,0.77,15.32,3.83,0,2.3,4.6,0,0,0.77,0,66.64,3.06,3.83,9.96,3.83,0.77
120,1.96,0,0,0,19.6,15.68,1.96,188.14,5.88,0,1.96,50.95,0,0,1.96,1.96,0,0,0,3.92,0,68.59,0,3.92,29.4,1765.77,0,5.88,0,0,0,3.92,0,0,0,0,56.83,0,0,5.88,0,0
