stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.53,566.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,453.59,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,0,0,0,34.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.18,0,0,0,44.69,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,12.59,0,0,37.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.12,3.15,0,0,28.32,0,0,6.29,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,3,5,20,0,0,0,1,1,0,0,0,1,0,0,0,0,8,0,0,7,123,10,0,0,2,0,1,4,8,0,0,39,26,0,0,0,0,0
 24-34,0,0,1.64,0,0.82,2.46,14.78,0,0.82,0.82,1.64,0.82,0.82,0.82,0,0.82,0,0,0,0.82,7.39,0,0,1.64,68.95,2.46,1.64,1.64,0,0,3.28,0,0,0,0,2.46,17.24,0,0,0.82,0,0
 36-46,0,0,0,0,0,0,7.25,0.81,0,0,2.42,0,0,0,0,0,0,0,0.81,0,0.81,0,0,3.22,35.45,0,0,0,0,0,0,1.61,0,0,0,1.61,7.25,0,0,0,0,0
 48-58,0,0,0.57,0,0,0,12.05,0,0,2.87,3.44,0.57,0,0,0,0,0,0,0,0.57,1.15,0,0,3.44,32.71,0.57,0.57,0.57,0,0,1.72,0.57,0,0,0.57,0,6.31,0,0,0,0,1.15
 60-70,0,0,0,0,2.94,0.98,13.74,0.98,0,0.98,8.83,0,0,0,0,0,0,0,0,0.98,3.93,0,0,0.98,25.52,0,0,0.98,0,0,0,0.98,0,0,0,0,0.98,0,0,0,0,0
 72-82,0,0,0,0,0,1.96,14.72,0,0,0.98,22.58,0,0,2.94,0,0,0,0,0,0.98,14.72,0,0.98,7.85,34.36,0,0,1.96,0,0,1.96,0,0,0,0,0,3.93,0,0,0.98,1.96,0.98
 84-94,0,0,1.06,0,1.06,1.06,19.12,0,0,1.06,13.81,1.06,0,0,5.31,0,1.06,1.06,0,1.06,11.68,0,0,2.12,20.18,0,1.06,2.12,0,0,2.12,0,0,0,0,0,6.37,0,0,1.06,0,2.12
 96-106,0,0,0,0,3.28,2.19,25.14,2.19,0,2.19,24.04,0,0,0,1.09,0,2.19,0,0,1.09,12.02,1.09,0,5.46,30.6,0,1.09,2.19,0,0,3.28,2.19,0,0,1.09,0,1.09,1.09,1.09,0,1.09,4.37
108-118,0,0,0.77,0.77,2.3,3.06,13.79,0.77,0.77,2.3,39.83,0.77,0,0,1.53,0.77,3.06,0,0,1.53,31.4,0.77,0.77,10.72,33.7,0,0.77,5.36,0,1.53,0.77,0.77,0,0,0,0,0,0,0,0,0,1.53
120,1.96,0,0,0,1.96,3.92,13.72,1.96,0,0,31.36,3.92,0,0,0,0,0,0,0,0,13.72,0,0,7.84,29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96
