stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.14,0,0,0,2.63,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,3.15,0,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,1,0,0,1,17,0,0,0,0,0
 24-34,0,0,0,1.64,0,0,4.93,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,0,0,0.82,441.62,0,3.28,0.82,0,0,0.82,0,0,0,0,1.64,65.67,0,0,1.64,0,0
 36-46,0,0,0,2.42,0,0,31.42,0,0.81,0,6.45,0,0,0,0.81,0,0,0,0,0,2.42,0,0,0.81,1362.39,0,1.61,0,0,0,4.83,0,0,0,0.81,0,216.73,0,0,0.81,0,0
 48-58,0,0,0,6.89,0,0,170.99,0,0.57,0.57,13.77,0,0,0,0,0,0,0,0,1.15,13.2,0,0,4.02,2139.72,0,2.87,0.57,0,0,4.02,0,0,0,0,0,341.99,0,0,1.15,0,1.72
 60-70,0,0.98,0,5.89,0,0,537.87,0,0,0,23.56,0,0,0,0.98,0,0,0.98,0,0.98,15.7,0.98,0.98,0.98,3486.37,0,3.93,0.98,0,0,5.89,0,0,0,0,0,456.41,0,0,1.96,0,2.94
 72-82,0,2.94,0,21.6,6.87,0,832.45,0,0.98,2.94,49.08,1.96,0,0.98,0,0,0,0.98,1.96,0.98,50.06,2.94,1.96,3.93,3876.58,0,8.83,4.91,0,0.98,1.96,0,0,0,0,0,282.72,0,0.98,3.93,0.98,0.98
 84-94,0,9.56,0,36.11,1.06,0,620.23,1.06,2.12,1.06,71.16,0,0,1.06,2.12,1.06,3.19,0,2.12,1.06,28.68,0,3.19,3.19,1937.16,1.06,3.19,6.37,0,0,3.19,0,0,0,0,0,187.98,1.06,2.12,4.25,0,0
 96-106,0,2.19,0,22.95,5.46,0,473.2,0,0,2.19,63.39,5.46,0,0,1.09,0,1.09,1.09,1.09,0,26.23,1.09,1.09,4.37,1749.65,0,4.37,6.56,0,1.09,7.65,0,0,0,0,0,79.78,0,1.09,1.09,0,5.46
108-118,0,4.6,0.77,22.21,5.36,0.77,385.28,0,0.77,0.77,37.53,2.3,0,0.77,0,0,1.53,1.53,0.77,0.77,23.74,0.77,2.3,0.77,2064.27,0.77,3.06,4.6,0,0,5.36,0,0,0.77,0,0,54.38,1.53,0,3.06,0.77,0
120,0,1.96,0,19.6,5.88,0,350.8,0,0,0,27.44,3.92,0,1.96,1.96,0,0,1.96,1.96,0,33.32,0,1.96,1.96,1969.58,1.96,5.88,5.88,0,0,1.96,0,0,0,0,0,62.71,0,0,0,1.96,0
