stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,92.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,73.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,7.89,0,2.63,0,0,0,39.43,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,168.24,0,0,0,63.09,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,37.76,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,201.41,3.15,0,0,53.5,0,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,13,2,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,0,6,47,4,0,0,1,0,2,2,15,1,5,34,17,0,0,1,0,0
 24-34,0,0,0,1.64,13.95,1.64,0,21.34,0,0,0.82,1.64,0,0.82,0.82,0.82,4.1,0,2.46,1.64,2.46,22.98,0,0,12.31,121.49,0.82,0,0,0,0,13.95,0,1.64,0.82,2.46,11.49,27.09,0,0,1.64,0,1.64
 36-46,0,0,0,0,3.22,0,0,13.7,0,0,0.81,9.67,0.81,0,3.22,0.81,0.81,0.81,0,0,0,24.17,0,0,4.83,73.32,0.81,0.81,0,0,0,8.86,1.61,0,0,0,0,18.53,0,0,3.22,0,2.42
 48-58,0,0,0,0,2.87,0,0,15.49,0,0,0.57,10.9,0,0,0,0,0.57,0,0,1.15,0,22.38,0,0.57,8.61,21.23,0.57,0,0,0,0,4.02,0,0,0,0,0,9.75,0,0,1.72,0,3.44
 60-70,0,0,0,0,2.94,0,0,15.7,0.98,0,0.98,19.63,1.96,0,0.98,0,0,0.98,0,0,0,41.22,0.98,3.93,1.96,15.7,0,0,0,0,0.98,8.83,0,0,0.98,0.98,0,5.89,0,0,0,0,1.96
 72-82,0,0,0.98,0,2.94,7.85,0.98,12.76,0,0.98,4.91,39.27,0,0,0.98,2.94,1.96,0.98,0.98,0.98,0,60.86,2.94,0.98,8.83,12.76,0,0.98,0.98,0,0.98,7.85,0,0,1.96,0,0,2.94,0,2.94,7.85,1.96,2.94
 84-94,0,0,2.12,0,5.31,5.31,0,14.87,0,2.12,0,23.36,2.12,0,0,2.12,1.06,1.06,1.06,0,0,42.48,0,4.25,5.31,12.74,0,0,3.19,0,0,23.36,0,0,1.06,0,0,2.12,0,0,2.12,4.25,5.31
 96-106,0,0,1.09,0,12.02,4.37,2.19,17.49,1.09,2.19,5.46,46.99,9.84,0,0,0,3.28,2.19,3.28,1.09,0,42.62,1.09,2.19,7.65,26.23,1.09,1.09,3.28,0,0,20.76,0,0,2.19,0,0,1.09,1.09,0,13.11,1.09,2.19
108-118,0,0,0.77,0,18.38,6.13,3.06,17.62,0.77,2.3,6.13,36,5.36,0,0,3.06,3.83,3.06,1.53,3.06,0.77,49.02,0,1.53,19.15,32.94,3.06,1.53,3.83,0,0.77,26.04,0,0,3.06,0,0,4.6,0,0,6.13,2.3,6.89
120,1.96,0,0,0,7.84,11.76,1.96,11.76,0,1.96,0,23.52,3.92,0,0,0,1.96,3.92,0,3.92,0,39.2,0,0,19.6,23.52,1.96,0,0,0,0,21.56,0,0,1.96,1.96,0,0,3.92,0,3.92,1.96,0
