stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,382.16,6061.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.91,0,0,0,0,0,0,0,0,0,0,0
  5-6,392.3,5584.1,0,18.39,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,110.33,6.13,0,0,42.91,0,116.46,0,0,0,0,0,0,0,0,0,0,0
  7-9,47.32,81.49,0,92,0,0,0,283.9,0,0,0,0,0,65.72,0,0,0,0,0,0,0,0,0,0,0,2192.35,57.83,0,0,736.04,0,2.63,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,53.5,0,66.09,0,9.44,0,242.32,0,0,0,0,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,1907.06,31.47,0,0,619.95,0,0,3.15,3.15,75.53,0,6.29,9.44,0,0,0,0,0
 14-21,0,1,0,19,153,91,0,201,0,0,0,22,6,0,0,1,3,0,0,0,1,101,0,0,85,1725,14,4,8,44,0,8,1,132,4,3,151,437,0,0,6,0,0
 24-34,0,0,0,7.39,34.48,10.67,0,453.11,0,1.64,2.46,33.66,1.64,0,1.64,3.28,4.1,3.28,3.28,4.93,1.64,206.03,0,1.64,58.28,1970.05,4.1,10.67,20.52,0.82,0,21.34,0,0,1.64,0.82,10.67,382.52,0,0,30.37,0,9.03
 36-46,0,0,0,0.81,24.17,0.81,0,592.17,0.81,2.42,3.22,41.89,1.61,0,4.83,4.83,0,1.61,0.81,5.64,7.25,134.55,0,4.83,34.64,1148.88,1.61,6.45,4.83,0,0,4.83,0.81,0,0,0,0,261.84,0,0,12.89,0,4.83
 48-58,0.57,0,0,0,22.38,1.72,0,603.07,1.72,2.87,4.59,79.19,4.59,0,4.59,1.72,0.57,5.16,4.02,4.59,6.89,179.03,0.57,7.46,35,665.61,1.15,1.15,5.74,0,0,6.31,0,0,0,0,0,125.66,0,0,16.07,0,11.48
 60-70,0,0,0,0,19.63,0.98,0,490.76,1.96,1.96,3.93,78.52,9.82,0,1.96,3.93,0.98,0,2.94,1.96,0.98,125.63,0,8.83,17.67,509.41,4.91,3.93,7.85,0,1.96,8.83,0,0,0.98,1.96,0,59.87,0,4.91,12.76,0,6.87
 72-82,0,0,2.94,0,18.65,10.8,0,277.81,1.96,0.98,10.8,97.18,8.83,0,4.91,5.89,5.89,3.93,0,6.87,0.98,205.17,1.96,8.83,41.23,456.47,2.94,5.89,7.85,0,2.94,11.78,0,0,0.98,0.98,0,35.34,0,5.89,23.56,2.94,12.76
 84-94,0,0,1.06,0,35.05,16.99,2.12,186.92,2.12,5.31,3.19,60.54,8.5,0,7.43,19.12,5.31,6.37,2.12,5.31,3.19,114.7,1.06,11.68,32.92,274.01,3.19,4.25,6.37,0,1.06,29.74,0,0,2.12,2.12,0,12.74,5.31,6.37,31.86,3.19,7.43
 96-106,1.09,0,1.09,0,29.51,9.84,3.28,149.72,1.09,5.46,7.65,51.36,13.11,0,5.46,21.86,0,12.02,3.28,7.65,3.28,111.47,0,3.28,27.32,242.61,0,5.46,14.21,0,1.09,40.44,0,0,0,1.09,0,8.74,0,3.28,27.32,3.28,5.46
108-118,0,0,0,1.53,37.53,15.32,0.77,144.77,0,0.77,4.6,60.51,10.72,0,1.53,21.45,3.83,10.72,2.3,5.36,2.3,93.45,0.77,3.06,25.28,245.87,0.77,5.36,4.6,0,0.77,35.23,0,0,1.53,0.77,0,6.13,0.77,0.77,22.98,2.3,4.6
120,0,0,0,0,35.28,17.64,1.96,119.55,3.92,5.88,1.96,45.08,3.92,0,0,23.52,3.92,5.88,0,3.92,1.96,54.87,0,3.92,25.48,254.77,3.92,1.96,11.76,0,1.96,19.6,0,0,1.96,0,0,11.76,0,1.96,19.6,1.96,1.96
