stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,65.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.51,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.18,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,1,3,13,5,0,5,0,0,0,2,1,0,0,0,1,0,0,0,0,10,0,0,4,88,3,3,1,3,0,0,6,2,0,18,35,0,0,1,0,0
 24-34,0,0,1.64,16.42,3.28,0,30.37,0,1.64,1.64,8.21,1.64,0,2.46,1.64,15.6,0.82,4.1,2.46,5.75,34.48,1.64,0,16.42,281.55,4.93,14.78,5.75,0,0,2.46,0,0.82,0.82,10.67,59.92,0,0,9.03,0,1.64
 36-46,0,0,0,2.42,0.81,0,41.89,0,0,1.61,14.5,1.61,0,1.61,1.61,4.03,1.61,3.22,0,4.03,29,0,0,12.89,327.91,4.03,7.25,2.42,0,0,2.42,0,0,1.61,0,72.51,0,0,8.86,0,4.83
 48-58,0,0.57,0,2.3,0,0,69.43,0.57,1.15,5.16,26.4,0,0.57,3.44,1.72,4.02,4.59,2.87,0,13.77,61.97,1.15,4.02,6.89,387.32,3.44,7.46,6.89,0,0,2.3,0,1.15,0,0,73.45,0,0,10.33,0,2.87
 60-70,0,1.96,0,12.76,0.98,0,110.91,0,1.96,6.87,33.37,0.98,0,0.98,4.91,1.96,2.94,3.93,0.98,2.94,70.67,0,1.96,2.94,315.07,4.91,7.85,6.87,0,1.96,0.98,0,0,0,0,36.32,0,1.96,9.82,1.96,4.91
 72-82,0,0,0,6.87,2.94,0,138.41,0.98,0.98,6.87,60.86,0,0,1.96,9.82,3.93,5.89,11.78,0.98,5.89,111.91,1.96,3.93,8.83,334.75,1.96,10.8,5.89,0,1.96,0,0,1.96,0,0,34.36,2.94,4.91,29.45,4.91,2.94
 84-94,0,1.06,0,10.62,3.19,0,83.9,1.06,3.19,2.12,39.3,11.68,0,1.06,12.74,9.56,9.56,9.56,4.25,7.43,81.78,2.12,8.5,6.37,158.24,4.25,8.5,10.62,0,2.12,4.25,0,6.37,0,0,12.74,4.25,1.06,22.3,4.25,5.31
 96-106,0,4.37,0,10.93,6.56,2.19,72.13,0,3.28,2.19,44.81,5.46,0,0,15.3,7.65,2.19,12.02,2.19,7.65,86.33,2.19,10.93,6.56,168.3,6.56,16.39,16.39,0,4.37,4.37,0,0,0,0,4.37,2.19,5.46,29.51,2.19,5.46
108-118,0,0,0,10.72,2.3,2.3,60.51,2.3,4.6,3.06,42.13,6.89,0,3.06,12.26,18.38,10.72,11.49,6.89,9.19,88.09,0.77,3.06,7.66,187.66,2.3,13.02,9.96,0,2.3,3.06,0,3.83,0.77,0,9.19,7.66,0,25.28,3.06,8.43
120,0,0,0,31.36,3.92,1.96,88.19,1.96,7.84,3.92,43.12,7.84,0,7.84,29.4,9.8,0,15.68,9.8,3.92,86.23,1.96,11.76,15.68,278.29,15.68,15.68,13.72,0,3.92,9.8,0,0,0,0,11.76,1.96,0,43.12,3.92,1.96
