stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,461.23,7353.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.14,0,0,0,0,0,0,0,0,0,0,0
  5-6,649.74,7858.19,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,226.8,24.52,0,0,79.69,0,116.46,0,0,0,0,0,0,0,0,0,0,0
  7-9,73.6,115.66,0,139.32,0,0,0,323.33,0,0,0,0,107.78,0,0,0,0,0,0,0,0,0,0,0,3275.38,89.38,0,0,1080.4,0,2.63,10.51,0,2.63,0,0,0,0,0,0,0,0
 10-12,0,84.97,0,94.41,0,15.73,0,207.7,0,0,0,0,37.76,0,0,0,0,0,6.29,0,0,0,0,0,1746.57,56.65,0,0,579.04,0,6.29,9.44,3.15,97.56,0,0,3.15,0,0,0,0,0
 14-21,0,0,1,7,58,21,0,35,0,0,11,8,2,1,1,2,0,1,0,0,55,0,0,26,525,8,1,7,16,0,3,1,61,9,0,45,184,0,0,3,0,0
 24-34,0,0,0,4.1,29.55,5.75,0,162.53,0.82,2.46,26.27,2.46,0.82,2.46,0.82,4.1,0,4.1,2.46,0,94.4,0.82,0.82,40.22,928.39,4.93,6.57,10.67,0,0,10.67,0,0,6.57,0.82,13.95,213.42,0,0,17.24,0,0.82
 36-46,0,0,0,0.81,8.86,0.81,0,246.53,0,3.22,24.98,0,0,2.42,0,0,0,2.42,0.81,0.81,66.06,0.81,0.81,15.31,484.21,2.42,0.81,4.03,0,0,3.22,0,0,1.61,0,0,109.57,0,0,10.47,0,0.81
 48-58,0,0,0,0,8.61,0.57,0,300.1,1.15,2.87,28.69,0.57,0,0.57,0,1.72,1.15,3.44,0,0,92.38,0.57,1.72,20.66,327.64,0.57,2.3,2.3,0,0,1.72,0,0,1.15,0.57,0,48.2,0,0,6.31,0,1.15
 60-70,0,0,0.98,0,8.83,0.98,0,246.36,1.96,2.94,37.3,0.98,0,0.98,1.96,0.98,0,5.89,0,0.98,89.32,0,3.93,10.8,231.64,1.96,2.94,4.91,0,0,3.93,0,0,0.98,0,0,20.61,0,0,4.91,0,0
 72-82,0,0,0.98,0,8.83,4.91,0,162.96,0,5.89,52.03,2.94,0,0.98,2.94,0.98,0.98,2.94,0,0,107.98,1.96,5.89,17.67,246.4,0.98,1.96,5.89,0,0,2.94,0,0,0,0,0,22.58,0.98,6.87,11.78,0,0
 84-94,0,0,0,0,14.87,3.19,0,78.59,0,3.19,26.55,1.06,0,4.25,2.12,2.12,1.06,3.19,1.06,0,61.6,1.06,4.25,11.68,110.45,4.25,2.12,2.12,0,1.06,7.43,0,0,0,0,0,3.19,1.06,1.06,11.68,0,0
 96-106,0,0,0,0,12.02,5.46,1.09,89.61,2.19,4.37,28.41,4.37,0,3.28,3.28,0,5.46,4.37,0,0,55.74,0,3.28,10.93,116.93,0,5.46,8.74,0,0,6.56,0,0,2.19,0,0,8.74,0,4.37,8.74,4.37,0
108-118,0,0,0.77,0,6.89,6.89,2.3,46.72,1.53,1.53,31.4,3.06,0,3.06,3.06,0.77,6.13,3.83,1.53,1.53,46.72,0.77,3.83,7.66,122.55,1.53,3.06,4.6,0,1.53,1.53,0,0,0,0.77,0,0,0.77,0,9.19,0.77,0
120,0,0,0,0,15.68,7.84,1.96,68.59,0,0,27.44,5.88,0,1.96,1.96,0,1.96,0,0,0,41.16,1.96,0,9.8,101.91,1.96,3.92,3.92,0,1.96,5.88,0,0,0,0,0,0,0,0,17.64,0,1.96
