stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,250.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,239.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.4,2.63,0,5.26,0,2.63,0,39.43,0,0,0,0,0,26.29,0,0,0,0,0,0,0,0,0,0,0,226.07,31.54,0,0,86.75,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,6.29,0,18.88,0,9.44,0,34.62,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,371.34,66.09,0,0,107,0,3.15,12.59,0,3.15,3.15,0,0,0,0,0,0
 14-21,0,0,2,7,160,12,0,24,0,4,0,9,6,1,0,0,0,0,1,0,0,41,0,0,42,352,53,3,6,3,0,11,1,42,3,43,172,0,0,2,0,0
 24-34,0,0,3.28,4.93,47.61,1.64,0,82.91,0,11.49,8.21,20.52,1.64,0,4.1,0,8.21,0.82,4.1,1.64,1.64,94.4,1.64,0,64.03,799.51,17.24,10.67,9.03,0,0,46.79,1.64,0,1.64,14.78,216.71,0,0,15.6,0,0
 36-46,0,0,0.81,0.81,19.34,0.81,0,115.21,0,4.83,8.86,49.95,0.81,0,0.81,0.81,0,0,4.03,0.81,0.81,106.35,4.83,2.42,35.45,805.67,11.28,12.89,10.47,0,0,33.03,0.81,0,1.61,0,190.94,0,0.81,9.67,0,0
 48-58,0,0,1.15,0,19.51,0,0,239.28,0,4.02,13.2,71.15,0,0,0.57,1.72,0,2.3,5.16,0.57,0.57,211.16,3.44,5.16,33.28,805.62,7.46,8.03,7.46,0,0.57,25.82,0.57,0,0.57,0,166.4,0,0,8.03,0,2.3
 60-70,0,0,1.96,0,17.67,0,0,434.81,0,7.85,16.69,99.13,0.98,0.98,0.98,0.98,0,1.96,0.98,0.98,0,250.29,4.91,2.94,8.83,968.76,3.93,7.85,9.82,0,0,26.5,0,0,0,0,139.38,0,3.93,3.93,1.96,1.96
 72-82,0,0,5.89,0,37.3,0,0,556.6,0.98,6.87,26.5,128.6,7.85,0,4.91,6.87,3.93,1.96,5.89,1.96,0,418.19,4.91,10.8,34.36,917.85,5.89,13.74,18.65,0,0.98,28.47,0.98,0,0,0,74.61,11.78,2.94,23.56,8.83,2.94
 84-94,0,0,4.25,0,39.3,3.19,0,288.87,0,6.37,13.81,58.41,14.87,0,0,9.56,8.5,5.31,5.31,2.12,2.12,269.76,8.5,7.43,24.43,397.2,4.25,9.56,12.74,0,0,86.03,0,0,1.06,0,37.17,12.74,7.43,14.87,6.37,1.06
 96-106,0,0,2.19,0,50.27,1.09,0,232.78,0,7.65,8.74,75.41,15.3,0,3.28,15.3,5.46,2.19,15.3,4.37,2.19,178.13,3.28,7.65,12.02,395.61,7.65,6.56,15.3,0,1.09,67.76,0,0,2.19,0,20.76,18.58,2.19,13.11,8.74,1.09
108-118,0,0,1.53,0,32.94,0.77,1.53,170.81,0,13.02,10.72,53.62,21.45,0,3.06,9.96,6.13,6.89,2.3,5.36,1.53,151.66,4.6,1.53,19.15,466.47,4.6,8.43,12.26,0,2.3,37.53,0,0,3.06,0,16.85,16.09,3.06,19.92,3.06,3.06
120,0,0,1.96,0,29.4,0,1.96,129.35,0,11.76,5.88,47.03,3.92,0,3.92,11.76,3.92,0,3.92,7.84,1.96,72.51,1.96,3.92,9.8,333.16,0,0,5.88,0,0,43.12,0,0,0,0,3.92,13.72,1.96,9.8,3.92,1.96
