stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,513.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,576.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,6.13,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,5.26,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.35,2.63,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,9.44,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,1,1,0,1,5,0,0,0,0,0
 24-34,0,0,0,0,3.28,0,0,4.93,0,2.46,0,1.64,0,0,0,0,0,0,0,0,0,0.82,0.82,0,0.82,368.56,0,5.75,0.82,0,0,0.82,0,0,0,0,67.31,0,0,0.82,0,0
 36-46,0,0,0,0,4.83,0,0,16.92,0,0.81,0.81,4.83,0,0,0,0,0,0,0,0,0,8.06,0,0,2.42,1741.86,0,9.67,0,0,0,0.81,0,0,0.81,0,231.23,0,0,0,0,0.81
 48-58,0,0,0,0,8.61,0.57,0,153.78,1.72,1.72,0.57,28.69,0,0,0,0,0.57,0.57,1.15,0,0.57,25.82,0.57,1.72,1.72,2428.92,0.57,5.74,1.15,0,0,3.44,0,0.57,0.57,0,341.41,0,0,2.3,0,2.3
 60-70,0,0,0,0,5.89,0,0,289.55,0,3.93,1.96,51.04,0,0.98,0,1.96,0,1.96,0.98,1.96,0,28.46,0,0,5.89,3357.79,0,6.87,3.93,0,0,5.89,0,0,0.98,0,475.06,0,0,0,0,4.91
 72-82,0,0,0,0,12.76,6.87,0,373.03,0.98,0.98,0,76.57,3.93,0,0.98,2.94,0.98,0,0,0,0.98,37.3,0,0,3.93,2367.77,0,14.72,7.85,0,0.98,1.96,0,1.96,0,0,265.05,0.98,1.96,0.98,2.94,1.96
 84-94,0,0,1.06,0,21.24,1.06,0,320.74,0,2.12,2.12,45.67,1.06,0,1.06,3.19,0,5.31,0,0,0,38.23,0,4.25,5.31,1225.59,1.06,5.31,7.43,0,0,15.93,0,0,0,0,167.8,2.12,1.06,2.12,1.06,0
 96-106,0,0,0,0,14.21,4.37,0,203.27,2.19,0,2.19,49.18,1.09,0,1.09,4.37,0,1.09,1.09,4.37,0,19.67,0,0,2.19,903.78,2.19,10.93,13.11,0,2.19,14.21,0,0,0,0,67.76,0,2.19,0,1.09,1.09
108-118,0,0,0,0,19.15,2.3,0.77,153.19,0,1.53,0,39.83,1.53,0,0,2.3,0,2.3,0.77,0.77,0,19.92,0.77,0,1.53,1051.67,0,5.36,6.89,0,0,4.6,0,0,0,0,47.49,3.06,0.77,1.53,0.77,1.53
120,0,0,0,0,13.72,1.96,1.96,174.42,9.8,0,1.96,48.99,1.96,0,0,1.96,0,0,0,5.88,0,35.28,0,0,5.88,1371.85,0,1.96,13.72,0,0,3.92,0,0,0,0,56.83,0,0,1.96,0,3.92
