stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,224.02,3123.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.49,0,0,0,0,0,0,0,0,0,0
  5-6,140.98,2163.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,6.13,0,0,6.13,0,30.65,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,7.89,0,7.89,0,0,0,144.58,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,441.62,7.89,0,0,94.63,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,12.59,0,0,0,116.44,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,509.81,25.18,0,0,84.97,0,3.15,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,1,3,30,11,0,20,0,1,0,7,0,3,0,0,1,0,0,0,0,14,0,0,12,341,3,1,4,7,0,2,31,5,3,34,109,0,0,0,0,0
 24-34,0,0,0.82,0.82,6.57,5.75,0,68.95,0,0,4.1,7.39,3.28,0,0,0,1.64,0,0.82,0,0,22.98,0.82,0,9.85,374.31,3.28,2.46,2.46,0,0,4.93,0,6.57,0.82,9.03,91.94,0,0,4.1,0,0
 36-46,0,0,0,0,2.42,15.31,0,124.88,0.81,0.81,3.22,12.09,0,0,0.81,0,0,0,0.81,0,1.61,29,0,1.61,12.09,359.33,0,0.81,0,0,0.81,5.64,0,6.45,0,0,95.87,0,0,4.03,0,0
 48-58,0,0,0,0,4.02,6.31,0,189.36,2.87,0.57,5.74,26.97,0,0,0.57,0,1.72,0.57,1.72,0,1.72,45.33,0,0.57,12.05,354.61,0,0.57,3.44,0,0,5.16,0,4.59,0,0,64.27,0,0.57,3.44,0,0.57
 60-70,0,0,0.98,0,6.87,6.87,0,233.6,1.96,2.94,2.94,38.28,0,0,0,0,0.98,0.98,0.98,0,1.96,64.78,0,2.94,5.89,325.87,0,0.98,3.93,0,0.98,21.59,0,8.83,0.98,0,49.08,0,5.89,2.94,0.98,0
 72-82,0,0,0,0,12.76,35.34,0.98,284.68,2.94,1.96,10.8,56.94,2.94,0,0,1.96,6.87,0,1.96,1.96,0.98,126.63,0.98,4.91,21.6,338.67,0,1.96,7.85,0,0.98,44.17,0,10.8,0.98,0,26.5,0.98,11.78,9.82,4.91,2.94
 84-94,0,0,0,0,12.74,45.67,2.12,204.97,4.25,6.37,3.19,43.54,10.62,0,0,1.06,6.37,3.19,2.12,4.25,4.25,94.52,3.19,5.31,10.62,216.66,0,6.37,10.62,0,2.12,115.76,0,43.54,1.06,0,14.87,0,13.81,12.74,0,1.06
 96-106,0,0,0,1.09,26.23,36.06,13.11,161.74,7.65,4.37,5.46,42.62,26.23,0,0,5.46,6.56,2.19,4.37,68.85,5.46,111.47,1.09,9.84,20.76,204.36,2.19,5.46,17.49,0,1.09,123.49,0,36.06,2.19,0,15.3,1.09,15.3,15.3,6.56,0
108-118,0,0,1.53,0,22.98,37.53,25.28,137.87,3.06,5.36,6.13,26.04,40.6,0,0,3.06,9.19,3.06,3.83,121.79,8.43,85.79,3.83,6.13,18.38,216.77,1.53,8.43,9.19,0,1.53,140.17,0,36.77,6.89,0,7.66,1.53,23.74,11.49,3.83,1.53
120,0,0,0,0,29.4,37.24,3.92,90.15,13.72,1.96,7.84,29.4,27.44,0,0,0,1.96,1.96,1.96,90.15,7.84,60.75,1.96,5.88,5.88,178.34,1.96,3.92,7.84,0,3.92,107.79,0,21.56,1.96,0,7.84,0,11.76,7.84,1.96,3.92
