stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,0,6,44,5,0,21,0,0,0,4,1,0,1,0,0,0,0,0,0,24,0,0,17,228,3,2,4,5,0,4,27,2,6,40,63,0,0,3,0,0
 24-34,0,0,3.28,27.91,4.1,0,59.92,0,0,2.46,9.85,0.82,0,0.82,0,1.64,0,0,1.64,4.93,60.74,0,1.64,35.3,548.33,3.28,5.75,4.93,0,0,22.98,0,4.1,3.28,13.95,124.77,0,0,9.85,0,2.46
 36-46,0,0,0,13.7,0.81,0,120.85,4.03,3.22,8.86,34.64,1.61,0,4.03,1.61,2.42,1.61,1.61,0.81,2.42,65.26,0,1.61,30.62,746.05,1.61,6.45,3.22,0,0.81,31.42,0,1.61,1.61,0,190.94,0,0,17.72,0,2.42
 48-58,0.57,0,0,13.2,0,0,166.98,1.72,1.15,3.44,52.79,0.57,0.57,1.15,1.15,1.15,1.15,1.72,0.57,3.44,95.83,0.57,3.44,22.95,463.63,0.57,4.02,6.31,0,0,20.08,0,2.3,2.3,0,112.47,0,1.15,9.75,0,3.44
 60-70,0,0.98,0,15.7,0,0,251.27,6.87,5.89,2.94,72.63,4.91,0,0.98,0.98,1.96,0.98,0.98,3.93,0,130.54,0,4.91,22.58,468.19,2.94,5.89,4.91,0,0.98,28.46,0,2.94,4.91,0,56.93,0,0,12.76,0.98,6.87
 72-82,0,0,0,15.71,4.91,0,152.16,2.94,5.89,4.91,62.83,4.91,0.98,0.98,0.98,1.96,1.96,3.93,1.96,0.98,111.91,2.94,3.93,17.67,288.61,0,9.82,4.91,0,0,22.58,0,6.87,0,0,37.3,1.96,0.98,14.72,1.96,1.96
 84-94,0,1.06,1.06,26.55,5.31,1.06,109.39,4.25,6.37,4.25,40.36,9.56,1.06,3.19,10.62,3.19,3.19,2.12,5.31,3.19,99.83,1.06,13.81,19.12,154,2.12,5.31,3.19,0,0,50.98,0,15.93,4.25,0,20.18,1.06,5.31,14.87,3.19,2.12
 96-106,0,0,0,34.97,8.74,1.09,103.82,2.19,3.28,3.28,38.25,4.37,0,1.09,8.74,4.37,7.65,6.56,3.28,2.19,73.22,3.28,1.09,10.93,166.11,2.19,6.56,10.93,0,0,65.57,0,17.49,1.09,0,7.65,3.28,2.19,14.21,1.09,8.74
108-118,0,1.53,0.77,42.13,8.43,2.3,75.06,5.36,4.6,5.36,36.77,9.96,0,1.53,7.66,6.13,3.83,0.77,1.53,3.06,50.55,2.3,1.53,22.21,140.94,2.3,4.6,7.66,0,0,36,0,14.55,4.6,0,3.06,1.53,0.77,7.66,0.77,3.06
120,0,0,0,45.08,7.84,0,58.79,3.92,7.84,0,48.99,15.68,0,1.96,9.8,5.88,0,0,5.88,0,66.63,0,7.84,11.76,186.18,3.92,1.96,13.72,0,0,41.16,0,11.76,1.96,0,1.96,5.88,0,11.76,0,1.96
