stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,39.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,0,0,0,2.63,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,6.29,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.06,9.44,0,0,15.73,0,3.15,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,3,33,6,0,1,0,0,0,3,2,0,0,0,1,0,0,0,0,11,0,0,8,48,2,0,1,1,0,14,10,1,14,20,22,0,0,4,0,0
 24-34,0,0,0.82,0,24.63,0,0,10.67,0,2.46,0,5.75,1.64,0.82,3.28,0,0,0.82,0,0.82,0,41.86,0,0,24.63,128.05,10.67,0,1.64,0,0,39.4,0,0,13.13,6.57,30.37,0,0,12.31,0,0.82
 36-46,0,0,0,0,12.89,0,0,12.89,2.42,3.22,2.42,10.47,0,0.81,3.22,0,0,0,0,0,0.81,56.4,0.81,0,13.7,58.81,7.25,0,2.42,0,0.81,29.81,0,0,1.61,0,23.36,0,0,12.09,0,0.81
 48-58,0.57,0,0.57,0,10.9,0.57,0,5.74,5.74,1.15,4.59,22.38,0.57,0,1.72,0,0,0.57,0,0.57,0.57,59.1,0,1.15,9.75,25.25,4.02,0.57,1.72,0,0,20.08,0,0,4.59,0,12.05,0,0.57,13.77,0,0.57
 60-70,0,0,0,0,16.69,0,0,21.59,6.87,6.87,3.93,30.43,0.98,0,3.93,0.98,1.96,0.98,0.98,0,0,117.78,0.98,3.93,14.72,19.63,3.93,0,2.94,0,1.96,25.52,0,0,4.91,0,4.91,0,1.96,11.78,0.98,3.93
 72-82,0,0,0,0,8.83,0.98,0.98,10.8,0.98,0,6.87,18.65,1.96,0,5.89,0.98,0,0.98,0.98,0.98,0.98,163.94,0,3.93,9.82,36.32,2.94,0.98,4.91,0,0.98,21.6,0,0,0,0,2.94,0.98,2.94,17.67,6.87,2.94
 84-94,0,0,1.06,0,28.68,0,0,13.81,4.25,4.25,1.06,19.12,1.06,0,1.06,0,0,1.06,1.06,0,2.12,108.33,2.12,5.31,3.19,16.99,4.25,0,4.25,0,0,38.23,0,0,0,0,6.37,2.12,4.25,13.81,3.19,2.12
 96-106,0,0,0,0,24.04,0,0,7.65,2.19,3.28,4.37,17.49,2.19,0,3.28,2.19,1.09,3.28,1.09,1.09,0,87.43,0,3.28,3.28,17.49,2.19,0,5.46,0,2.19,51.36,0,0,0,0,1.09,0,6.56,18.58,4.37,2.19
108-118,0,0,0,0,24.51,0.77,0,6.13,6.13,7.66,3.06,14.55,0.77,0,0.77,0,2.3,6.13,0,1.53,0,75.06,1.53,2.3,6.89,16.09,2.3,1.53,2.3,0,0,22.98,0,0.77,0,0,2.3,0,4.6,13.02,2.3,2.3
120,0,0,0,0,23.52,0,0,15.68,11.76,9.8,0,37.24,0,0,1.96,0,0,3.92,3.92,1.96,0,76.43,0,1.96,3.92,23.52,5.88,0,7.84,0,0,25.48,0,0,1.96,0,3.92,0,0,15.68,3.92,0
