stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,197.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.78,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,202.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.54,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,2.63,0,13.14,0,0,0,7.89,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,128.81,5.26,0,0,39.43,0,105.15,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,9.44,0,0,0,9.44,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,377.64,25.18,0,0,94.41,0,56.65,3.15,9.44,0,3.15,3.15,0,0,0,0,0
 14-21,0,0,0,0,87,10,0,6,0,3,0,1,3,0,0,1,3,0,0,8,1,8,5,0,7,58,11,0,0,2,0,777,2,2,4,15,33,0,0,1,0,0
 24-34,0,0,0.82,0.82,117.38,4.1,0,9.03,0,25.45,0.82,4.1,2.46,0.82,0.82,4.1,5.75,0,4.1,13.13,0.82,25.45,15.6,0,14.78,164.17,6.57,7.39,1.64,0,0,1406.13,0,4.1,0,5.75,43.51,0,0,32.83,0,2.46
 36-46,0,0,1.61,0,120.04,1.61,0,18.53,0.81,24.17,1.61,10.47,0.81,0,3.22,6.45,4.83,0,0.81,5.64,3.22,30.62,17.72,0.81,6.45,158.72,3.22,4.83,2.42,0,0.81,1395.42,0,3.22,0,0,38.67,0,0,20.14,0.81,4.83
 48-58,0,0,0,0,60.25,1.72,0,30.99,0,25.82,1.72,22.38,0.57,2.3,1.15,9.18,1.15,0.57,2.87,2.87,6.89,46.48,14.35,0,6.89,157.8,1.72,1.72,1.72,0,0.57,830.3,0,0,0.57,0,39.02,0,1.15,15.49,0,6.89
 60-70,0,0,0,0,94.23,4.91,0,41.22,0,27.48,3.93,22.58,7.85,0,1.96,6.87,1.96,1.96,0.98,4.91,3.93,67.73,12.76,4.91,2.94,130.54,5.89,3.93,1.96,0,0,586.95,0,0.98,0.98,0,22.58,5.89,1.96,18.65,0,10.8
 72-82,0,0,0,0,112.89,14.72,0.98,45.16,1.96,22.58,9.82,46.14,26.5,1.96,2.94,15.71,9.82,3.93,3.93,3.93,5.89,126.63,10.8,10.8,7.85,146.27,0.98,4.91,2.94,0,0,734.28,0,0.98,0,0,11.78,5.89,3.93,25.52,4.91,10.8
 84-94,0,0,2.12,0,240.02,11.68,4.25,48.85,2.12,82.84,5.31,33.99,79.65,3.19,0,26.55,27.61,8.5,3.19,8.5,9.56,91.34,20.18,4.25,6.37,72.22,4.25,7.43,9.56,0,1.06,2118.76,0,8.5,1.06,0,10.62,22.3,2.12,13.81,3.19,18.05
 96-106,0,0,1.09,0,320.2,3.28,2.19,36.06,0,64.48,4.37,30.6,89.61,0,4.37,18.58,31.69,7.65,7.65,7.65,6.56,77.59,30.6,5.46,7.65,77.59,2.19,5.46,8.74,0,0,1900.46,0,1.09,1.09,0,3.28,27.32,3.28,10.93,4.37,20.76
108-118,0,0,0.77,0.77,336.26,3.83,12.26,28.34,4.6,104.94,7.66,34.47,101.87,0,2.3,16.09,31.4,7.66,3.83,6.89,6.13,69.7,24.51,6.13,7.66,58.21,7.66,3.06,3.06,0,1.53,1745.63,0,4.6,0.77,0,2.3,45.19,1.53,9.19,3.06,12.26
120,0,0,0,0,254.77,3.92,0,13.72,1.96,76.43,3.92,25.48,92.11,0,1.96,23.52,27.44,3.92,3.92,13.72,3.92,78.39,17.64,5.88,15.68,82.31,5.88,3.92,7.84,0,1.96,915.22,0,9.8,1.96,0,3.92,13.72,1.96,5.88,3.92,1.96
