stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,0,0,0,5.26,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,21.03,0,0,0,5.26,0,36.8,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,9.44,0,0,0,6.29,0,0,0,0,0,132.17,0,0,0,0,0,0,0,0,0,0,0,232.88,3.15,0,0,81.82,0,53.5,3.15,0,9.44,0,0,0,0,0,0,0,0
 14-21,0,1,8,61,7,0,4,0,0,0,1,4,96,4,1,5,0,1,9,0,16,5,0,7,129,4,6,5,4,0,645,1,17,5,8,16,29,0,0,0,0,0
 24-34,0,0,4.1,29.55,0,0,15.6,0,1.64,0,2.46,13.13,25.45,0.82,1.64,4.93,0,14.78,7.39,0,20.52,5.75,0,10.67,175.66,1.64,95.22,7.39,0,0.82,607.43,0,0,7.39,1.64,3.28,26.27,0,0,6.57,0,0
 36-46,0,0,4.03,21.75,1.61,0,19.34,0,0.81,1.61,1.61,16.92,0.81,0,9.67,8.06,0,16.92,2.42,0.81,8.86,4.83,0,3.22,114.41,0,115.21,7.25,0,0,343.22,1.61,0.81,14.5,0,0,24.98,0,0,2.42,0,0.81
 48-58,0,0,0.57,47.05,0.57,0,49.92,0,1.15,0,12.05,25.25,30.99,2.87,16.64,10.33,0.57,33.28,2.87,1.15,31.56,5.16,0,4.59,153.21,0.57,91.81,10.33,0,0,345.43,0,0,6.31,0.57,0,38.44,0,0,2.87,0,4.02
 60-70,0,0,0.98,96.19,3.93,0,94.23,0,4.91,3.93,16.69,44.17,17.67,2.94,15.7,25.52,0.98,61.84,6.87,0.98,59.87,8.83,0.98,4.91,153.12,0,102.08,18.65,0,0,309.18,0,0,7.85,0,0,19.63,4.91,0.98,0,0,4.91
 72-82,0,7.85,0.98,140.38,12.76,19.63,112.89,2.94,3.93,4.91,35.34,123.69,11.78,4.91,16.69,63.81,2.94,95.22,4.91,0,111.91,15.71,3.93,13.74,279.77,1.96,165.9,33.38,0,1.96,189.46,0,0,2.94,0.98,0,17.67,9.82,1.96,9.82,2.94,9.82
 84-94,0,8.5,6.37,279.32,11.68,59.47,71.16,0,15.93,2.12,15.93,279.32,14.87,1.06,37.17,106.2,0,142.31,12.74,3.19,82.84,14.87,1.06,12.74,125.32,2.12,206.04,29.74,0,0,324.98,0,0,23.36,1.06,0,11.68,25.49,1.06,8.5,1.06,3.19
 96-106,0,10.93,7.65,265.56,27.32,53.55,122.4,2.19,12.02,2.19,55.74,419.65,2.19,4.37,43.71,173.76,2.19,199.99,17.49,3.28,133.33,25.14,3.28,16.39,259,2.19,318.02,42.62,0,1.09,290.7,0,0,19.67,1.09,0,7.65,21.86,0,14.21,3.28,4.37
108-118,0,5.36,12.26,190.72,10.72,66.64,67.4,1.53,15.32,0.77,35.23,471.83,0.77,0.77,28.34,134.04,1.53,144,17.62,3.06,93.45,26.04,2.3,16.09,202.98,1.53,217.53,22.21,0,3.06,187.66,0,0,16.85,0,0,4.6,22.98,3.06,4.6,1.53,4.6
120,0,0,0,107.79,9.8,13.72,45.08,3.92,1.96,0,13.72,194.02,0,0,43.12,58.79,3.92,101.91,17.64,1.96,72.51,17.64,3.92,1.96,141.1,1.96,197.94,13.72,0,1.96,74.47,0,0,17.64,0,0,1.96,3.92,0,5.88,3.92,0
