stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,395.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,165.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,2.63,0,0,5.26,0,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.29,9.44,0,0,12.59,0,34.62,0,0,0,6.29,0,0,0,0,0,0
 14-21,0,0,0,1,30,3,1,0,1,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,15,1,0,1,0,0,39,3,1,1,6,1,0,0,0,0,0
 24-34,0,0,0,1.64,10.67,0,1.64,0,0,0,0,0,0,0,17.24,1.64,0,1.64,0,0,9.85,0.82,0,2.46,15.6,0.82,0.82,1.64,0,0.82,89.47,0,1.64,0,0.82,2.46,0,0,8.21,0,0
 36-46,0,0,0,0,8.06,0,2.42,0,2.42,0,2.42,1.61,0,0.81,23.36,0,0.81,6.45,0,0,20.14,0.81,0,0.81,14.5,0,2.42,0,0,0,87.01,0,1.61,0,0,6.45,0,0,6.45,0,0
 48-58,0,0,0,0,4.59,0,4.59,0,2.87,0.57,6.31,0,0.57,0,9.18,0.57,0,2.3,0.57,0.57,11.48,0,0.57,0.57,14.92,0,0,1.15,0,0,51.07,0,0,0,0,2.3,0,0,2.3,0,1.15
 60-70,0,0,0,0,19.63,0,5.89,1.96,8.83,0,8.83,0.98,0,0,34.35,2.94,0,5.89,0.98,0,29.45,1.96,1.96,0.98,15.7,0,2.94,5.89,0,0.98,101.1,0,0,0,0,3.93,0,0,7.85,0.98,2.94
 72-82,0,0,1.96,0,16.69,1.96,3.93,0,1.96,0.98,7.85,4.91,0.98,0.98,34.36,7.85,0.98,2.94,0,0,20.61,0.98,2.94,0.98,15.71,0.98,1.96,4.91,0,0,181.61,0,0,0,0,1.96,0,1.96,5.89,0.98,0
 84-94,0,0,1.06,0,20.18,0,7.43,0,4.25,0,5.31,6.37,1.06,0,55.23,9.56,1.06,6.37,2.12,0,12.74,3.19,3.19,2.12,7.43,0,4.25,2.12,0,2.12,411.01,0,0,0,0,4.25,0,0,3.19,0,1.06
 96-106,0,0,0,0,33.88,1.09,5.46,0,8.74,1.09,6.56,8.74,0,0,66.66,7.65,2.19,10.93,0,0,22.95,6.56,2.19,1.09,16.39,0,0,4.37,0,2.19,339.88,0,0,0,0,1.09,0,2.19,10.93,0,1.09
108-118,0,0,0,0,32.17,0.77,3.83,0,8.43,0.77,3.83,13.02,0,0,46.72,16.09,0.77,5.36,0,0,13.02,5.36,1.53,1.53,9.96,0,0.77,2.3,0,0.77,266.56,0,0,0,0,0,1.53,1.53,8.43,0,0
120,0,0,0,0,21.56,3.92,1.96,0,5.88,0,5.88,1.96,0,1.96,41.16,1.96,0,0,0,0,7.84,0,0,3.92,5.88,0,0,3.92,0,1.96,143.06,0,3.92,0,0,0,0,0,5.88,0,0
