stage,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,1,9,92,23,0,37,0,0,0,18,7,0,0,0,2,0,0,0,0,63,0,0,39,609,3,2,10,19,0,4,1,97,10,1,77,200,0,0,2,0,1
 24-34,0,4.1,32.83,4.1,0,137.08,0,4.93,4.93,20.52,2.46,0,1.64,1.64,6.57,0.82,4.1,1.64,1.64,134.62,0.82,0,45.97,1151.66,4.1,9.85,14.78,0,0,11.49,0,1.64,2.46,0.82,17.24,254.47,0,0,29.55,0,1.64
 36-46,0,1.61,9.67,2.42,0,215.11,0.81,1.61,4.83,42.7,0.81,0,0,1.61,0.81,0.81,4.03,0.81,1.61,103.13,1.61,1.61,32.23,805.67,4.03,5.64,5.64,0,0.81,8.86,0.81,0,0.81,0,0,198.19,0,1.61,13.7,0,0.81
 48-58,0,0,13.77,0,0,267.97,2.3,0.57,5.74,76.32,1.15,0,3.44,2.87,1.15,1.15,2.87,1.15,2.3,151.48,1.15,6.31,25.82,506.67,1.15,3.44,3.44,0,0,8.03,0,0.57,0.57,0,0,113.04,0,1.15,4.02,0,2.87
 60-70,0,0,20.61,3.93,0,266.97,0.98,0,6.87,54.97,2.94,0,1.96,4.91,0,1.96,4.91,0,0,159.01,0,11.78,23.56,407.33,1.96,0.98,2.94,0,0,9.82,0,0,3.93,1.96,0,60.85,0,5.89,8.83,0.98,0
 72-82,1.96,0,20.61,5.89,0,216.95,1.96,1.96,6.87,67.73,5.89,0,3.93,7.85,1.96,0,4.91,1.96,0.98,220.87,2.94,3.93,19.63,336.71,1.96,4.91,7.85,0,2.94,6.87,0,0,0.98,0,0,36.32,2.94,7.85,15.71,1.96,3.93
 84-94,2.12,2.12,36.11,7.43,2.12,166.74,0,8.5,7.43,50.98,6.37,3.19,1.06,15.93,7.43,3.19,3.19,3.19,4.25,126.38,3.19,7.43,21.24,204.97,2.12,6.37,7.43,0,0,37.17,0,0,0,0,0,21.24,2.12,5.31,14.87,6.37,2.12
 96-106,0,0,24.04,10.93,1.09,93.98,0,3.28,5.46,42.62,6.56,0,6.56,9.84,3.28,5.46,5.46,4.37,1.09,140.98,1.09,4.37,16.39,158.46,1.09,7.65,9.84,0,2.19,24.04,0,0,1.09,1.09,0,13.11,1.09,7.65,18.58,1.09,1.09
108-118,0.77,0,28.34,6.89,1.53,98.81,0,5.36,4.6,52.85,7.66,0,2.3,13.02,3.83,3.83,0.77,6.13,0,117.19,2.3,3.06,28.34,238.98,4.6,7.66,8.43,0,1.53,22.21,0,0,0.77,0,0,3.83,2.3,9.19,6.89,6.13,3.06
120,0,0,31.36,9.8,1.96,103.87,3.92,7.84,3.92,48.99,7.84,0,0,23.52,3.92,3.92,0,5.88,0,88.19,0,7.84,27.44,170.5,1.96,3.92,1.96,0,1.96,15.68,0,0,0,0,0,7.84,0,1.96,17.64,1.96,0
