stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,118.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,60.46,7.89,0,0,0,92,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,3409.44,2.63,0,0,220.81,0,13.14,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,37.76,34.62,0,3.15,0,113.29,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,4742.48,37.76,0,0,424.84,0,22.03,3.15,0,25.18,0,3.15,3.15,0,0,0,0,0
 14-21,0,0,0,625,2,0,10,0,0,0,1,0,1,1,0,5,0,2,0,1,19,1,0,2,187,0,0,11,1,0,29,0,6,16,3,9,59,0,0,0,0,0
 24-34,0,0,0,88.65,0.82,0,7.39,0,2.46,0.82,5.75,0,0,0.82,0,0,0,9.03,0,0,67.31,0,0,2.46,300.43,0,2.46,9.85,0,0,35.3,0,0,4.1,2.46,0.82,50.89,0,0,2.46,0,0.82
 36-46,0,0,0,32.23,0,0,51.56,0.81,2.42,3.22,16.92,0,0,0.81,0,0,0.81,17.72,0,1.61,86.21,0.81,0,4.03,812.92,0,1.61,0.81,0,0,20.95,0,0,1.61,1.61,0,109.57,0,0,0,0,0
 48-58,0,0,0,21.8,1.15,0,270.84,0,5.16,4.59,22.95,0,0,0,0,0,1.72,8.61,0,0.57,125.66,1.15,0.57,4.02,889.4,0,4.02,0.57,0,0,22.38,0,0,1.15,0,0,123.37,0,0.57,1.72,0,0.57
 60-70,0,0,0,18.65,1.96,0,374.94,1.96,5.89,6.87,32.39,0,0,1.96,2.94,0,0.98,2.94,0,0,172.75,0,0,1.96,779.33,0,1.96,0.98,0,1.96,14.72,0,0,1.96,0.98,0,71.65,0,0.98,1.96,0.98,0.98
 72-82,0,0,0,28.47,7.85,0,345.54,0.98,3.93,7.85,46.14,0,0,0,0,0.98,0,13.74,0.98,0.98,197.31,1.96,4.91,5.89,535.01,0,3.93,2.94,0,0.98,6.87,0,0,2.94,0,0,28.47,0,4.91,5.89,0.98,1.96
 84-94,0,0,0,35.05,3.19,0,229.4,2.12,10.62,9.56,35.05,1.06,0,1.06,2.12,0,1.06,8.5,0,5.31,142.31,2.12,2.12,2.12,263.39,0,1.06,3.19,0,3.19,27.61,0,0,0,0,0,22.3,0,1.06,2.12,1.06,2.12
 96-106,0,0,0,24.04,7.65,0,145.35,0,6.56,4.37,30.6,0,0,0,1.09,0,1.09,12.02,0,0,124.58,4.37,1.09,0,190.16,0,0,3.28,0,2.19,19.67,0,0,0,0,0,4.37,0,0,0,0,2.19
108-118,0,0,0,19.15,2.3,0,99.58,0,6.13,2.3,27.57,0,0,2.3,0.77,0.77,0.77,5.36,0,0,103.41,2.3,3.06,2.3,241.28,0.77,0.77,0.77,0,2.3,14.55,0,0,0.77,0,0,3.06,0.77,1.53,3.83,0,0.77
120,1.96,0,0,13.72,1.96,3.92,131.31,0,5.88,5.88,31.36,1.96,0,0,0,1.96,0,3.92,0,0,84.27,0,0,5.88,227.34,0,0,1.96,0,0,11.76,0,0,0,0,0,1.96,1.96,3.92,0,0,1.96
