stage,epidermis,erythrocytes,eye,fin_epithelia,glial,gut,immune,ionocyte,liver,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,periderm,spinal_cord,taste
 24-34,11.49,0,0,0,0,0,0,0,0.82,0,0,0,0,2.46,0,0,3.28,0.82,0
 36-46,15.31,0,0,1.61,0,0,0,0,0,0,0,0,0,1.61,0,0,7.25,0,0
 48-58,14.92,0,3.44,0.57,1.15,0,0.57,0,0,1.15,0.57,0,0,2.87,0,0,15.49,0.57,0
 60-70,35.33,0,2.94,1.96,0.98,0,5.89,0,0,0,0,0.98,0.98,2.94,0,0,39.26,0.98,0
 72-82,36.32,0.98,0.98,0.98,0.98,0,3.93,0,0,0,2.94,0,0,5.89,0,0.98,38.28,0,0
 84-94,63.72,1.06,0,8.5,0,0,12.74,1.06,0,0,2.12,0,0,2.12,0,1.06,116.82,0,1.06
 96-106,111.47,0,5.46,17.49,1.09,1.09,15.3,5.46,0,1.09,0,0,0,9.84,1.09,2.19,293.98,0,0
108-118,82.72,0,3.83,10.72,1.53,0.77,13.02,2.3,0,2.3,1.53,0,1.53,9.19,0,0.77,188.43,0,1.53
120,82.31,1.96,0,17.64,0,0,3.92,3.92,1.96,0,3.92,0,1.96,5.88,0,1.96,172.46,0,0
