stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,2,40,424,112,0,222,0,1,0,27,15,4,2,2,6,0,1,3,3,160,1,0,144,1800,49,6,31,52,0,47,6,335,17,6,391,601,0,0,6,0,2
 24-34,0,0.82,22.16,141.19,14.78,0,398.12,0,9.85,5.75,59.92,9.85,0,9.85,5.75,13.95,5.75,13.13,4.93,5.75,339.83,4.1,1.64,135.44,2924.71,31.19,36.12,34.48,0,0,88.65,0,3.28,10.67,0.82,67.31,704.29,0,0,47.61,0,8.21
 36-46,0,0,5.64,71.7,4.83,0,1003.86,1.61,12.89,15.31,140.19,9.67,0,8.86,12.09,7.25,9.67,5.64,12.09,2.42,444.73,4.03,5.64,119.24,4469.05,13.7,35.45,24.17,0,0.81,72.51,4.03,0,8.86,2.42,1.61,992.58,0,0,39.48,0.81,10.47
 48-58,0.57,0.57,0,63.69,3.44,0,1324.92,2.3,8.03,16.07,237.56,8.61,2.87,3.44,8.03,7.46,4.02,7.46,4.02,1.72,455.6,3.44,15.49,98.69,3597.76,6.31,22.38,22.38,0,1.72,37.87,0,0,4.59,1.15,0,749.39,0,2.3,33.28,0.57,4.59
 60-70,0,0,0,68.71,5.89,0,1760.85,2.94,13.74,18.65,296.42,17.67,1.96,1.96,18.65,3.93,9.82,7.85,1.96,0,528.06,7.85,20.61,63.8,4077.24,4.91,25.52,19.63,0,2.94,53.98,0,0,6.87,0.98,0,547.69,1.96,7.85,35.33,5.89,4.91
 72-82,0,3.93,0.98,81.48,24.54,1.96,969.88,0,11.78,13.74,277.81,22.58,0,8.83,25.52,7.85,5.89,12.76,2.94,2.94,502.61,7.85,16.69,65.77,2434.52,4.91,25.52,24.54,0,0.98,87.37,0.98,0,4.91,1.96,0,222.84,5.89,15.71,54.97,9.82,7.85
 84-94,0,3.19,0,139.13,22.3,5.31,732.81,4.25,23.36,14.87,200.73,29.74,3.19,4.25,43.54,26.55,15.93,5.31,7.43,3.19,318.61,4.25,15.93,67.97,1288.25,8.5,18.05,31.86,0,1.06,207.1,0,0,6.37,0,0,128.51,8.5,11.68,46.73,9.56,5.31
 96-106,0,3.28,1.09,185.78,22.95,2.19,496.15,4.37,24.04,12.02,172.67,28.41,0,7.65,65.57,10.93,5.46,17.49,6.56,5.46,320.2,9.84,19.67,49.18,1001.05,7.65,25.14,28.41,0,3.28,221.85,0,0,6.56,1.09,0,63.39,6.56,7.65,62.29,16.39,6.56
108-118,0,0.77,1.53,289.53,35.23,12.26,381.45,3.06,57.45,19.15,154.72,42.89,0,4.6,51.32,29.11,18.38,13.79,6.89,5.36,275.75,9.19,13.02,65.11,1271.5,10.72,27.57,29.87,0,4.6,213.7,0,0,8.43,1.53,0,41.36,17.62,5.36,45.96,9.19,4.6
120,1.96,1.96,0,376.28,56.83,9.8,397.84,3.92,56.83,19.6,150.9,58.79,0,3.92,66.63,9.8,7.84,7.84,13.72,0,252.81,11.76,13.72,74.47,1548.23,17.64,25.48,33.32,0,9.8,241.05,0,1.96,11.76,1.96,0,54.87,7.84,7.84,58.79,21.56,5.88
