stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,131.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,110.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77,2.63,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.03,0,0,0,18.88,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,5,8,0,4,0,1,0,2,1,1,0,0,0,0,0,0,0,3,0,0,0,26,1,2,2,1,0,8,4,0,0,8,15,0,0,2,0,0
 24-34,0,0,0.82,0.82,0.82,0.82,0,9.03,0.82,0.82,0,1.64,0,0,0.82,0,1.64,0,0.82,0,0,8.21,0,0,2.46,91.94,0.82,0.82,1.64,0,0,9.03,0,1.64,0,1.64,27.09,0,0,7.39,0,1.64
 36-46,0,0,0,0,4.03,0,0,24.98,0,2.42,0,5.64,0,0,0,0,0,0,0,0,0,9.67,0,0,3.22,102.32,0,0.81,0,0,0,7.25,0,0.81,0,0,31.42,0,0,2.42,0,0
 48-58,0,0,0,0,0.57,0,0,25.82,0,0,0,4.59,0,0,0.57,1.15,0.57,0,0.57,0,0.57,9.18,0.57,0,4.02,88.94,0,1.15,0.57,0,0.57,4.59,0,0,0,0,19.51,0,0,3.44,0,0
 60-70,0,0,0,0,0.98,0,0,35.33,0,0.98,0,7.85,0.98,0,0.98,0,0.98,0,0,0,0,23.56,0.98,0.98,0,112.88,0.98,1.96,0,0,0,8.83,0,0.98,0,0,19.63,0,0,1.96,0,1.96
 72-82,0,0,0.98,0,3.93,4.91,0,30.43,0,0,0,11.78,0.98,0,0,0.98,1.96,0.98,0,0,0.98,15.71,0,2.94,0.98,84.42,0,2.94,0,0,0.98,5.89,0,0.98,0,0,8.83,0,0,9.82,1.96,0.98
 84-94,0,0,1.06,0,2.12,2.12,0,24.43,0,0,0,6.37,3.19,0,1.06,2.12,1.06,2.12,0,0,0,12.74,1.06,1.06,0,38.23,1.06,1.06,1.06,0,0,25.49,0,0,0,0,6.37,3.19,0,6.37,2.12,0
 96-106,0,0,1.09,0,9.84,1.09,1.09,20.76,0,0,0,7.65,2.19,0,0,0,2.19,0,1.09,0,0,10.93,1.09,1.09,0,31.69,0,4.37,1.09,0,0,20.76,0,1.09,0,0,5.46,3.28,0,5.46,0,0
108-118,0,0,0,0,7.66,2.3,1.53,22.21,0,2.3,0.77,7.66,0.77,0,0.77,0.77,3.83,0,1.53,1.53,0,9.96,0,0,0.77,39.06,0,2.3,0.77,0,0,7.66,0,1.53,0,0,0,0.77,0,9.96,0.77,0.77
120,0,0,0,0,11.76,5.88,0,19.6,0,7.84,0,11.76,1.96,0,1.96,3.92,0,0,0,0,0,13.72,0,0,3.92,56.83,0,0,3.92,0,1.96,5.88,0,0,1.96,0,0,1.96,3.92,3.92,1.96,3.92
