stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,250.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,73.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77,2.63,0,0,10.51,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.03,3.15,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,215,21,0,0,0,4,0,0,0,1,41,0,0,0,0,0,37,1,0,59,18,2,0,0,0,0,0,0,5,0,0,21,12,0,0,25,0,0
 24-34,0,0,0,0.82,692.8,15.6,0,4.1,0,62.39,6.57,4.93,0,6.57,126.41,1.64,0.82,0,1.64,0.82,412.89,6.57,0,265.14,126.41,4.1,1.64,1.64,0,0,3.28,0,2.46,0,0,7.39,25.45,0,0,159.25,0,0
 36-46,0,0,0,0,430.23,2.42,0,12.09,0,83.79,26.59,5.64,0,5.64,177.25,0.81,0.81,0,0,1.61,779.89,10.47,2.42,253.79,115.21,14.5,3.22,0,0,0.81,10.47,0,4.03,2.42,0.81,0.81,18.53,0,0.81,107.96,0.81,0
 48-58,0,0,0,0,430.35,4.59,0,40.74,0,134.84,47.63,12.62,2.3,8.61,177.88,0.57,0.57,0,0.57,0.57,1081.62,4.59,9.18,194.52,131.4,14.35,1.15,1.15,0,0,14.35,0,0,1.72,1.72,0,28.69,0,2.87,119.35,1.15,3.44
 60-70,0.98,0,0,0,371.02,16.69,0,39.26,0,90.3,55.95,13.74,6.87,8.83,229.68,1.96,0.98,0.98,0.98,0.98,1456.58,4.91,21.59,120.73,93.24,10.8,2.94,0,0,3.93,15.7,0,0,1.96,0,0,17.67,0,15.7,90.3,11.78,1.96
 72-82,0,0,0,0,487.89,42.21,0.98,112.89,3.93,116.82,84.42,31.41,13.74,12.76,378.92,4.91,0,0.98,1.96,0,2003.57,9.82,38.28,142.34,147.25,11.78,2.94,5.89,0,4.91,9.82,0,0,3.93,0,0,12.76,0,32.39,163.94,49.08,3.93
 84-94,1.06,0,0,0,824.14,31.86,0,127.44,0,196.48,63.72,27.61,41.42,6.37,457.74,8.5,3.19,3.19,1.06,2.12,1556.95,12.74,40.36,107.27,66.91,10.62,5.31,3.19,0,5.31,21.24,0,0,6.37,0,0,12.74,3.19,29.74,178.42,53.1,0
 96-106,0,0,2.19,0,853.51,59.01,2.19,90.71,0,179.23,43.71,36.06,28.41,18.58,596.69,13.11,4.37,4.37,6.56,0,1175.9,9.84,29.51,86.33,123.49,16.39,19.67,3.28,0,6.56,19.67,0,0,4.37,0,0,8.74,3.28,36.06,227.31,80.87,2.19
108-118,0.77,0,0,2.3,700.09,42.13,2.3,42.13,0,193.79,45.96,21.45,31.4,3.83,502.47,7.66,3.06,1.53,3.83,3.06,886.22,9.96,19.92,78.13,96.51,9.19,10.72,0,0,7.66,17.62,0,0,5.36,0,0,8.43,8.43,21.45,150.13,29.87,0.77
120,0,0,0,0,417.43,50.95,0,31.36,1.96,103.87,33.32,23.52,19.6,1.96,713.36,5.88,3.92,3.92,0,0,556.58,0,21.56,60.75,80.35,5.88,5.88,3.92,0,3.92,7.84,0,0,0,1.96,0,5.88,5.88,25.48,119.55,31.36,1.96
