stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,92.25,1120.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,471.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,5.26,0,7.89,0,0,0,42.06,0,0,0,0,0,47.32,0,0,0,0,0,0,0,0,0,0,0,241.84,13.14,0,0,76.23,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,9.44,0,0,0,34.62,0,0,0,0,0,53.5,0,0,0,0,0,0,0,0,0,0,0,182.52,3.15,0,0,75.53,0,0,0,0,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,0,4,59,13,0,35,0,1,0,1,2,45,0,0,14,0,0,0,1,27,1,0,18,179,5,1,8,9,0,41,2,25,0,0,23,62,0,0,1,0,0
 24-34,0,0.82,0.82,1.64,13.95,3.28,0,26.27,0,4.1,0,4.1,0.82,4.1,0,2.46,32.01,0,0.82,0.82,1.64,31.19,13.95,0,9.85,303.72,1.64,7.39,9.85,0.82,0,154.32,0,0,0,0,2.46,74.7,0,0,4.1,0,0
 36-46,0,0,0,0,5.64,0,0,18.53,0,4.83,0,7.25,0,2.42,0,0,7.25,0.81,0,0.81,0,17.72,12.89,0,8.06,248.95,0,4.03,2.42,0,0,149.05,0,0,0,0,0,87.82,0,0,5.64,0,0
 48-58,0,0,0,0,7.46,0.57,0,34.43,0,1.15,1.72,12.62,2.3,1.72,0.57,1.15,2.3,0,0,0,2.87,40.74,10.33,1.15,5.16,154.35,1.15,1.15,3.44,0,0.57,82.05,0,0,1.15,0.57,0,44.76,0,0,1.15,0,2.3
 60-70,0,0,0.98,0,2.94,0,0,60.85,0,1.96,0,22.58,2.94,1.96,0,0,0,0,0,0.98,1.96,67.73,7.85,0.98,1.96,176.67,0,0,0.98,0,0,87.36,0,0,0,0.98,0,27.48,1.96,0,2.94,0,1.96
 72-82,0,0,1.96,0,13.74,0.98,0,95.22,0,1.96,4.91,27.49,12.76,4.91,0,1.96,1.96,0,2.94,1.96,0,90.31,20.61,0.98,8.83,190.44,0,5.89,3.93,0,0.98,79.51,0,0,1.96,0,0,21.6,3.93,0,1.96,0,3.93
 84-94,0,0,1.06,0,15.93,2.12,0,49.92,0,14.87,5.31,16.99,16.99,3.19,1.06,3.19,11.68,0,1.06,1.06,2.12,86.03,13.81,2.12,6.37,91.34,1.06,4.25,10.62,0,0,314.36,0,0,0,0,0,3.19,4.25,0,4.25,0,4.25
 96-106,0,0,1.09,0,26.23,2.19,0,46.99,0,4.37,1.09,31.69,33.88,0,1.09,6.56,14.21,0,5.46,3.28,1.09,65.57,26.23,0,2.19,91.8,0,5.46,10.93,0,0,233.87,0,0,0,0,0,5.46,12.02,1.09,10.93,0,4.37
108-118,0,0,1.53,0,31.4,3.06,4.6,32.94,0,13.02,2.3,22.21,35.23,0,0,4.6,10.72,2.3,3.83,2.3,1.53,45.96,19.15,1.53,8.43,102.64,2.3,5.36,6.13,0,0,180.77,0,0,0,0,0,3.83,13.02,0,8.43,0.77,3.83
120,0,0,0,0,15.68,3.92,0,23.52,1.96,9.8,0,13.72,19.6,0,0,1.96,7.84,0,3.92,1.96,0,25.48,13.72,0,3.92,62.71,1.96,5.88,3.92,0,0,101.91,0,0,0,0,0,3.92,7.84,0,0,0,0
