stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,122.59,269.7,24.52,0,0,0,0,0,0,0,0,0,30.65,0,0,0,0,0,0,0,0,0,0,0,226.8,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,147.21,39.43,709.75,0,0,0,2.63,0,0,0,0,0,197.15,0,0,0,0,0,0,0,0,0,0,0,328.59,63.09,0,0,707.12,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,15.73,258.05,0,15.73,0,3.15,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,3.15,242.32,107,0,0,1419.28,0,0,0,25.18,75.53,0,56.65,0,0,0,0,0,0
 14-21,0,0,53,59,77,0,6,0,1,0,3,14,2,5,0,0,0,0,6,0,341,0,0,630,231,179,0,6,10,0,7,1,1118,8,144,3573,88,0,0,100,0,0
 24-34,0,0,26.27,55,27.09,0,16.42,1.64,16.42,13.95,4.1,12.31,0.82,24.63,1.64,1.64,4.1,2.46,8.21,1.64,752.73,1.64,5.75,467.07,264.32,146.93,8.21,9.03,0,1.64,5.75,0,6.57,28.73,18.88,508.93,64.03,0,0,482.66,0,0.82
 36-46,0,0,2.42,74.12,9.67,0,18.53,2.42,8.86,50.76,13.7,8.06,0,24.98,0,0.81,2.42,4.03,5.64,2.42,1032.06,0.81,32.23,435.06,223.17,161.13,16.92,9.67,0,2.42,5.64,0,0.81,13.7,13.7,6.45,44.31,0,1.61,330.32,0,0
 48-58,0,0,0,57.38,5.16,0,48.2,1.72,11.48,66.56,36.72,0,0,24.1,2.3,0,1.15,3.44,5.16,2.3,1353.61,1.15,75.17,354.04,215.18,95.25,17.21,23.53,0,5.16,3.44,0,0,7.46,11.48,0.57,47.63,0,3.44,276,2.3,0.57
 60-70,0,0,0,63.8,2.94,0,76.56,6.87,10.8,76.56,94.23,1.96,0,21.59,8.83,2.94,3.93,10.8,26.5,0.98,1806.98,0.98,100.12,212.01,212.01,67.73,16.69,32.39,0,10.8,1.96,0,0.98,10.8,9.82,0,35.33,0,33.37,258.14,19.63,4.91
 72-82,0,0,0,58.9,12.76,12.76,166.88,6.87,3.93,138.41,194.37,5.89,1.96,17.67,20.61,1.96,0.98,25.52,115.84,0,2363.84,1.96,116.82,275.85,300.39,74.61,44.17,65.77,0,12.76,8.83,0,0.98,17.67,2.94,0,17.67,0.98,49.08,443.71,58.9,2.94
 84-94,0,0,0,73.28,14.87,23.36,208.16,3.19,9.56,90.27,110.45,5.31,5.31,18.05,20.18,10.62,1.06,31.86,442.87,0,1788.47,1.06,111.51,220.9,175.24,122.13,44.61,74.34,0,7.43,8.5,0,0,22.3,1.06,0,16.99,1.06,50.98,424.81,43.54,0
 96-106,2.19,0,0,52.46,27.32,9.84,158.46,12.02,8.74,97.26,175.95,8.74,1.09,22.95,40.44,8.74,1.09,56.83,720.19,1.09,1532.17,2.19,89.61,206.55,323.48,118.03,50.27,95.08,0,12.02,18.58,0,0,43.71,4.37,0,13.11,0,24.04,509.27,34.97,3.28
108-118,2.3,0,1.53,29.11,9.19,11.49,92.68,3.83,7.66,81.19,152.43,6.89,0,10.72,22.98,4.6,0,36.77,1396.35,3.83,1234.73,0,66.64,189.96,287.24,142.47,34.47,75.06,0,9.19,6.89,0,0,29.11,3.06,0,10.72,0,10.72,423.58,26.81,2.3
120,5.88,0,0,35.28,17.64,0,47.03,0,3.92,82.31,137.18,13.72,1.96,11.76,25.48,3.92,0,37.24,687.88,5.88,962.25,1.96,64.67,133.27,252.81,248.89,23.52,76.43,0,19.6,9.8,0,0,31.36,0,0,11.76,1.96,11.76,495.83,23.52,0
