stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,250.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,147.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0
  7-9,15.77,2.63,0,5.26,0,0,0,7.89,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,84.12,0,0,0,52.57,0,0,5.26,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,6.29,0,0,0,31.47,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,141.61,9.44,0,0,72.38,0,0,3.15,0,15.73,6.29,0,0,0,0,0,0
 14-21,0,0,1,1,27,2,0,7,0,0,0,20,2,0,0,0,0,0,0,0,0,16,0,0,9,162,1,2,5,9,0,1,1,16,8,6,80,0,0,8,0,0
 24-34,0,0,0.82,0.82,16.42,0.82,0,21.34,0,1.64,0.82,22.98,0,1.64,0.82,0.82,0,0,0,0.82,0,41.86,0.82,0,20.52,369.39,2.46,4.1,3.28,0,0,9.03,0,0.82,8.21,1.64,116.56,0,0,15.6,0,2.46
 36-46,0,0,0,0,5.64,0,0,37.87,0,0,0.81,26.59,0,0,0.81,0,0,0.81,0,0,1.61,37.87,0,1.61,13.7,223.98,0.81,11.28,0,0,0,3.22,0,0,2.42,0,97.49,0,0,7.25,0,0.81
 48-58,0,0,0,0,5.16,0.57,0,41.31,0,0.57,0,34.43,0,0,1.72,0.57,0,0,0,0.57,0.57,65.41,0,2.3,6.89,84.35,0.57,9.75,0.57,0,0,2.3,0,0,1.15,0,53.36,0,0,3.44,0,0
 60-70,0,0,0,0,3.93,0,0,44.17,0,0.98,1.96,36.32,0.98,0.98,0.98,1.96,0,0,2.94,0,0.98,61.84,0,1.96,5.89,62.82,0,3.93,2.94,0,0,2.94,0,0,0,0,14.72,0,0.98,5.89,0.98,2.94
 72-82,0,0,0.98,0,3.93,1.96,0,24.54,0.98,0.98,4.91,45.16,3.93,0.98,0.98,0.98,0,0.98,0.98,0,0,82.46,0,4.91,4.91,44.17,0,9.82,3.93,0,0,4.91,0,0,1.96,0,6.87,0.98,0.98,13.74,2.94,1.96
 84-94,0,0,2.12,1.06,14.87,1.06,0,30.8,0,1.06,1.06,23.36,2.12,1.06,1.06,2.12,0,1.06,1.06,1.06,2.12,55.23,0,2.12,8.5,39.3,2.12,13.81,5.31,0,0,6.37,0,0,1.06,0,13.81,3.19,1.06,12.74,2.12,4.25
 96-106,0,0,1.09,0,7.65,0,0,13.11,1.09,3.28,2.19,26.23,4.37,0,1.09,5.46,1.09,3.28,2.19,2.19,1.09,42.62,0,2.19,4.37,34.97,3.28,10.93,6.56,0,0,2.19,0,0,1.09,0,5.46,1.09,2.19,9.84,3.28,2.19
108-118,0,0,0,0,16.09,3.06,1.53,15.32,0,4.6,1.53,32.17,3.06,0,0.77,3.83,0,3.83,0.77,2.3,0,41.36,0.77,3.06,7.66,32.17,0.77,6.13,4.6,0,0.77,6.89,0,0,3.06,0,3.83,0.77,1.53,6.89,1.53,4.6
120,0,0,0,0,19.6,1.96,0,21.56,0,7.84,5.88,33.32,7.84,0,1.96,3.92,1.96,0,1.96,1.96,0,33.32,0,1.96,0,43.12,0,13.72,1.96,0,0,5.88,0,0,1.96,0,7.84,0,3.92,5.88,1.96,0
