stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,67.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,2.63,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,6.29,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.73,3.15,0,0,50.35,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,5,24,2,0,12,0,0,0,15,1,0,2,0,0,0,0,0,0,8,0,0,6,336,4,0,0,3,0,0,15,0,2,11,107,0,0,2,0,0
 24-34,0,0,2.46,15.6,2.46,0,62.39,0,2.46,0,38.58,1.64,0,0.82,0.82,0.82,1.64,0,0.82,1.64,39.4,0,0,9.03,1004.73,17.24,2.46,4.1,0,0,0,0.82,4.1,0,4.93,265.14,0,0,9.85,0,1.64
 36-46,0,0,0,6.45,0,0,140.19,0.81,0.81,1.61,30.62,2.42,0.81,0.81,3.22,0,0,0,0.81,1.61,46.73,1.61,0.81,5.64,573.64,8.86,8.86,4.03,0,0.81,1.61,0,0.81,0,0,199,0,0,6.45,0,0
 48-58,0,0,0.57,6.89,0,0,219.77,0.57,1.72,1.72,38.44,0.57,0,2.3,2.3,0,0.57,0,0,4.02,70.58,0,0,4.59,224.36,8.61,6.31,4.02,0,0,0.57,0,1.15,0,0,76.32,0,0,1.15,0,1.72
 60-70,0,0.98,0,10.8,0,0,261.08,0.98,3.93,0.98,49.08,2.94,0,0,2.94,0,0.98,0,0,1.96,129.56,0.98,2.94,7.85,159.99,3.93,10.8,12.76,0,0,0.98,0,1.96,0,0,19.63,0,1.96,6.87,0.98,0.98
 72-82,0,0,0.98,11.78,0,0,133.51,0,1.96,1.96,52.03,8.83,0,0.98,7.85,1.96,1.96,1.96,0.98,0.98,209.09,1.96,0.98,12.76,177.68,5.89,13.74,9.82,0,0.98,3.93,0,1.96,0,0,7.85,0,2.94,18.65,3.93,0.98
 84-94,0,0,0,33.99,0,1.06,123.2,0,9.56,3.19,36.11,9.56,0,0,15.93,4.25,3.19,1.06,2.12,2.12,127.44,3.19,2.12,12.74,107.27,13.81,13.81,13.81,0,0,2.12,0,2.12,0,0,6.37,0,2.12,12.74,7.43,0
 96-106,0,0,0,15.3,0,3.28,91.8,1.09,2.19,2.19,48.09,15.3,0,4.37,24.04,3.28,0,0,2.19,4.37,127.86,0,4.37,17.49,95.08,13.11,34.97,16.39,0,0,4.37,0,2.19,0,0,8.74,1.09,2.19,18.58,8.74,0
108-118,0,1.53,0,32.17,0.77,6.13,94.21,0,6.89,3.83,33.7,6.89,0,0,19.92,6.13,2.3,1.53,4.6,0.77,109.53,1.53,0.77,11.49,127.15,15.32,16.85,15.32,0,3.06,3.83,0,0.77,0.77,0,3.83,2.3,0,15.32,5.36,3.06
120,0,0,0,41.16,0,3.92,70.55,1.96,7.84,1.96,37.24,9.8,0,3.92,35.28,3.92,5.88,1.96,1.96,0,101.91,0,0,9.8,92.11,31.36,15.68,15.68,0,0,3.92,0,5.88,0,0,15.68,0,3.92,15.68,5.88,0
