stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,65.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,226.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,10.51,21.03,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.53,18.4,0,0,105.15,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,34.62,0,0,0,132.17,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,988.15,22.03,0,0,166.79,0,0,3.15,0,0,0,0,6.29,0,0,0,0,0
 14-21,0,0,0,16,2,0,27,0,0,0,114,1,1,1,0,0,0,0,0,0,3,0,0,2,1713,4,1,24,12,0,2,0,4,5,0,5,640,0,0,0,0,0
 24-34,0,0,3.28,5.75,0,0,125.59,0,0.82,0,100.14,0.82,0.82,0.82,0,0,0,0,1.64,0,8.21,0,0,3.28,2826.21,1.64,4.1,4.93,0,0,5.75,0,0,3.28,1.64,4.1,756.01,0,0,0.82,0,0.82
 36-46,0,0,0,8.86,0,0,355.3,0,1.61,0.81,237.67,0,0,0.81,0,0,0,0.81,0.81,1.61,15.31,0,0.81,4.83,3043.82,0.81,0.81,4.03,0,0,3.22,0,0,0,0,0,812.11,0,0,1.61,0,0
 48-58,0,0,0,4.59,0,0,352.32,0.57,1.72,0.57,359.78,0,0.57,0.57,0,0,1.72,1.72,0,0,24.1,0,0.57,2.87,1626.74,0.57,1.72,4.02,0,0.57,5.16,0,0,0,0,0,512.41,0,0,2.87,0,1.72
 60-70,0,0,0,3.93,0.98,0,160.97,0,0,0,265.99,0,0,0,1.96,0,0.98,1.96,0,0,12.76,0,0.98,2.94,954.04,0,1.96,2.94,0,0,1.96,0,0,0,0.98,0,170.78,0,0,2.94,0,0.98
 72-82,0,0,0,2.94,2.94,0,128.6,0,0,0.98,316.1,0.98,0,1.96,0.98,0.98,0,2.94,0.98,0.98,35.34,1.96,0,5.89,752.93,0,0.98,12.76,0,0,2.94,0,0,0,0,0,85.4,1.96,0.98,7.85,0.98,0
 84-94,0,0,0,9.56,3.19,0,95.58,0,2.12,0,163.55,1.06,0,0,1.06,0,1.06,4.25,0,0,16.99,1.06,2.12,1.06,346.22,0,0,14.87,0,1.06,4.25,0,0,2.12,0,0,66.91,1.06,0,2.12,0,0
 96-106,0,0,1.09,8.74,1.09,1.09,83.06,0,1.09,0,157.37,1.09,0,1.09,4.37,1.09,1.09,12.02,0,0,26.23,0,0,5.46,276.49,0,0,17.49,0,0,9.84,0,0,0,0,0,41.53,0,0,3.28,1.09,0
108-118,0,0,0,7.66,0,2.3,42.13,0,1.53,0.77,147.06,0.77,0,0,1.53,0,0,7.66,0,0,13.02,0,0,2.3,330.9,0,4.6,9.96,0,0,4.6,0,0,0,0,0,26.04,1.53,0,1.53,0,1.53
120,1.96,0,0,5.88,3.92,0,31.36,3.92,0,0,121.51,0,0,0,1.96,0,0,1.96,0,0,27.44,0,0,1.96,239.09,0,0,1.96,0,0,0,0,0,0,0,0,13.72,0,1.96,1.96,0,0
