stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,52.71,382.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,122.59,551.67,0,18.39,0,0,0,0,0,0,0,0,30.65,0,0,0,0,0,0,0,0,0,0,0,159.37,36.78,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,270.76,76.23,0,131.44,0,0,81.49,0,0,0,0,0,212.93,0,0,0,0,0,0,0,0,0,0,0,525.74,218.18,0,0,2208.12,0,0,7.89,0,2.63,0,0,0,0,0,0,0,0
 10-12,3.15,78.67,0,135.32,0,12.59,107,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,3.15,478.34,166.79,0,0,2549.05,0,0,3.15,12.59,213.99,0,28.32,0,0,0,0,0,0
 14-21,0,2,3,4,24,68,9,0,0,0,3,3,0,6,0,1,0,0,0,0,281,0,0,392,111,80,0,3,102,0,2,0,1115,3,5,1054,54,0,0,25,0,0
 24-34,0,0,0.82,2.46,19.7,16.42,27.09,0,0,28.73,10.67,0,0,20.52,0,4.1,4.93,0.82,0,0.82,773.25,0.82,1.64,549.15,230.66,105.89,1.64,10.67,0,0.82,4.93,0,4.1,0,1.64,235.59,36.94,0,0,97.68,0,0
 36-46,0.81,0,0,0,11.28,0,22.56,0,0.81,66.87,18.53,0,0,31.42,1.61,0.81,1.61,0.81,0,0,1073.96,0,7.25,346.44,142.6,74.12,0.81,4.03,0,0,4.03,0,0.81,0.81,0,1.61,22.56,0,2.42,66.06,0,0
 48-58,1.15,0,0,0,6.31,1.72,34.43,1.72,5.74,68.28,31.56,0,0.57,23.53,0.57,1.72,1.15,0,1.15,0.57,1426.48,0,16.64,210.59,136.57,53.36,0.57,4.59,0,1.72,6.89,0,0,0,0.57,0,15.49,0,2.3,51.07,0,0.57
 60-70,0,0,0,0,14.72,3.93,36.32,0,4.91,69.69,48.09,0.98,0,16.69,0.98,1.96,0,0,0.98,1.96,1827.59,0.98,26.5,133.49,121.71,31.41,0,5.89,0,8.83,23.56,0,0,0.98,0,0,7.85,0,13.74,56.93,3.93,1.96
 72-82,0,0,0,0,14.72,2.94,81.48,0.98,3.93,70.68,89.33,0.98,0.98,17.67,1.96,1.96,2.94,1.96,0.98,0,2047.75,0,39.27,158.05,110.93,20.61,1.96,15.71,0,11.78,23.56,0,0,0,0.98,0,3.93,0.98,31.41,95.22,36.32,0.98
 84-94,0,0,0,0,31.86,5.31,128.51,2.12,18.05,60.54,67.97,6.37,1.06,12.74,1.06,4.25,2.12,1.06,1.06,0,1524.02,1.06,50.98,135.94,76.47,22.3,0,9.56,0,2.12,57.35,0,0,1.06,1.06,0,3.19,0,20.18,92.4,36.11,0
 96-106,0,0,1.09,0,52.46,7.65,81.96,2.19,15.3,40.44,84.15,8.74,1.09,21.86,4.37,3.28,3.28,2.19,1.09,1.09,1123.45,3.28,34.97,119.12,104.91,19.67,1.09,14.21,1.09,16.39,71.04,0,0,2.19,0,0,0,0,22.95,93.98,46.99,1.09
108-118,0,0,3.83,0,57.45,1.53,37.53,2.3,16.85,42.13,85.79,12.26,0,11.49,3.83,5.36,3.83,0.77,3.06,0,879.33,2.3,26.04,126.38,95.75,16.09,0,12.26,0,11.49,56.68,0,0,1.53,0,0,3.83,0,15.32,65.87,26.81,3.06
120,0,0,1.96,0,60.75,5.88,37.24,0,17.64,21.56,78.39,9.8,0,15.68,7.84,7.84,0,0,1.96,0,731,1.96,23.52,107.79,80.35,25.48,1.96,7.84,0,15.68,66.63,0,0,0,0,0,0,1.96,15.68,76.43,27.44,0
