stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,395.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,177.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.77,7.89,0,26.29,0,2.63,0,47.32,0,0,0,0,0,23.66,0,0,0,0,0,0,0,0,0,0,0,331.22,10.51,0,0,155.09,0,2.63,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,28.32,0,3.15,0,22.03,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,402.81,6.29,0,0,191.97,0,0,6.29,0,22.03,0,0,0,0,0,0,0
 14-21,0,0,0,8,29,4,0,19,0,0,0,4,4,0,0,0,0,0,0,0,0,18,0,0,13,251,4,1,4,2,0,7,2,30,1,1,23,76,0,3,0,0
 24-34,0,0,0,1.64,13.95,0.82,0,46.79,0,0.82,0.82,6.57,0.82,0,1.64,4.1,1.64,0.82,0,0.82,0,38.58,0,0,13.95,402.22,3.28,4.93,2.46,0,0,13.95,0,0,0,0.82,3.28,86.19,0,7.39,0,0.82
 36-46,0,0,0,0,5.64,0,0,71.7,0,0,0.81,8.06,0,0,0.81,0.81,0,1.61,0.81,0.81,0.81,17.72,0,0.81,9.67,190.14,0.81,2.42,0,0,0,1.61,0.81,0,0,0,0,45.12,0,3.22,0,0.81
 48-58,0,0,0,0,4.59,0,0,65.99,0,0,0.57,10.33,0,0,0,0,0,0,0,0,0.57,22.38,0.57,2.87,6.89,87.79,0.57,0.57,0,0,0,0.57,0,0,0,0,0,17.79,0,2.87,0,0.57
 60-70,0,0,0,0,2.94,1.96,0,57.91,0,0,1.96,15.7,1.96,0,0,0.98,0,0.98,0.98,0,0,19.63,0,1.96,0.98,91.28,0,0.98,0.98,0,0.98,0.98,0,0,0.98,0,0,5.89,0.98,2.94,0.98,0
 72-82,0,0,0.98,0,0.98,0.98,0,51.05,0,0,0,15.71,0.98,0,0,2.94,0,0,0,0,0,38.28,0,0.98,6.87,78.53,0,0.98,1.96,0,0,3.93,0,0,0.98,0,0,7.85,0.98,2.94,0,0.98
 84-94,0,0,0,0,9.56,2.12,0,28.68,0,0,1.06,8.5,0,0,0,2.12,0,1.06,0,0,0,15.93,0,3.19,1.06,59.47,1.06,1.06,2.12,0,1.06,6.37,0,0,1.06,0,0,6.37,1.06,5.31,0,0
 96-106,0,0,1.09,0,6.56,1.09,0,29.51,0,1.09,2.19,6.56,1.09,0,0,0,1.09,1.09,1.09,2.19,0,38.25,0,1.09,7.65,46.99,0,0,2.19,0,0,10.93,0,0,0,0,0,0,1.09,5.46,0,0
108-118,0,0,0,0,11.49,0.77,1.53,27.57,0,2.3,1.53,11.49,0,0,0.77,1.53,0,0.77,0,0.77,0.77,22.98,0,2.3,3.83,63.57,1.53,1.53,1.53,0,0,6.89,0.77,0,2.3,0,0,2.3,0,2.3,0,0.77
120,0,0,0,0,7.84,1.96,0,9.8,1.96,1.96,0,3.92,0,0,0,7.84,0,1.96,0,0,0,19.6,0,3.92,3.92,48.99,1.96,3.92,1.96,0,0,1.96,0,0,0,0,0,0,0,5.88,0,0
