stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,355.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,49.04,404.56,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,2.63,13.14,0,0,0,18.4,0,0,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,262.87,10.51,0,0,86.75,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,6.29,0,0,0,28.32,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,185.67,6.29,0,0,56.65,0,0,6.29,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,2,7,2,0,5,0,0,0,1,1,0,0,0,0,0,0,1,0,8,0,0,4,50,1,0,0,1,0,3,0,5,2,2,4,12,0,0,0,0,0
 24-34,0,0,0,1.64,0,0,18.88,0,0,0,0.82,0,0,0,0,0.82,0,0,0,0.82,13.95,0,0,3.28,93.58,1.64,0,1.64,0,0.82,6.57,0,0,0.82,1.64,2.46,27.09,0,0,5.75,0,0.82
 36-46,0,0,0,4.03,0,0,13.7,0,0,0.81,4.03,0,0,0.81,0,0,0,0.81,0,0.81,12.89,0,0,0.81,104.74,1.61,0,0,0,0,4.83,0,0,0.81,0.81,0,24.98,0,0,2.42,0,0.81
 48-58,0,0,0,1.15,0.57,0,44.18,0,0,0,5.16,0,0,0.57,0,0,0.57,1.15,0,0.57,10.9,0,0.57,4.02,95.83,0,1.15,1.15,0,0,1.72,0,0,0.57,0,0,20.66,0,0,0.57,0,0
 60-70,0,0,0,4.91,0,0,42.21,0,1.96,0.98,9.82,0,0.98,0.98,0,0.98,0.98,0,0,0.98,13.74,0,0,0.98,95.21,0,1.96,0.98,0,0,4.91,0,0,0,0,0,16.69,0,0,0.98,0,1.96
 72-82,0,0,0.98,1.96,1.96,0,29.45,0,0.98,4.91,18.65,0.98,0,0,0.98,0,0.98,0,0,0,18.65,0,1.96,2.94,78.53,0,1.96,0.98,0,0,0,0,0,0.98,0,0,4.91,0,0,3.93,0,0.98
 84-94,0,0,0,7.43,1.06,0,36.11,1.06,0,3.19,4.25,2.12,0,0,3.19,0,1.06,0,0,0,11.68,0,0,0,48.85,0,3.19,2.12,0,0,15.93,0,0,1.06,0,0,8.5,0,0,2.12,1.06,0
 96-106,0,0,0,3.28,1.09,0,20.76,0,0,0,5.46,2.19,0,0,1.09,2.19,1.09,1.09,1.09,0,15.3,0,0,2.19,49.18,0,2.19,2.19,0,1.09,10.93,0,0,1.09,0,0,0,0,0,1.09,0,0
108-118,0,0,0,5.36,1.53,2.3,13.79,0.77,2.3,0,6.13,0.77,0,0,3.06,0.77,0.77,0.77,0.77,0,12.26,0,1.53,0.77,38.3,0.77,3.06,0,0,0,8.43,0,0,0.77,0,0,0.77,0,0.77,1.53,0.77,0
120,0,0,0,7.84,1.96,0,15.68,3.92,1.96,1.96,9.8,0,0,0,0,0,3.92,0,0,1.96,11.76,1.96,0,5.88,66.63,1.96,1.96,1.96,0,0,11.76,0,0,1.96,0,0,0,1.96,1.96,1.96,0,0
