stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,2121.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,410.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,6.13,0,0,6.13,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,21.03,15.77,0,123.55,0,0,0,73.6,0,0,0,0,0,26.29,0,0,0,0,0,0,0,0,0,0,0,557.29,28.92,0,0,176.12,0,0,7.89,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,88.12,0,18.88,0,138.47,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,761.57,56.65,0,0,292.67,0,3.15,6.29,3.15,25.18,6.29,0,0,0,0,0,0
 14-21,0,0,0,5,238,38,0,99,0,18,0,26,6,1,16,0,1,0,0,0,1,78,0,0,46,293,25,4,2,12,0,3,2,67,5,58,183,0,0,3,0,0
 24-34,0,0,0.82,0.82,88.65,2.46,0,37.76,0,57.46,0.82,32.01,1.64,0,4.1,0.82,0.82,0.82,0.82,0.82,0.82,64.03,0.82,0,21.34,407.14,9.03,9.85,9.03,0,0,5.75,0,0,1.64,9.03,160.07,0,0,7.39,0,0.82
 36-46,0.81,0,0,0,20.14,0.81,0,90.23,0.81,29.81,9.67,36.26,0.81,0,3.22,4.83,0,0.81,0,0.81,1.61,82.98,0,5.64,19.34,501.13,5.64,4.03,6.45,0,0,3.22,0.81,0,1.61,0,174.83,0,0,2.42,0,0.81
 48-58,0,0,0,0,10.9,0,0,140.01,0.57,25.25,14.92,29.84,1.15,0,3.44,2.3,0,1.15,0.57,0,2.87,123.94,0.57,5.74,16.07,361.5,2.87,2.3,16.64,0,0,1.72,0,0,0,0,118.2,0,0.57,2.87,0,1.72
 60-70,0,0,0,0,15.7,0.98,0,296.42,0,13.74,21.59,27.48,0.98,0,1.96,3.93,0.98,0.98,0.98,0,0.98,172.75,1.96,8.83,9.82,470.15,3.93,3.93,21.59,0,0,0.98,0,0,0,0,67.73,0,1.96,2.94,0,0
 72-82,0,0,1.96,0,8.83,0,0,206.15,0,9.82,34.36,27.49,5.89,0,3.93,7.85,0.98,2.94,0,0,2.94,191.42,8.83,5.89,14.72,321.99,1.96,0,24.54,0,0,4.91,0,0,2.94,0,24.54,0,4.91,8.83,6.87,0.98
 84-94,0,0,0,0,18.05,0,0,178.42,1.06,12.74,16.99,21.24,7.43,0,5.31,15.93,0,7.43,1.06,1.06,4.25,143.38,7.43,5.31,3.19,151.87,4.25,2.12,22.3,0,0,11.68,1.06,0,0,0,27.61,3.19,6.37,3.19,12.74,0
 96-106,1.09,0,0,0,18.58,4.37,1.09,142.07,0,14.21,15.3,20.76,9.84,0,1.09,15.3,1.09,6.56,1.09,0,2.19,110.38,7.65,7.65,4.37,131.14,2.19,2.19,29.51,0,1.09,15.3,0,0,2.19,0,8.74,1.09,10.93,7.65,10.93,1.09
108-118,0,0,0,0.77,13.79,0.77,0,108,0,16.09,12.26,21.45,5.36,0,0.77,3.83,1.53,8.43,0,1.53,4.6,92.68,2.3,2.3,6.89,123.32,0.77,1.53,31.4,0,0.77,2.3,0,0,1.53,0,9.96,0,2.3,4.6,6.13,0.77
120,1.96,0,0,0,25.48,1.96,0,105.83,0,11.76,13.72,19.6,7.84,0,3.92,19.6,1.96,7.84,0,0,0,52.91,0,1.96,7.84,154.82,7.84,3.92,15.68,0,0,7.84,0,0,1.96,0,7.84,0,3.92,3.92,5.88,0
