stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,65.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,79.69,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,10.51,0,0,0,28.92,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,286.53,10.51,0,0,107.78,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,25.18,0,28.32,0,0,0,31.47,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,409.11,22.03,0,0,75.53,0,0,0,9.44,0,3.15,0,0,0,0,0,0
 14-21,1,0,0,12,157,13,0,25,0,1,0,21,11,0,4,0,1,0,1,2,0,61,0,0,56,499,37,1,12,4,0,3,30,9,8,84,237,0,0,5,0,0
 24-34,0,0,0.82,7.39,41.86,2.46,0,59.92,0,5.75,1.64,40.22,1.64,0,6.57,0,0.82,0.82,3.28,1.64,3.28,100.97,0,0.82,56.64,1126.21,9.03,1.64,16.42,0,0,9.03,0,8.21,0,13.95,423.56,0,0,29.55,0,0.82
 36-46,0,0,0,0,20.14,0,0,80.57,0.81,3.22,4.83,102.32,1.61,0,2.42,0,0,0,4.03,1.61,0.81,135.35,1.61,6.45,36.26,1079.6,10.47,4.03,8.86,0,1.61,1.61,0,1.61,0,0.81,534.16,0,0,24.98,0,0
 48-58,0,0,0,0.57,16.07,0,0,124.52,0.57,6.89,2.3,137.14,0.57,0,6.89,0,0.57,0.57,4.59,0.57,1.15,137.71,0.57,4.02,26.97,395.35,3.44,1.72,8.61,0.57,1.72,2.87,0,2.87,0.57,0,288.05,0,0.57,17.21,0,0
 60-70,0.98,0,0.98,0,9.82,0,0,106.99,0,8.83,3.93,159.99,0.98,0,3.93,0.98,0,1.96,10.8,0,2.94,162.93,0,6.87,19.63,219.86,0.98,0,12.76,0,0.98,0,0,1.96,0.98,0,95.21,0,1.96,18.65,0.98,2.94
 72-82,0,0,0,0,16.69,0.98,0,73.62,1.96,0.98,6.87,148.23,1.96,0,4.91,0,1.96,1.96,4.91,0.98,0,213.02,0.98,8.83,16.69,203.2,0,1.96,15.71,0,3.93,8.83,0,0.98,0,0,34.36,0.98,3.93,31.41,2.94,0
 84-94,0,0,1.06,0,32.92,0,0,84.96,0,12.74,4.25,104.08,3.19,0,5.31,0,3.19,2.12,6.37,2.12,1.06,148.69,3.19,5.31,18.05,132.75,4.25,2.12,11.68,0,4.25,15.93,0,3.19,0,0,15.93,0,3.19,18.05,9.56,3.19
 96-106,0,0,0,0,29.51,0,2.19,53.55,2.19,3.28,2.19,93.98,7.65,0,3.28,1.09,4.37,1.09,8.74,5.46,1.09,128.96,1.09,6.56,17.49,101.63,0,3.28,13.11,0,5.46,20.76,0,0,0,0,13.11,0,7.65,22.95,7.65,1.09
108-118,0,0,0,0.77,44.43,3.83,5.36,45.96,2.3,10.72,3.83,88.85,4.6,0,1.53,0,0.77,1.53,3.83,1.53,0,91.15,3.06,6.89,13.79,101.87,3.06,3.06,15.32,0,1.53,9.96,0,2.3,0,0,3.83,0.77,4.6,20.68,5.36,0
120,1.96,0,0,0,37.24,0,0,39.2,3.92,7.84,5.88,88.19,1.96,0,3.92,3.92,7.84,0,5.88,1.96,0,88.19,3.92,13.72,13.72,96.03,3.92,1.96,1.96,0,3.92,13.72,0,3.92,0,0,5.88,0,0,13.72,1.96,0
