stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,158.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,79.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,2.63,5.26,0,0,0,7.89,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,52.57,21.03,0,0,13.14,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,18.88,0,0,0,28.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.7,0,0,0,59.79,0,3.15,6.29,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,22,153,23,0,20,0,0,0,9,23,0,3,0,2,0,1,0,1,180,0,0,148,317,178,0,10,3,0,4,2,44,5,8,36,107,0,0,4,0,0
 24-34,0,0,21.34,199.47,1.64,0,34.48,0,10.67,9.03,13.95,3.28,0.82,16.42,0,0,2.46,0.82,1.64,0.82,660.79,0.82,1.64,284.02,315.21,77.16,0.82,9.85,0,4.1,2.46,0,1.64,1.64,1.64,9.03,63.21,0,0,13.95,0,0.82
 36-46,0,0,0.81,62.84,0.81,0,16.92,0,11.28,17.72,45.12,2.42,0,25.78,0,0.81,3.22,1.61,0,0.81,807.28,0,18.53,193.36,188.53,61.23,0.81,12.09,0,2.42,4.03,0,1.61,1.61,0,0,52.37,0,3.22,16.11,0,0
 48-58,1.15,0,0,28.12,0,0,39.02,0.57,11.48,22.38,55.66,0,0,17.79,0,0,5.16,2.87,0.57,1.15,977.19,0,30.41,114.76,111.32,25.82,0,10.33,0,5.16,1.72,0,0,1.15,0,0,42.46,0,5.74,5.16,1.15,0
 60-70,0,0,0,28.46,0.98,0,71.65,0.98,20.61,16.69,121.71,4.91,0,9.82,0.98,0,13.74,0,1.96,0,1219.05,0.98,50.06,79.5,100.12,12.76,0,9.82,0,9.82,0.98,0,0,0,0.98,0,17.67,0,28.46,9.82,4.91,0
 72-82,0,0,0,44.17,1.96,0,162.96,1.96,13.74,29.45,152.16,8.83,0,15.71,2.94,1.96,31.41,8.83,0.98,0.98,1646.25,0,62.83,87.37,139.4,17.67,1.96,20.61,0,22.58,1.96,0,0,0.98,0,0,12.76,0,51.05,17.67,41.23,0
 84-94,1.06,0,0,117.89,0,0,187.98,2.12,39.3,11.68,99.83,23.36,0,11.68,2.12,0,50.98,5.31,4.25,0,1130.01,0,56.29,75.4,89.21,26.55,1.06,19.12,0,9.56,3.19,0,0,5.31,0,0,15.93,3.19,47.79,6.37,35.05,1.06
 96-106,0,0,2.19,124.58,2.19,0,151.91,1.09,26.23,13.11,114.75,20.76,0,19.67,4.37,2.19,57.92,7.65,6.56,1.09,1139.84,2.19,59.01,54.64,146.44,16.39,2.19,28.41,0,16.39,3.28,0,0,3.28,1.09,0,7.65,1.09,37.16,9.84,44.81,3.28
108-118,0,0,0.77,119.49,2.3,0.77,105.7,2.3,50.55,13.02,101.11,16.09,0,8.43,4.6,4.6,67.4,3.83,7.66,0,945.96,0.77,45.19,34.47,114.13,18.38,0,18.38,0,21.45,3.06,0,0,3.06,0,0,0.77,0.77,25.28,7.66,29.87,1.53
120,0,0,0,78.39,1.96,0,70.55,0,29.4,17.64,68.59,5.88,0,13.72,3.92,1.96,31.36,3.92,5.88,0,666.33,3.92,37.24,19.6,68.59,5.88,0,11.76,0,13.72,5.88,0,0,0,1.96,0,3.92,3.92,23.52,0,15.68,1.96
