stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.73,3.15,0,0,28.32,0,0,0,0,0,0,3.15,0,0,0,0,0,0
 14-21,0,10,1,11,4,0,2,0,0,0,0,1,0,11,0,0,0,0,0,0,64,0,0,26,231,1,4,0,0,0,0,0,12,0,2,1,99,0,0,0,0,0
 24-34,0,12.31,0,13.13,0.82,0,12.31,0,0,0,0.82,0.82,0,1.64,0,0,0.82,0,0,0,43.51,0,0.82,8.21,993.24,10.67,8.21,4.1,0,0,0,0,0,0,1.64,0,276.63,0,0,1.64,0,0
 36-46,0,7.25,0,8.86,0.81,0,37.06,0,0,0,4.03,0,0,1.61,0,0,0,0,0.81,0,31.42,0,0,7.25,2172.89,8.06,5.64,1.61,0,0.81,1.61,0.81,0,0.81,0,0,364.97,0,0,0.81,0,0
 48-58,0,2.3,0,9.18,1.15,0,199.68,0.57,0.57,0.57,12.62,0,0.57,5.74,1.15,0,0.57,2.3,0,1.15,52.22,0,2.3,14.92,2535.07,9.18,3.44,3.44,0,0,1.72,0,0,0,0,0,260.51,0,0,1.15,0,2.3
 60-70,0,2.94,0,10.8,0.98,0,574.19,2.94,0.98,0,25.52,0,0,3.93,1.96,0,0,0.98,0,0,75.58,0.98,2.94,7.85,3303.8,6.87,2.94,2.94,0,1.96,3.93,0,0,0,0,0,195.32,0,1.96,1.96,0.98,2.94
 72-82,0,13.74,0,20.61,5.89,0,944.36,5.89,0,0.98,54.97,0,0,5.89,5.89,0.98,4.91,0,1.96,0,148.23,1.96,7.85,7.85,3548.71,20.61,0.98,9.82,0,1.96,0.98,0,0,0,0,0,155.1,0,2.94,2.94,0.98,2.94
 84-94,0,14.87,0,38.23,7.43,1.06,614.92,2.12,1.06,2.12,59.47,2.12,0,3.19,1.06,1.06,2.12,2.12,0,1.06,103.02,0,4.25,7.43,1680.14,31.86,1.06,16.99,0,1.06,4.25,0,0,1.06,0,0,86.03,4.25,2.12,6.37,4.25,2.12
 96-106,0,7.65,0,39.34,3.28,0,536.59,1.09,2.19,0,61.2,4.37,0,3.28,3.28,1.09,1.09,2.19,3.28,0,116.93,0,3.28,14.21,1510.31,37.16,2.19,20.76,0,5.46,6.56,0,0,0,0,0,41.53,1.09,3.28,1.09,1.09,2.19
108-118,0,6.13,0,22.98,3.06,0,451.92,0,0.77,1.53,47.49,1.53,0,2.3,4.6,0,0,0.77,0,0.77,92.68,0,3.06,5.36,1803.84,48.26,3.06,12.26,0,2.3,3.83,0,0,0.77,0,0,29.11,2.3,1.53,2.3,0.77,0
120,0,1.96,0,27.44,7.84,1.96,407.64,1.96,3.92,0,47.03,1.96,0,0,5.88,0,0,0,1.96,0,68.59,0,1.96,15.68,1791.24,60.75,3.92,7.84,0,1.96,7.84,0,0,0,0,0,47.03,0,0,5.88,0,1.96
