stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,2042.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.96,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,429.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,2.63,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.06,0,0,0,18.4,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,3.15,0,0,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,94.41,6.29,0,0,84.97,0,0,12.59,3.15,3.15,0,3.15,0,0,0,0,0,0
 14-21,0,2,4,15,28,0,3,0,1,0,3,1,0,3,0,0,0,0,0,0,22,0,0,14,45,8,2,1,2,0,3,3,36,13,2,9,27,0,0,24,0,0
 24-34,0,0,0.82,13.13,4.93,0,13.13,0,0.82,1.64,13.95,0.82,0,2.46,0,0.82,0.82,2.46,0.82,0,53.36,0,0.82,21.34,109.17,22.98,4.1,10.67,0,0,9.03,0,0,20.52,0.82,2.46,45.97,0,0,81.26,0,0
 36-46,0,0,0,4.83,3.22,0,9.67,0,0,4.83,10.47,0,0.81,2.42,0.81,0,0,1.61,0,0,90.23,0.81,1.61,26.59,87.82,20.14,6.45,6.45,0,0,8.06,0,0.81,15.31,0,0,45.92,0,0,64.45,0,0.81
 48-58,0,0,0.57,4.02,1.72,0,12.62,0,1.72,2.87,12.62,1.72,0,4.59,0,0,0,4.02,2.3,0,136.57,0,1.15,14.92,40.17,10.9,1.72,9.18,0,0,3.44,0,0,12.62,0.57,0,20.66,0,0.57,62.54,0,0
 60-70,0,0,0,5.89,0,0,11.78,0,0.98,1.96,13.74,1.96,0,0,0,0,0,6.87,2.94,0,224.77,1.96,4.91,10.8,21.59,7.85,2.94,12.76,0,0.98,0.98,0,0,9.82,0.98,0,12.76,0,3.93,60.85,0.98,0.98
 72-82,0,0,0,1.96,0.98,0,14.72,2.94,0.98,6.87,22.58,9.82,0,4.91,2.94,0,0,18.65,0.98,0.98,265.05,0.98,8.83,15.71,27.49,4.91,1.96,21.6,0,3.93,5.89,0,0,15.71,0,0,7.85,0,5.89,89.33,5.89,0.98
 84-94,0,0,1.06,3.19,3.19,0,33.99,0,2.12,5.31,18.05,12.74,1.06,2.12,0,2.12,1.06,20.18,3.19,5.31,159.31,0,4.25,10.62,12.74,10.62,2.12,30.8,0,2.12,6.37,0,0,31.86,0,0,10.62,1.06,6.37,77.53,5.31,0
 96-106,0,0,0,8.74,2.19,1.09,28.41,4.37,2.19,3.28,12.02,13.11,0,6.56,4.37,1.09,1.09,21.86,6.56,0,128.96,4.37,3.28,8.74,21.86,6.56,6.56,37.16,0,2.19,5.46,0,0,20.76,0,0,10.93,2.19,2.19,76.5,5.46,0
108-118,0,0,0,6.89,2.3,0,34.47,2.3,0.77,4.6,15.32,16.09,0,1.53,3.83,0.77,1.53,13.02,9.19,1.53,105.7,1.53,4.6,10.72,18.38,8.43,1.53,21.45,0,1.53,0.77,0,0,19.92,1.53,0,4.6,0,2.3,55.92,6.13,0
120,0,0,0,5.88,3.92,0,13.72,0,0,3.92,11.76,19.6,0,0,1.96,1.96,0,13.72,9.8,0,86.23,0,3.92,1.96,19.6,5.88,3.92,29.4,0,0,3.92,0,0,15.68,0,0,1.96,1.96,1.96,52.91,9.8,0
