stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.53,1212.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,465.85,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,12.26,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.77,18.4,0,21.03,0,0,0,39.43,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,291.79,23.66,0,0,160.35,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,9.44,0,25.18,0,0,0,34.62,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,336.73,44.06,0,0,154.2,0,0,3.15,0,15.73,0,6.29,3.15,0,0,0,0,0
 14-21,0,0,0,5,163,18,0,28,0,5,0,16,4,1,2,0,4,0,1,1,2,31,0,0,69,341,93,2,13,6,0,2,1,58,6,58,243,150,0,0,3,0,1
 24-34,0,0,0,1.64,83.73,2.46,0,41.86,0.82,9.85,0.82,18.06,1.64,0.82,3.28,0,4.93,0.82,2.46,1.64,4.93,111.64,1.64,0,119.84,570.49,31.19,10.67,9.03,0,0,1.64,0,0.82,3.28,5.75,68.95,227.38,0,0,19.7,0,2.46
 36-46,0,0,0.81,1.61,37.87,0,0,61.23,0,6.45,3.22,52.37,0.81,0,1.61,0,0.81,0,0,0,1.61,157.91,0.81,0,94.26,498.71,19.34,9.67,7.25,0,0,0,0,0,2.42,1.61,0.81,232.84,0,0.81,6.45,0,1.61
 48-58,0.57,0,0,0,21.8,0,0,95.83,0.57,5.74,8.03,115.91,0,0,0.57,0,1.15,0.57,2.3,1.15,0,179.6,1.15,1.72,47.05,270.84,9.18,4.59,4.02,0,0.57,2.3,0,0.57,0.57,2.87,0,160.09,0,0.57,6.31,0,4.59
 60-70,0,0,0,0,19.63,0,0,95.21,0.98,7.85,6.87,111.89,0.98,0.98,1.96,0.98,1.96,1.96,2.94,1.96,0,197.29,1.96,0.98,35.33,212.01,5.89,2.94,1.96,0,1.96,1.96,0,0,0.98,4.91,0,115.82,0,0.98,7.85,0,2.94
 72-82,0,0,2.94,0.98,36.32,2.94,0,98.17,0.98,7.85,2.94,101.11,4.91,0,3.93,0,2.94,0.98,2.94,0,0,272.9,0,5.89,42.21,160.01,0.98,1.96,6.87,0,2.94,3.93,0,0,0,0.98,0,43.19,3.93,5.89,17.67,3.93,5.89
 84-94,0,0,2.12,1.06,35.05,0,0,92.4,1.06,14.87,5.31,70.09,7.43,1.06,2.12,0,6.37,1.06,5.31,0,0,180.55,1.06,8.5,37.17,113.64,6.37,3.19,6.37,0,0,3.19,0,0,2.12,2.12,0,27.61,3.19,7.43,11.68,4.25,3.19
 96-106,0,0,1.09,0,31.69,2.19,1.09,79.78,4.37,9.84,6.56,67.76,13.11,0,5.46,0,4.37,3.28,5.46,0,2.19,138.79,4.37,5.46,19.67,115.84,9.84,10.93,9.84,0,3.28,20.76,0,0,4.37,1.09,0,9.84,3.28,3.28,10.93,2.19,8.74
108-118,0,0,0,0,40.6,0,0.77,48.26,2.3,13.02,5.36,55.92,12.26,0,1.53,1.53,6.13,8.43,4.6,3.06,1.53,117.19,0,2.3,19.92,112.6,5.36,6.89,10.72,0,2.3,7.66,0,0,2.3,3.06,0,6.89,6.89,4.6,12.26,5.36,5.36
120,0,0,1.96,0,21.56,0,0,64.67,5.88,7.84,1.96,56.83,13.72,0,0,0,1.96,5.88,3.92,1.96,0,92.11,0,7.84,19.6,96.03,15.68,11.76,7.84,0,3.92,5.88,0,0,1.96,1.96,0,3.92,7.84,0,11.76,1.96,5.88
