stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,645.72,9343.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.63,0,0,0,0,0,0,0,0,0,0
  5-6,668.13,8520.19,0,6.13,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,134.85,6.13,0,0,79.69,0,159.37,0,0,0,0,0,0,0,0,0,0
  7-9,162.98,94.63,0,136.69,0,0,0,281.27,0,0,0,0,0,176.12,0,0,0,0,0,0,0,0,0,0,0,2938.9,191.9,0,0,1033.08,0,10.51,7.89,0,0,0,0,0,0,0,0,0
 10-12,0,50.35,0,69.23,0,15.73,0,144.76,0,0,0,0,0,166.79,0,0,0,0,0,3.15,0,0,0,0,0,1497.96,302.11,0,0,538.13,0,12.59,3.15,0,40.91,0,3.15,0,0,0,0,0
 14-21,0,0,0,12,371,22,0,25,0,6,0,12,13,12,1,0,3,0,1,2,3,60,0,0,78,290,430,0,7,16,0,22,2,62,5,73,224,0,0,12,0,0
 24-34,0,0,0.82,5.75,160.89,2.46,0,81.26,0,25.45,8.21,38.58,1.64,0,3.28,0,4.93,3.28,4.1,11.49,3.28,220.81,1.64,0,152.68,718.25,175.66,3.28,13.95,0.82,1.64,102.61,0,0,1.64,23.8,242.15,0,0,56.64,0,4.1
 36-46,0,0,0,1.61,44.31,0,0,82.98,0,22.56,24.98,75.73,1.61,0,4.83,0.81,0.81,0,4.83,8.06,0.81,243.31,1.61,2.42,86.21,452.79,101.51,1.61,5.64,0,0.81,99.9,0,0,0.81,0.81,188.53,0,0,33.03,0,4.03
 48-58,0,0,0.57,0,32.71,0.57,0,138.86,0.57,34.43,28.69,123.37,1.72,0.57,4.59,0,1.15,0.57,2.3,6.89,2.3,309.28,1.72,4.02,45.9,279.44,41.89,2.3,10.33,0,0.57,61.4,0,0,1.72,0,129.11,0,1.15,11.48,0,4.02
 60-70,0,0,0,0,18.65,0,0,209.06,0,37.3,23.56,148.21,3.93,0,3.93,1.96,1.96,1.96,4.91,10.8,0,421.07,2.94,11.78,33.37,248.33,23.56,1.96,9.82,0,1.96,52.02,0,0,0,0,85.39,0,5.89,18.65,0,3.93
 72-82,0,0,1.96,0.98,30.43,4.91,3.93,135.47,0.98,45.16,34.36,152.16,3.93,0,1.96,1.96,3.93,0.98,4.91,19.63,2.94,485.92,3.93,11.78,39.27,246.4,15.71,4.91,13.74,0,0,45.16,0,0,1.96,0,27.49,0.98,7.85,26.5,6.87,6.87
 84-94,0,0,0,0,56.29,3.19,13.81,129.57,0,56.29,25.49,86.03,16.99,2.12,1.06,6.37,6.37,5.31,4.25,69.03,0,377.02,4.25,3.19,27.61,121.07,23.36,5.31,7.43,0,2.12,95.58,0,0,3.19,0,23.36,3.19,10.62,28.68,10.62,2.12
 96-106,0,0,0,0,40.44,6.56,8.74,106.01,1.09,65.57,14.21,88.52,16.39,0,1.09,3.28,2.19,2.19,5.46,98.36,2.19,246.98,6.56,8.74,15.3,151.91,12.02,8.74,12.02,0,4.37,67.76,1.09,0,2.19,0,14.21,2.19,8.74,26.23,5.46,7.65
108-118,0,0,0,0,62.04,0.77,18.38,71.23,0.77,78.13,21.45,83.49,8.43,0,1.53,3.83,3.06,7.66,0.77,97.28,2.3,167.75,2.3,7.66,10.72,135.58,10.72,8.43,9.19,0,2.3,43.66,0,0,3.83,0,9.19,5.36,1.53,24.51,3.83,3.83
120,1.96,0,1.96,0,78.39,5.88,11.76,80.35,0,68.59,9.8,92.11,13.72,0,1.96,7.84,3.92,5.88,1.96,72.51,0,213.62,3.92,11.76,11.76,199.9,13.72,1.96,3.92,0,0,45.08,0,0,1.96,0,15.68,5.88,7.84,15.68,0,0
