stage,eye,glial,immune,mesenchyme,neural
 14-21,0,0,2,0,0
 24-34,0,0,10.67,0,0
 36-46,0,0,14.5,0,0.81
 48-58,0.57,0,19.51,0,1.15
 60-70,0,0,36.32,0,0.98
 72-82,1.96,0,49.08,0,0
 84-94,0,0,65.85,0,0
 96-106,0,0,85.24,0,1.09
108-118,0.77,0,65.11,0.77,2.3
120,1.96,1.96,70.55,0,3.92
