stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,869.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,943.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,0,44.69,0,5.26,0,0,0,107.78,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,1030.46,0,0,0,28.92,0,2.63,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,3.15,0,0,0,62.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645.13,0,0,0,62.94,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,2,0,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,9,1,0,0,0,0,0,0,2,145,0,0,0,0,0
 24-34,0,0,4.1,0,11.49,1.64,0,22.98,0,0.82,0.82,3.28,0.82,0.82,0.82,0,0.82,0,0.82,0.82,0,7.39,0,0,7.39,1228,0.82,73.06,0.82,0,0,4.1,0,0,0,0,457.22,0,0,3.28,0,0.82
 36-46,0,0,0.81,0,5.64,0,0,71.7,0,0,2.42,9.67,0,0,0,0.81,0,0.81,0.81,0.81,0.81,7.25,0,0,2.42,2175.31,0,101.51,1.61,0,0.81,3.22,0,1.61,0,0,710.6,0,0,2.42,0,1.61
 48-58,0,0,0,0,6.31,0.57,0,266.25,0.57,2.3,2.3,39.02,0.57,0,0,0.57,0,0,0.57,0,2.87,29.26,0.57,1.15,4.59,2479.98,0,72.87,2.3,0,0,4.02,0,0.57,1.15,0,620.28,0,0,0.57,0,4.02
 60-70,0,0,1.96,0,4.91,0,0,354.33,0,0,2.94,36.32,0.98,0,0,0.98,0,1.96,0,0.98,0,10.8,2.94,0,2.94,2879.79,0,67.73,0.98,0,0.98,4.91,0,0,0.98,0,465.24,0.98,0,2.94,0.98,2.94
 72-82,0,0,8.83,0,16.69,1.96,0,428.99,0.98,0.98,3.93,44.17,2.94,0,0,2.94,1.96,1.96,0,1.96,1.96,43.19,1.96,0,0.98,2378.57,0,115.84,2.94,0,0,2.94,0,0.98,0,0,270.94,3.93,0,2.94,0,3.93
 84-94,0,0,6.37,0,26.55,3.19,0,314.36,2.12,2.12,1.06,45.67,3.19,0,1.06,0,2.12,2.12,1.06,1.06,0,30.8,1.06,2.12,3.19,1347.73,0,137,1.06,0,0,1.06,0,0,0,0,163.55,7.43,2.12,1.06,1.06,2.12
 96-106,0,0,5.46,0,22.95,5.46,0,203.27,0,2.19,1.09,53.55,4.37,0,0,3.28,4.37,2.19,3.28,1.09,2.19,17.49,1.09,2.19,2.19,1123.45,0,193.43,4.37,0,1.09,3.28,0,0,0,0,73.22,7.65,0,1.09,1.09,5.46
108-118,0,0,1.53,0,16.85,3.06,0.77,149.36,0.77,2.3,2.3,38.3,2.3,0,0,0.77,3.83,0,0.77,1.53,0,19.15,0,0.77,2.3,1278.39,0,136.34,0,0,0,1.53,0,0,0,0,52.09,7.66,0.77,0.77,0,0
120,0,0,0,0,3.92,0,0,139.14,0,1.96,3.92,54.87,1.96,0,1.96,0,5.88,0,0,0,0,15.68,0,0,7.84,1099.44,0,62.71,0,0,0,3.92,0,1.96,0,0,76.43,3.92,0,0,0,0
