stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,65.89,2029.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,67.43,1624.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,6.13,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,23.66,42.06,0,28.92,0,2.63,0,444.25,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,1458.94,34.17,0,0,189.27,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,34.62,0,22.03,0,3.15,0,185.67,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,1069.97,25.18,0,0,176.23,0,0,0,31.47,0,0,3.15,0,0,0,0,0
 14-21,0,0,2,2,11,12,0,58,0,0,0,31,0,1,2,1,0,0,0,0,1,31,0,0,19,1249,2,1,5,7,0,0,21,2,4,24,682,0,0,0,0,0
 24-34,0,0,1.64,0,3.28,0.82,0,112.46,0,0.82,0,44.33,0,0,0.82,0,0.82,0.82,0,0.82,0.82,40.22,0,0.82,18.88,2023.41,0.82,4.1,8.21,0,3.28,0,0,1.64,0,6.57,921.82,0,0,8.21,0,0
 36-46,0,0,0,0.81,1.61,0,0,314.21,0,0,0.81,78.15,0.81,0,0,0,0,0.81,0,0,0,44.31,0,2.42,12.89,2595.87,0,0.81,4.83,0,4.03,0.81,0,1.61,1.61,0,903.96,0,0.81,2.42,0,0.81
 48-58,0,0,0,0,5.74,0.57,0,550.28,1.15,0.57,1.72,121.07,0,0,1.15,1.15,0.57,0.57,0,0,0,57.38,1.15,2.87,14.35,2321.61,1.15,1.72,4.02,0,1.72,0,0,1.72,0,0,698.32,0,0,2.87,0.57,1.15
 60-70,0,0,0,0,5.89,0.98,0,664.49,0,0.98,0.98,114.84,0,0,0.98,0.98,0,0.98,0.98,0,0,64.78,0,0,3.93,2168.18,0.98,0.98,4.91,0,2.94,0,0,3.93,0,0,365.13,0,1.96,1.96,0,1.96
 72-82,0,0,0,0,7.85,5.89,0,508.5,1.96,0.98,1.96,102.09,0.98,0,0.98,0,0,0.98,0,0.98,0.98,78.53,0,4.91,6.87,1655.08,0,0.98,7.85,0,2.94,0,0,1.96,0,0,187.5,0,0.98,4.91,1.96,1.96
 84-94,0,0,0,0,7.43,1.06,0,314.36,1.06,1.06,1.06,78.59,2.12,0,1.06,0,0,4.25,0,0,0,52.04,0,1.06,7.43,727.5,0,0,3.19,0,1.06,0,0,0,1.06,0,101.96,3.19,4.25,3.19,4.25,1.06
 96-106,0,0,0,0,2.19,3.28,0,197.81,2.19,0,0,67.76,2.19,0,1.09,2.19,0,3.28,1.09,1.09,0,50.27,0,2.19,4.37,559.54,0,0,2.19,0,0,0,0,2.19,0,0,43.71,0,0,3.28,5.46,0
108-118,0,0,0.77,0,6.13,3.06,0.77,160.85,0,0,1.53,52.85,2.3,0,0.77,6.13,0.77,6.89,0,0,0.77,33.7,0,1.53,3.06,615.83,0,0,1.53,0,2.3,0,0,0,0,0,22.98,0,1.53,2.3,2.3,0
120,0,0,0,1.96,5.88,3.92,0,180.3,0,1.96,0,48.99,0,0,0,5.88,0,0,0,0,0,19.6,0,1.96,1.96,560.5,0,0,0,0,0,0,0,0,0,0,29.4,0,1.96,5.88,3.92,0
