stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,448.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,318.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,6.13,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,5.26,0,10.51,0,0,0,13.14,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,184.01,21.03,0,0,70.98,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,12.59,0,3.15,0,18.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.88,12.59,0,0,59.79,0,0,3.15,0,9.44,0,0,0,0,0,0,0
 14-21,0,0,1,0,13,1,0,6,0,0,0,2,1,1,0,0,3,0,0,0,0,8,0,0,2,178,6,0,2,0,0,3,0,9,5,4,57,0,0,0,0,0
 24-34,0,0,2.46,0.82,11.49,0,0,33.66,0,1.64,0.82,4.1,0,0.82,0.82,0.82,2.46,0.82,2.46,0,1.64,32.83,0.82,0,9.03,441.62,0.82,4.1,4.1,0,0,4.93,0,0,0.82,0.82,76.34,0,0,1.64,0,0
 36-46,0,0,0,0,6.45,0.81,0,133.74,0.81,0,3.22,28.2,0,0,1.61,0.81,0,0,0.81,0,2.42,44.31,0,0.81,13.7,655.81,2.42,5.64,4.83,0,0,4.03,0,0,0.81,0,160.33,0,0,4.03,0,0
 48-58,0.57,0,0,0,4.59,0,0,164.11,0,0,2.3,39.02,0.57,0,0,0.57,0,0.57,3.44,0.57,0,60.82,0,4.59,7.46,330.51,0.57,4.02,2.87,0,1.15,4.59,0,0,0,0,83.2,0,0,2.3,0,0
 60-70,0,0,0,0,6.87,0.98,0,76.56,0,0,1.96,19.63,0,0,0.98,0,0,0.98,0,0,0,39.26,0.98,0.98,4.91,130.54,0,0,2.94,0,0,1.96,0,0,0,0,18.65,0.98,0,0.98,0,0.98
 72-82,0,0,2.94,0,12.76,3.93,0,126.63,0,3.93,3.93,26.5,1.96,0,0.98,4.91,1.96,0.98,1.96,0,0,94.24,0.98,2.94,7.85,197.31,0.98,8.83,2.94,0,0,11.78,0,0,1.96,0,16.69,0.98,1.96,3.93,0.98,2.94
 84-94,0,0,3.19,0,11.68,2.12,0,69.03,0,3.19,2.12,24.43,2.12,0,1.06,4.25,5.31,2.12,0,2.12,1.06,47.79,0,2.12,4.25,100.89,0,4.25,4.25,0,0,28.68,0,0,1.06,0,9.56,4.25,1.06,4.25,2.12,1.06
 96-106,0,0,1.09,0,14.21,1.09,0,52.46,0,0,3.28,25.14,3.28,0,1.09,9.84,9.84,2.19,6.56,5.46,1.09,39.34,2.19,0,5.46,93.98,1.09,5.46,5.46,0,0,21.86,0,0,2.19,0,6.56,2.19,1.09,6.56,2.19,2.19
108-118,0,0,0,0,10.72,2.3,2.3,34.47,0,3.06,0,6.89,3.06,0,0,1.53,2.3,2.3,2.3,4.6,0,36.77,1.53,1.53,9.19,91.15,0,2.3,5.36,0,1.53,14.55,0,0,0.77,0,0.77,0.77,1.53,3.06,1.53,2.3
120,0,0,0,0,35.28,3.92,1.96,48.99,0,1.96,1.96,15.68,1.96,0,0,5.88,0,1.96,1.96,5.88,0,35.28,1.96,1.96,1.96,62.71,0,0,5.88,0,0,15.68,0,0,0,0,1.96,1.96,1.96,3.92,0,0
