stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,184.49,1910.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0,0
  5-6,153.24,2120.85,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,67.43,0,0,0,24.52,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,21.03,23.66,0,39.43,0,0,0,81.49,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,654.55,36.8,0,0,262.87,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,40.91,0,3.15,0,62.94,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,506.66,9.44,0,0,179.38,0,0,6.29,0,34.62,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,1,52,4,0,19,0,0,9,4,0,2,0,0,0,1,0,2,18,0,0,20,338,3,4,3,7,0,4,2,24,1,0,17,114,0,0,0,0,0
 24-34,0,0,0.82,3.28,9.85,1.64,0,51.71,2.46,1.64,7.39,0,0,1.64,0,3.28,0.82,2.46,0,0,44.33,0,0.82,14.78,679.67,0.82,5.75,6.57,0,0,9.03,0,0,1.64,0,6.57,134.62,0,0,13.95,0,0.82
 36-46,0,0,1.61,0,6.45,0,0,95.87,0.81,0.81,21.75,1.61,0,0,0.81,0.81,0.81,2.42,0,0,41.09,0,0.81,15.31,739.6,3.22,9.67,3.22,0,0,12.09,0,0,1.61,0,0,154.69,0,0,4.83,0,2.42
 48-58,0,0,0,0,5.16,0,0,142.3,2.3,2.87,28.69,0,0,1.15,1.15,0,0.57,1.15,0,0.57,60.25,2.3,2.3,4.59,568.07,0,2.3,2.3,0,1.15,2.3,0,0,0.57,0,0,130.83,0,0.57,2.87,0,1.15
 60-70,0,0,0,0,2.94,0,0,231.64,0.98,0,25.52,1.96,0,0.98,0,0,0,0.98,0,0.98,65.76,0,0.98,1.96,530.02,0.98,4.91,2.94,0,0,8.83,0,0,0,0.98,0,83.43,0,0,2.94,0.98,2.94
 72-82,0,0,0,0,9.82,3.93,0.98,191.42,0,4.91,30.43,4.91,0.98,1.96,2.94,0.98,0,0,0.98,0.98,84.42,1.96,0,10.8,373.03,0,6.87,3.93,0,1.96,7.85,0,0,1.96,0,0,40.25,4.91,2.94,2.94,0.98,0.98
 84-94,1.06,0,2.12,0,7.43,1.06,0,117.89,1.06,6.37,30.8,2.12,1.06,1.06,6.37,4.25,3.19,3.19,1.06,0,70.09,0,3.19,8.5,180.55,0,3.19,4.25,0,1.06,15.93,0,0,1.06,1.06,0,24.43,3.19,0,8.5,1.06,1.06
 96-106,0,0,2.19,0,17.49,2.19,0,95.08,2.19,2.19,24.04,6.56,0,1.09,5.46,1.09,0,0,0,1.09,51.36,1.09,1.09,6.56,170.48,1.09,1.09,3.28,0,0,19.67,0,0,0,1.09,0,7.65,1.09,3.28,9.84,1.09,0
108-118,0,0,0,0,13.79,1.53,0,74.3,2.3,1.53,19.15,3.83,0,0,6.13,2.3,1.53,1.53,0.77,2.3,48.26,0.77,3.83,7.66,229.79,0,3.83,4.6,0,0.77,13.79,0,0,0,0,0,6.89,0.77,0.77,7.66,0,3.06
120,0,0,0,0,11.76,7.84,0,66.63,0,0,9.8,0,0,0,1.96,3.92,0,0,0,0,35.28,0,3.92,7.84,152.86,1.96,9.8,5.88,0,3.92,11.76,0,0,0,1.96,0,3.92,0,0,1.96,0,0
