stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,1,9,105,28,0,80,0,0,0,21,4,1,1,0,3,0,1,0,2,63,0,0,35,778,8,8,14,17,0,4,4,98,6,1,96,275,0,0,3,0,0
 24-34,0,1.64,6.57,27.91,5.75,0,135.44,0,1.64,0,23.8,4.1,0,2.46,0,4.93,2.46,5.75,2.46,1.64,100.97,0,1.64,50.89,1189.42,4.93,27.91,18.88,0,0,16.42,0.82,0,3.28,1.64,14.78,284.84,0,0,14.78,0,1.64
 36-46,0,0,0,15.31,2.42,0,364.97,1.61,1.61,4.03,44.31,1.61,0.81,2.42,0.81,1.61,2.42,4.83,0.81,0.81,107.96,0.81,2.42,24.98,1223.81,3.22,26.59,3.22,0,0,13.7,1.61,0,1.61,0.81,0,236.06,0,0,9.67,0,2.42
 48-58,0.57,0,0,18.36,1.72,0,432.65,0,0,4.02,64.27,0.57,0,2.87,1.15,1.15,0.57,1.72,1.72,1.15,127.96,0,5.16,25.25,901.45,1.72,22.38,5.74,0,0,8.03,0,0.57,0,1.72,0,150.34,0,1.72,10.9,0,2.87
 60-70,0,0,0,22.58,0,0,481.93,0.98,2.94,6.87,62.82,5.89,0.98,0.98,4.91,0,1.96,2.94,1.96,0,129.56,0,4.91,15.7,915.76,3.93,19.63,2.94,0,1.96,14.72,0,0,0,0,0,101.1,0,1.96,15.7,0.98,2.94
 72-82,0,7.85,0,17.67,8.83,0,312.17,1.96,3.93,5.89,83.44,5.89,0,9.82,4.91,0,0.98,2.94,0,0,148.23,0.98,4.91,14.72,614.52,1.96,19.63,4.91,0,0.98,4.91,0,0,0,0.98,0,63.81,1.96,6.87,19.63,0.98,0
 84-94,0,0,0,47.79,11.68,0,200.73,2.12,5.31,6.37,50.98,4.25,0,2.12,8.5,8.5,6.37,5.31,1.06,3.19,114.7,1.06,6.37,24.43,331.36,2.12,14.87,4.25,0,0,56.29,0,0,1.06,0,0,29.74,2.12,0,13.81,3.19,1.06
 96-106,0,1.09,0,41.53,10.93,0,150.81,0,4.37,2.19,65.57,8.74,0,3.28,4.37,9.84,5.46,6.56,2.19,1.09,95.08,2.19,4.37,25.14,279.77,3.28,28.41,19.67,0,2.19,36.06,0,0,0,0,0,13.11,2.19,1.09,22.95,8.74,1.09
108-118,0,1.53,0.77,37.53,13.02,6.13,126.38,2.3,9.96,6.89,51.32,12.26,0,2.3,7.66,6.89,6.13,6.89,0.77,1.53,80.43,2.3,2.3,22.98,340.09,3.06,21.45,14.55,0,0,30.64,0,0,1.53,1.53,0,11.49,1.53,0,19.15,1.53,3.06
120,0,0,1.96,33.32,15.68,0,115.63,0,7.84,5.88,50.95,9.8,0,0,3.92,3.92,3.92,5.88,5.88,0,66.63,1.96,3.92,13.72,335.12,3.92,35.28,19.6,0,1.96,37.24,0,0,0,0,0,9.8,0,1.96,21.56,3.92,1.96
