stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,672.07,10384.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.52,0,0,0,0,0,0,0,0,0,0,0
  5-6,508.76,7153.28,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,220.67,30.65,0,0,85.81,0,134.85,0,0,0,0,0,0,0,0,0,0,0
  7-9,147.21,202.41,0,278.64,0,0,0,935.82,0,0,0,0,0,252.36,0,0,0,0,0,0,0,0,0,0,0,5746.37,244.47,0,0,2252.81,0,10.51,26.29,0,0,0,0,0,0,0,0,0,0
 10-12,0,229.73,0,270.64,0,47.2,0,802.48,0,0,0,0,0,213.99,0,0,0,0,0,6.29,0,0,0,0,0,6404.08,163.64,0,0,2634.01,0,3.15,15.73,28.32,286.37,0,37.76,15.73,0,0,0,0,0
 14-21,0,2,0,45,656,275,0,749,0,2,0,40,15,21,3,0,14,0,2,1,14,312,1,0,252,3930,46,5,47,104,0,41,2,796,17,17,1183,936,0,0,11,0,7
 24-34,0.82,0.82,0.82,27.09,172.38,73.88,0,777.35,0,4.1,9.85,55.82,9.85,1.64,3.28,3.28,26.27,5.75,12.31,10.67,13.13,357.89,4.1,1.64,132.98,2729.35,14.78,17.24,36.94,0,0.82,45.15,0,7.39,3.28,2.46,190.44,485.95,0,0,51.71,0,9.03
 36-46,0,0,0,1.61,41.89,4.83,0,509.99,0.81,1.61,10.47,61.23,7.25,0,5.64,7.25,4.03,8.06,5.64,8.06,1.61,219.95,2.42,1.61,66.06,1258.46,4.83,10.47,16.92,0,0,27.39,0.81,0,1.61,0.81,2.42,214.31,0,0,18.53,0,7.25
 48-58,0.57,0,0,2.3,41.89,4.02,0,544.54,1.72,6.89,12.62,95.83,14.92,1.15,2.3,8.61,3.44,8.61,2.87,10.33,0,255.34,1.72,12.05,86.07,705.21,3.44,5.74,12.05,0,0.57,12.62,0,0.57,1.15,0.57,0,137.71,0,1.72,18.94,0,5.74
 60-70,0,0,0.98,0,40.24,8.83,0.98,475.06,0.98,6.87,4.91,114.84,17.67,0,0,8.83,2.94,5.89,2.94,8.83,0,206.12,0.98,12.76,47.11,517.26,2.94,6.87,6.87,0,0,16.69,0,0,6.87,0,0,52.02,1.96,3.93,22.58,0,4.91
 72-82,0,0,2.94,0.98,48.1,30.43,8.83,327.88,1.96,3.93,13.74,118.78,26.5,0,4.91,18.65,6.87,6.87,4.91,6.87,0.98,314.13,1.96,16.69,67.73,463.34,0,6.87,11.78,0,1.96,43.19,0,0,2.94,0.98,0,29.45,0,8.83,33.38,8.83,2.94
 84-94,0,0,0,1.06,75.4,40.36,22.3,271.88,3.19,7.43,16.99,75.4,41.42,2.12,3.19,31.86,20.18,8.5,9.56,12.74,0,238.96,1.06,22.3,80.71,353.66,3.19,12.74,12.74,0,2.12,128.51,0,0,6.37,0,0,18.05,4.25,7.43,30.8,1.06,7.43
 96-106,1.09,0,2.19,0,95.08,41.53,7.65,227.31,0,5.46,14.21,92.89,28.41,0,7.65,34.97,16.39,2.19,7.65,7.65,1.09,201.08,5.46,8.74,85.24,339.88,8.74,17.49,19.67,0,2.19,136.61,1.09,0,5.46,0,0,15.3,3.28,3.28,51.36,9.84,8.74
108-118,0,0,0,1.53,144.77,44.43,7.66,206.81,0.77,9.96,19.15,95.75,22.21,0,4.6,34.47,14.55,9.19,7.66,9.19,2.3,207.58,3.06,6.13,94.98,426.64,3.83,13.79,13.79,0,3.06,129.45,0.77,0,4.6,1.53,0,13.02,6.13,3.83,38.3,3.83,9.19
120,1.96,0,0,0,199.9,60.75,1.96,176.38,0,31.36,7.84,68.59,19.6,0,7.84,37.24,7.84,9.8,3.92,1.96,0,172.46,5.88,11.76,72.51,376.28,5.88,3.92,11.76,0,1.96,123.47,0,0,0,0,0,9.8,0,1.96,35.28,1.96,1.96
