stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,579.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,110.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,21.03,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,9.44,0,0,0,9.44,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,81.82,0,0,0,15.73,0,0,3.15,0,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,1,17,3,0,4,0,0,0,0,2,0,0,2,3,0,0,2,1,6,0,0,2,41,1,1,0,1,0,4,1,5,1,5,19,0,0,2,0,0
 24-34,0,0,1.64,0,4.1,0,0,5.75,0,0,0,3.28,0.82,0,0,0.82,0,0,0,2.46,0,7.39,0,0,0.82,90.29,0.82,0.82,0,0,0,2.46,0,0,0.82,2.46,22.16,0,0,4.1,0,0.82
 36-46,0,0,0,0,2.42,0.81,0,16.11,0.81,0,0.81,4.83,0,0,0,3.22,0,0.81,0,0.81,0,5.64,0,0,0,196.58,0,3.22,0.81,0,0,3.22,0,0,0,0,45.92,0,0,2.42,0,0
 48-58,0,0,0,0,2.3,0,0,21.23,0,1.15,1.15,4.59,1.15,0.57,0.57,6.31,0,1.72,0.57,0,1.15,12.62,1.15,0,1.72,172.14,1.15,1.15,2.87,0,0.57,5.16,0,0,0,0,36.72,0,0,1.72,0,1.15
 60-70,0,0,0,0,1.96,0,0,77.54,0.98,0,0.98,7.85,0,0,0.98,4.91,0.98,2.94,0.98,0,0,20.61,0,0,1.96,350.4,0,1.96,0,0,0,8.83,0,0,0,0,41.22,0,0,0.98,0,1.96
 72-82,0,0,0,0,2.94,3.93,0,61.84,0,1.96,0.98,16.69,1.96,0,1.96,2.94,0,2.94,0,0,0,27.49,0,0.98,3.93,195.35,0,1.96,1.96,0,0,9.82,0,0,0,0,21.6,0,0,2.94,0.98,0.98
 84-94,0,0,0,0,8.5,6.37,0,38.23,0,1.06,0,8.5,2.12,0,0,10.62,1.06,4.25,1.06,1.06,0,11.68,0,0,1.06,120.01,1.06,0,3.19,0,0,23.36,0,0,1.06,0,9.56,1.06,0,5.31,0,0
 96-106,0,0,0,0,4.37,1.09,0,36.06,1.09,0,1.09,7.65,1.09,0,1.09,10.93,4.37,0,0,0,0,13.11,1.09,1.09,3.28,88.52,0,0,3.28,0,0,20.76,0,0,0,0,3.28,0,0,8.74,0,2.19
108-118,0,0,0,0,6.89,1.53,0.77,32.17,0,2.3,0.77,6.13,2.3,0,0,5.36,3.83,8.43,0,0,2.3,13.79,1.53,0,2.3,116.43,0.77,0,3.06,0,0,19.92,0,0,0.77,0,3.06,0.77,0.77,2.3,0,2.3
120,0,0,0,0,3.92,1.96,1.96,29.4,0,0,0,9.8,5.88,0,0,19.6,0,1.96,1.96,1.96,0,7.84,1.96,0,3.92,121.51,0,1.96,1.96,0,0,13.72,0,0,0,0,1.96,0,0,3.92,1.96,0
